id,alpha,delta,WISE_GID,Class,diameter,Radius,HIIName,Group
WISE 355,269.96707,-23.60690,G006.211-00.037,Q,1.30,39,,
WISE 356,270.03255,-23.63897,G006.213-00.105,K,2.00,60,G006.220-00.096,
WISE 357,269.98251,-23.60232,G006.222-00.047,C,0.43,13,,
WISE 358,269.96669,-23.58941,G006.226-00.028,Q,1.87,56,,
WISE 359,270.06546,-23.63663,G006.231-00.130,Q,1.67,50,,
WISE 360,270.09592,-23.64223,G006.240-00.157,Q,1.13,34,,
WISE 361,270.06939,-23.62026,G006.246-00.125,C,1.20,36,,
WISE 362,270.02557,-23.58575,G006.256-00.074,Q,3.10,93,,
WISE 363,270.22470,-23.68776,G006.259-00.283,Q,0.67,20,,
WISE 364,270.50882,-23.82321,G006.270-00.576,K,9.30,279,G006.225-00.569,
WISE 365,270.61987,-23.82454,G006.318-00.665,Q,5.67,170,,G006.744-00.818
WISE 366,270.01554,-23.47907,G006.344-00.013,Q,0.43,13,,
WISE 367,270.06706,-23.48308,G006.365-00.056,C,1.13,34,,
WISE 368,270.06571,-23.48122,G006.366-00.053,C,0.23,7,,
WISE 369,270.47568,-23.68635,G006.373-00.482,K,8.27,248,G006.398-00.474,
WISE 370,270.05491,-23.46633,G006.374-00.038,Q,0.27,8,,
WISE 371,270.07316,-23.47130,G006.378-00.054,Q,0.33,10,,
WISE 372,270.06518,-23.46596,G006.378-00.046,Q,0.83,25,,
WISE 373,270.60428,-23.74632,G006.380-00.614,Q,2.60,78,,
WISE 374,270.21543,-23.53321,G006.389-00.198,C,12.70,381,,
WISE 375,270.29780,-23.51183,G006.445-00.254,Q,0.53,16,,
WISE 376,270.66459,-23.64084,G006.499-00.610,Q,6.90,207,,
WISE 377,270.09838,-23.33822,G006.505-00.008,Q,3.27,98,,
WISE 378,270.21808,-23.36763,G006.534-00.119,G,1.70,51,,G006.553-00.095
WISE 379,270.20834,-23.34295,G006.550-00.099,K,3.27,98,G006.553-00.095,G006.553-00.095
WISE 380,270.24874,-23.35261,G006.561-00.135,G,0.93,28,,G006.553-00.095
WISE 381,270.21049,-23.31529,G006.575-00.086,G,1.53,46,,G006.553-00.095
WISE 382,270.24454,-23.33314,G006.576-00.123,Q,0.27,8,,
WISE 383,270.26224,-23.33896,G006.578-00.140,Q,0.43,13,,
WISE 384,270.30696,-23.34165,G006.597-00.176,Q,1.03,31,,
WISE 385,270.22237,-23.28812,G006.605-00.083,Q,0.67,20,,
WISE 386,270.22358,-23.28415,G006.609-00.082,Q,0.37,11,,
WISE 387,270.44554,-23.39914,G006.609-00.315,Q,1.90,57,,
WISE 388,270.01900,-23.16973,G006.614+00.138,Q,0.53,16,,
WISE 389,270.82912,-23.59174,G006.616-00.717,K,35.20,1056,G006.744-00.818,G006.744-00.818
WISE 390,271.64463,-23.95584,G006.664-01.545,C,6.70,201,,
WISE 391,270.32833,-23.14566,G006.777-00.097,C,0.93,28,,
WISE 392,270.53230,-23.24889,G006.779-00.310,Q,1.47,44,,
WISE 393,270.02837,-22.97761,G006.786+00.226,C,0.77,23,,
WISE 394,270.33304,-23.13201,G006.791-00.093,Q,1.50,45,,
WISE 395,270.52185,-23.22733,G006.793-00.292,Q,0.80,24,,
WISE 396,270.25532,-23.08779,G006.793-00.010,Q,2.30,69,,
WISE 397,270.49022,-23.20966,G006.795-00.257,Q,1.40,42,,
WISE 398,270.35719,-23.13545,G006.798-00.114,Q,0.97,29,,
WISE 399,270.24263,-23.06386,G006.808+00.012,Q,3.80,114,,
WISE 400,270.24909,-23.03731,G006.834+00.021,Q,0.50,15,,
WISE 401,270.40360,-23.06655,G006.880-00.117,Q,1.50,45,,
WISE 402,270.24380,-22.97927,G006.882+00.054,Q,5.13,154,,
WISE 403,270.28151,-22.96684,G006.911+00.029,Q,1.87,56,,
WISE 404,270.17360,-22.90896,G006.911+00.145,Q,1.53,46,,
WISE 405,272.50467,-24.10417,G006.915-02.304,G,9.53,286,,G006.930-02.130; S29
WISE 406,272.34568,-24.00710,G006.930-02.130,K,15.90,477,G006.930-02.130; S29,G006.930-02.130; S29
WISE 407,270.16498,-22.88254,G006.930+00.165,Q,1.13,34,,
WISE 408,270.38670,-22.95643,G006.968-00.050,Q,1.87,56,,
WISE 409,269.67632,-22.53288,G007.010+00.730,Q,1.57,47,,
WISE 410,270.62212,-23.02440,G007.015-00.271,K,18.33,550,G006.979-00.250; S30,
WISE 411,269.67186,-22.50397,G007.033+00.747,Q,1.40,42,,
WISE 412,270.21274,-22.78330,G007.039+00.175,K,2.07,62,G007.041+00.176,
WISE 413,270.47469,-22.90705,G007.051-00.096,Q,2.80,84,,
WISE 414,272.71260,-23.98275,G007.112-02.412,Q,27.47,824,,S31
WISE 415,270.37017,-22.70839,G007.176+00.087,K,1.40,42,G007.176+00.087,
WISE 416,270.24238,-22.62043,G007.194+00.233,Q,1.17,35,,
WISE 417,272.53816,-23.78915,G007.205-02.180,K,12.73,382,S31,S31
WISE 418,270.24036,-22.60555,G007.206+00.242,Q,1.40,42,,
WISE 419,272.62629,-23.83346,G007.206-02.272,Q,3.60,108,,S31
WISE 420,270.38303,-22.67947,G007.207+00.091,Q,1.47,44,,
WISE 421,270.67620,-22.81698,G007.220-00.212,C,6.00,180,,
WISE 422,271.00233,-22.93977,G007.261-00.535,Q,0.30,9,,
WISE 423,270.32807,-22.58266,G007.266+00.183,K,1.40,42,G007.266+00.183,
WISE 424,270.98177,-22.92450,G007.266-00.511,Q,4.17,125,,
WISE 425,271.00027,-22.93296,G007.266-00.529,Q,0.23,7,,
WISE 426,269.90734,-22.35804,G007.267+00.631,Q,1.40,42,,
WISE 427,270.55852,-22.70022,G007.268-00.060,K,5.53,166,G007.254-00.073,
WISE 428,270.67819,-22.73871,G007.290-00.176,Q,1.17,35,,G007.299-00.116
WISE 429,272.45434,-23.64653,G007.294-02.044,K,10.20,306,S32,
WISE 430,270.63705,-22.70224,G007.303-00.125,K,7.73,232,G007.299-00.116,G007.299-00.116
WISE 431,270.77509,-22.72497,G007.345-00.247,C,1.40,42,,
WISE 432,270.51479,-22.58299,G007.350+00.032,C,1.83,55,,
WISE 433,270.66372,-22.64263,G007.366-00.116,Q,1.40,42,,
WISE 434,270.81023,-22.70425,G007.380-00.264,C,4.53,136,,
WISE 435,270.84453,-22.68079,G007.415-00.281,Q,1.40,42,,
WISE 436,270.23861,-22.35823,G007.420+00.366,K,1.40,42,G007.420+00.366,
WISE 437,270.31657,-22.39129,G007.426+00.287,Q,0.73,22,,
WISE 438,270.23229,-22.33417,G007.438+00.383,Q,1.40,42,,
WISE 439,269.93447,-22.16956,G007.443+00.704,K,14.77,443,G007.387+00.668,
WISE 440,270.87025,-22.63677,G007.466-00.279,K,1.83,55,G007.466-00.279,
WISE 441,270.55396,-22.46667,G007.470+00.059,K,2.00,60,G007.472+00.060,
WISE 442,270.79458,-22.57544,G007.485-00.189,C,7.07,212,,
WISE 443,270.25182,-22.26619,G007.506+00.401,C,1.40,42,,
WISE 444,270.25530,-22.24845,G007.522+00.406,Q,0.80,24,,
WISE 445,270.27138,-22.25464,G007.524+00.390,C,1.63,49,,
WISE 446,270.75340,-22.49646,G007.534-00.117,Q,3.07,92,,
WISE 447,270.53861,-22.30336,G007.604+00.151,Q,1.40,42,,
WISE 448,270.79418,-22.39943,G007.638-00.101,Q,3.30,99,,
WISE 449,270.79694,-22.35836,G007.674-00.084,Q,1.23,37,,
WISE 450,270.84695,-22.35580,G007.700-00.123,C,6.23,187,,
WISE 451,270.68792,-22.22194,G007.744+00.072,Q,1.47,44,,
WISE 452,270.80860,-22.27025,G007.757-00.050,Q,1.47,44,,
WISE 453,270.75860,-22.23832,G007.761+00.006,K,4.67,140,G007.768+00.014,
WISE 454,271.37396,-22.50157,G007.812-00.618,K,6.90,207,G007.806-00.621,
WISE 455,271.22942,-22.42085,G007.816-00.462,C,1.23,37,,
WISE 456,271.22884,-22.29322,G007.928-00.399,Q,1.20,36,,
WISE 457,271.18827,-22.26408,G007.934-00.353,Q,3.57,107,,
WISE 458,271.21911,-22.22965,G007.978-00.360,C,1.47,44,,
WISE 459,271.05327,-22.11107,G008.006-00.169,K,3.47,104,G008.006-00.156,G008.006-00.156
WISE 460,271.53839,-22.33456,G008.032-00.670,Q,4.43,133,,
WISE 461,270.96011,-21.97512,G008.082-00.026,Q,1.57,47,,
WISE 462,270.87382,-21.91958,G008.091+00.070,Q,1.30,39,,
WISE 463,270.63105,-21.77361,G008.107+00.338,K,4.30,129,G008.103+00.340,G008.103+00.340
WISE 464,270.83397,-21.86306,G008.122+00.131,Q,1.40,42,,
WISE 465,271.40972,-22.16244,G008.123-00.482,K,14.33,430,G008.065-00.484,
WISE 466,270.74577,-21.80065,G008.137+00.232,K,6.37,191,G008.137+00.228,
WISE 467,270.99072,-21.92684,G008.139-00.028,C,1.27,38,,
WISE 468,271.15877,-21.99858,G008.153-00.198,G,23.37,701,,G008.006-00.156
WISE 469,270.68668,-21.71899,G008.181+00.321,G,6.03,181,,G008.103+00.340
WISE 470,271.04636,-21.88822,G008.197-00.054,Q,2.33,70,,
WISE 471,270.91442,-21.81223,G008.204+00.090,Q,1.40,42,,
WISE 472,271.43719,-22.03112,G008.250-00.440,C,2.87,86,,
WISE 473,271.16589,-21.85428,G008.281-00.133,K,3.30,99,G008.310-00.090,
WISE 474,271.13216,-21.80797,G008.306-00.084,K,3.77,113,G008.310-00.090,
WISE 475,271.36586,-21.90577,G008.327-00.320,Q,1.40,42,,
WISE 476,271.40046,-21.91804,G008.332-00.354,Q,5.83,175,,
WISE 477,271.37723,-21.89105,G008.346-00.323,Q,0.47,14,,
WISE 478,271.01447,-21.70047,G008.347+00.065,C,1.40,42,,
WISE 479,271.37705,-21.88522,G008.351-00.319,G,1.10,33,,G008.362-00.303
WISE 480,271.35818,-21.86737,G008.358-00.295,K,3.43,103,G008.362-00.303,G008.362-00.303
WISE 481,271.07854,-21.71910,G008.359+00.003,Q,6.43,193,,
WISE 482,271.39371,-21.88013,G008.363-00.331,Q,1.10,33,,
WISE 483,271.42037,-21.88712,G008.368-00.356,K,2.80,84,G008.373-00.352,
WISE 484,270.93572,-21.60635,G008.392+00.175,Q,0.80,24,,
WISE 485,271.46991,-21.88078,G008.397-00.392,Q,2.43,73,,
WISE 486,271.37051,-21.82449,G008.400-00.285,Q,2.20,66,,
WISE 487,271.40417,-21.80762,G008.430-00.303,Q,1.40,42,,
WISE 488,271.37850,-21.79082,G008.433-00.275,K,1.40,42,G008.432-00.276,
WISE 489,271.46149,-21.80878,G008.456-00.351,K,6.63,199,G008.438-00.331,G008.438-00.331
WISE 490,271.02236,-21.57143,G008.462+00.122,C,4.77,143,,
WISE 491,271.40152,-21.76497,G008.466-00.280,Q,0.53,16,,
WISE 492,271.38819,-21.75229,G008.472-00.263,G,1.40,42,,G008.438-00.331
WISE 493,271.41260,-21.76501,G008.472-00.290,Q,0.53,16,,
WISE 494,271.40573,-21.75799,G008.474-00.281,G,1.40,42,,G008.438-00.331
WISE 495,271.40220,-21.75157,G008.479-00.274,Q,0.53,16,,
WISE 496,271.46014,-21.77828,G008.482-00.335,Q,0.77,23,,
WISE 497,271.41791,-21.74599,G008.490-00.284,Q,0.53,16,,
WISE 498,271.42430,-21.74358,G008.495-00.289,Q,1.27,38,,
WISE 499,271.44331,-21.74889,G008.499-00.307,Q,1.53,46,,
WISE 500,271.02329,-21.52714,G008.501+00.143,Q,2.13,64,,
WISE 501,271.36611,-21.68461,G008.520-00.213,Q,1.23,37,,
WISE 502,271.46935,-21.72003,G008.537-00.313,K,4.13,124,G008.533-00.288,
WISE 503,271.38810,-21.65021,G008.560-00.214,Q,3.20,96,,
WISE 504,271.82944,-21.87815,G008.562-00.682,Q,1.40,42,,
WISE 505,271.84170,-21.87418,G008.570-00.690,Q,4.30,129,,
WISE 506,270.84802,-21.32593,G008.597+00.383,Q,3.57,107,,
WISE 507,271.45405,-21.59401,G008.639-00.240,Q,0.87,26,,
WISE 508,271.34056,-21.53483,G008.639-00.118,Q,1.50,45,,
WISE 509,272.11815,-21.92522,G008.650-00.940,Q,3.00,90,,
WISE 510,271.56197,-21.62153,G008.664-00.340,K,2.00,60,G008.666-00.351,
WISE 511,271.57388,-21.62428,G008.668-00.351,K,1.87,56,G008.666-00.351,
WISE 512,271.29676,-21.46035,G008.685-00.047,Q,9.57,287,,
WISE 513,270.47547,-21.00601,G008.703+00.844,Q,5.03,151,,
WISE 514,271.41000,-21.48507,G008.715-00.151,Q,1.30,39,,
WISE 515,271.34199,-21.33834,G008.811-00.023,Q,1.40,42,,
WISE 516,271.69001,-21.50478,G008.825-00.387,Q,3.00,90,,
WISE 517,271.65092,-21.43866,G008.865-00.323,K,5.13,154,G008.865-00.323,
WISE 518,271.80635,-21.47700,G008.901-00.469,Q,5.03,151,,
WISE 519,271.21388,-21.15887,G008.909+00.168,Q,0.83,25,,
WISE 520,271.85874,-21.47783,G008.924-00.511,Q,4.30,129,,
WISE 521,271.87212,-21.45959,G008.946-00.514,Q,2.00,60,,
WISE 522,271.27894,-21.14479,G008.952+00.123,Q,1.07,32,,
WISE 523,271.57223,-21.20293,G009.035-00.144,C,10.77,323,,
WISE 524,271.37969,-21.06109,G009.070+00.082,Q,8.27,248,,
WISE 525,271.47218,-20.98682,G009.178+00.043,K,4.10,123,G009.178+00.043,
WISE 526,272.79829,-21.64797,G009.198-01.359,Q,7.13,214,,
WISE 527,271.65262,-21.05238,G009.202-00.137,Q,4.60,138,,
WISE 528,271.72188,-21.07816,G009.212-00.206,C,1.47,44,,
WISE 529,271.72579,-21.04699,G009.241-00.194,Q,0.93,28,,
WISE 530,271.37405,-20.85175,G009.250+00.189,Q,4.53,136,,
WISE 531,271.47937,-20.87252,G009.280+00.092,Q,1.83,55,,
WISE 532,271.60557,-20.86860,G009.342-00.009,Q,3.87,116,,
WISE 533,271.42603,-20.77123,G009.345+00.185,Q,1.53,46,,
WISE 534,271.68064,-20.86197,G009.381-00.067,C,3.90,117,,
WISE 535,271.71600,-20.85408,G009.405-00.091,C,1.63,49,,
WISE 536,272.45756,-21.17085,G009.464-00.850,Q,1.40,42,,
WISE 537,271.88458,-20.85488,G009.481-00.230,Q,1.27,38,,
WISE 538,271.79135,-20.79145,G009.493-00.122,Q,1.57,47,,
WISE 539,271.79418,-20.77232,G009.512-00.115,Q,1.93,58,,
WISE 540,272.54822,-21.09417,G009.571-00.888,Q,1.40,42,,G009.615+00.198
WISE 541,271.86395,-20.71481,G009.594-00.145,Q,3.03,91,,
WISE 542,271.54653,-20.54326,G009.598+00.199,K,1.13,34,G009.615+00.198,G009.615+00.198
WISE 543,271.57822,-20.55986,G009.599+00.165,G,1.40,42,,G009.615+00.198
WISE 544,271.54731,-20.52762,G009.612+00.205,K,1.13,34,G009.615+00.198,G009.615+00.198
WISE 545,271.55342,-20.52968,G009.613+00.200,K,2.87,86,G009.615+00.198,G009.615+00.198
WISE 546,271.59353,-20.54037,G009.622+00.162,Q,1.40,42,,
WISE 547,272.40870,-20.96177,G009.625-00.709,Q,1.27,38,,
WISE 548,272.12755,-20.79004,G009.647-00.397,Q,1.40,42,,
WISE 549,271.21447,-20.29880,G009.660+00.589,Q,1.40,42,,
WISE 550,271.58360,-20.46070,G009.688+00.208,K,3.83,115,G009.682+00.206,
WISE 551,272.58230,-20.93703,G009.725-00.840,K,12.20,366,G009.717-00.832,
WISE 552,271.94721,-20.56247,G009.765-00.138,Q,3.77,113,,
WISE 553,272.10210,-20.58356,G009.817-00.276,Q,1.40,42,,
WISE 554,272.52054,-20.78075,G009.834-00.713,K,3.50,105,G009.830-00.715,
WISE 555,271.51872,-20.23762,G009.853+00.370,Q,10.73,322,,
WISE 556,272.57543,-20.76223,G009.875-00.749,K,1.40,42,G009.875-00.749,
WISE 557,271.98481,-20.42301,G009.904-00.101,Q,2.13,64,,
WISE 558,272.83121,-20.85042,G009.913-01.002,Q,18.90,567,,G009.925-00.745
WISE 559,272.44555,-20.63467,G009.928-00.581,Q,7.87,236,,
WISE 560,272.60184,-20.71533,G009.928-00.748,G,1.50,45,,G009.925-00.745
WISE 561,272.62082,-20.70799,G009.942-00.761,K,12.33,370,G009.925-00.745,G009.925-00.745
WISE 562,272.03383,-20.38562,G009.958-00.124,Q,1.40,42,,
WISE 563,271.85365,-20.28821,G009.961+00.071,C,1.40,42,,
WISE 564,272.11643,-20.41717,G009.968-00.207,Q,1.03,31,,
WISE 565,272.16317,-20.40831,G009.997-00.240,Q,2.83,85,,
WISE 566,271.97014,-20.30781,G009.997-00.033,C,1.87,56,,
WISE 567,272.13067,-20.31479,G010.064-00.169,K,2.00,60,G010.068-00.176,
WISE 568,272.92503,-20.72177,G010.068-01.017,Q,3.13,94,,
WISE 569,272.09348,-20.28285,G010.075-00.122,Q,1.40,42,,
WISE 570,272.37326,-20.42017,G010.083-00.418,K,4.60,138,G010.073-00.412; W31,
WISE 571,271.91042,-20.13703,G010.120+00.099,Q,1.67,50,,
WISE 572,272.00259,-20.17485,G010.129+00.005,Q,2.07,62,,
WISE 573,271.93618,-20.13675,G010.132+00.078,Q,1.10,33,,
WISE 574,272.03829,-20.18661,G010.134-00.030,Q,3.40,102,,
WISE 575,272.40786,-20.37183,G010.140-00.423,Q,2.47,74,,G010.190-00.426; W31
WISE 576,272.34953,-20.31988,G010.160-00.350,K,7.00,210,G010.160-00.350; W31,G010.160-00.350; W31
WISE 577,272.23956,-20.26050,G010.162-00.231,Q,1.40,42,,
WISE 578,272.06467,-20.16261,G010.167-00.040,Q,2.57,77,,
WISE 579,272.40494,-20.31890,G010.185-00.396,Q,1.30,39,,G010.190-00.426; W31
WISE 580,271.96589,-20.08247,G010.192+00.079,Q,1.90,57,,
WISE 581,272.44473,-20.32581,G010.197-00.431,K,4.03,121,G010.190-00.426; W31,G010.190-00.426; W31
WISE 582,271.64938,-19.89723,G010.210+00.429,Q,1.40,42,,
WISE 583,272.37687,-20.27350,G010.213-00.350,Q,0.63,19,,G010.160-00.350; W31
WISE 584,271.85679,-19.99109,G010.222+00.213,Q,1.37,41,,
WISE 585,272.37943,-20.25883,G010.227-00.346,G,2.33,70,,G010.160-00.350; W31
WISE 586,272.34077,-20.23763,G010.227-00.303,K,3.77,113,G010.232-00.301,
WISE 587,271.98566,-20.04703,G010.232+00.081,Q,2.03,61,,
WISE 588,272.13759,-20.12170,G010.237-00.080,K,4.00,120,G010.237-00.080,
WISE 589,271.95796,-20.02798,G010.237+00.112,C,1.40,42,,
WISE 590,272.44724,-20.25743,G010.259-00.401,Q,3.03,91,,G010.190-00.426; W31
WISE 591,272.00831,-20.02110,G010.266+00.075,K,2.80,84,G010.266+00.075,
WISE 592,272.25471,-20.13577,G010.278-00.183,Q,0.67,20,,
WISE 593,272.41586,-20.21146,G010.284-00.353,Q,0.93,28,,
WISE 594,272.21297,-20.09920,G010.291-00.132,G,1.03,31,,G010.310-00.150
WISE 595,272.02909,-19.99420,G010.299+00.071,Q,0.93,28,,
WISE 596,272.35592,-20.15407,G010.307-00.276,Q,0.60,18,,G010.314-00.262
WISE 597,272.23903,-20.09218,G010.308-00.150,K,10.80,324,G010.310-00.150,G010.310-00.150
WISE 598,272.34089,-20.13827,G010.314-00.256,Q,0.47,14,,G010.314-00.262
WISE 599,272.32338,-20.12460,G010.319-00.234,C,1.00,30,,
WISE 600,272.35330,-20.13786,G010.321-00.266,K,1.23,37,G010.314-00.262,G010.314-00.262
WISE 601,272.87381,-20.39550,G010.330-00.818,K,16.07,482,G010.287-00.831,
WISE 602,272.37016,-20.13404,G010.331-00.278,K,4.30,129,G010.314-00.262,G010.314-00.262
WISE 603,272.25945,-20.05136,G010.354-00.147,C,0.50,15,,
WISE 604,269.44675,-18.52724,G010.375+02.915,C,8.00,240,,
WISE 605,270.09245,-18.85571,G010.395+02.221,C,8.70,261,,
WISE 606,272.17799,-19.95636,G010.400-00.034,Q,0.50,15,,
WISE 607,272.11823,-19.89889,G010.423+00.043,Q,1.17,35,,
WISE 608,272.15635,-19.89819,G010.441+00.012,G,1.77,53,,G010.460+00.030
WISE 609,272.14673,-19.87945,G010.453+00.029,K,1.03,31,G010.460+00.030,G010.460+00.030
WISE 610,272.17980,-19.89555,G010.453-00.006,G,1.40,42,,G010.460+00.030
WISE 611,272.14765,-19.86964,G010.462+00.034,K,0.43,13,G010.460+00.030,G010.460+00.030
WISE 612,272.15333,-19.87032,G010.464+00.029,K,0.50,15,G010.460+00.030,G010.460+00.030
WISE 613,272.16056,-19.86837,G010.469+00.023,G,0.30,9,,G010.460+00.030
WISE 614,272.15932,-19.86429,G010.472+00.026,G,0.60,18,,G010.460+00.030
WISE 615,272.16820,-19.86778,G010.472+00.017,K,0.73,22,G010.473+00.028,
WISE 616,272.15673,-19.85837,G010.475+00.031,G,0.60,18,,G010.460+00.030
WISE 617,272.12388,-19.83780,G010.479+00.069,Q,0.60,18,,
WISE 618,272.15166,-19.84429,G010.486+00.042,Q,0.43,13,,
WISE 619,272.17180,-19.84107,G010.497+00.028,G,1.13,34,,G010.460+00.030
WISE 620,272.47616,-19.97656,G010.518-00.289,Q,8.57,257,,
WISE 621,272.18663,-19.80765,G010.533+00.032,Q,1.93,58,,
WISE 622,272.62006,-19.98606,G010.574-00.412,G,3.67,110,,G010.617-00.384
WISE 623,272.59146,-19.96439,G010.581-00.378,G,1.10,33,,G010.617-00.384
WISE 624,272.29058,-19.80238,G010.585-00.051,K,4.43,133,G010.586-00.035,
WISE 625,272.60247,-19.95183,G010.596-00.381,K,2.00,60,G010.617-00.384,G010.617-00.384
WISE 626,272.57407,-19.92569,G010.607-00.345,Q,0.37,11,,
WISE 627,272.60551,-19.93628,G010.611-00.375,G,0.87,26,,G010.617-00.384
WISE 628,272.57082,-19.91259,G010.617-00.336,Q,0.77,23,,
WISE 629,272.63654,-19.94550,G010.617-00.405,G,2.00,60,,G010.617-00.384
WISE 630,272.61605,-19.93488,G010.618-00.383,G,0.33,10,,G010.617-00.384
WISE 631,272.55704,-19.90088,G010.621-00.318,C,1.40,42,,
WISE 632,272.61531,-19.92993,G010.621-00.380,G,0.47,14,,G010.617-00.384
WISE 633,272.61955,-19.93099,G010.623-00.385,G,0.70,21,,G010.617-00.384
WISE 634,272.61084,-19.92305,G010.626-00.373,Q,0.50,15,,
WISE 635,272.58402,-19.90458,G010.629-00.342,C,0.40,12,,
WISE 636,272.58029,-19.90265,G010.629-00.339,C,1.40,42,,
WISE 637,272.62645,-19.92543,G010.631-00.388,G,0.87,26,,G010.617-00.384
WISE 638,272.67290,-19.94149,G010.638-00.434,K,1.40,42,G010.638-00.434,
WISE 639,272.48271,-19.80404,G010.671-00.210,Q,1.40,42,,
WISE 640,272.31984,-19.71133,G010.678-00.031,C,1.00,30,,
WISE 641,272.26737,-19.67255,G010.689+00.031,K,3.47,104,G010.689+00.031,
WISE 642,272.40415,-19.71865,G010.711-00.105,Q,0.87,26,,
WISE 643,272.39393,-19.66991,G010.749-00.072,Q,1.83,55,,
WISE 644,272.27748,-19.60581,G010.751+00.055,Q,0.67,20,,
WISE 645,272.78944,-19.85227,G010.769-00.487,K,19.33,580,G010.638-00.434,
WISE 646,272.38104,-19.57407,G010.826-00.015,Q,1.40,42,,
WISE 647,272.47937,-19.60698,G010.842-00.112,Q,1.03,31,,
WISE 648,274.81338,-20.79542,G010.843-02.605,Q,1.43,43,,
WISE 649,274.79734,-20.78741,G010.844-02.588,C,5.33,160,,
WISE 650,274.79268,-20.78282,G010.845-02.581,Q,1.43,43,,
WISE 651,272.32350,-19.51094,G010.856+00.063,Q,0.83,25,,
WISE 652,272.41604,-19.55574,G010.859-00.036,Q,0.63,19,,
WISE 653,272.49966,-19.59925,G010.859-00.125,K,1.97,59,G010.858-00.124,
WISE 654,272.31531,-19.48153,G010.877+00.084,K,3.73,112,G010.876+00.085,
WISE 655,272.28272,-19.45652,G010.884+00.122,Q,0.90,27,,
WISE 656,272.44764,-19.53906,G010.887-00.054,Q,1.13,34,,
WISE 657,272.35301,-19.47719,G010.898+00.054,Q,1.47,44,,
WISE 658,272.35244,-19.44718,G010.925+00.069,C,2.43,73,,
WISE 659,272.37676,-19.45529,G010.929+00.046,Q,0.80,24,,
WISE 660,272.42889,-19.45732,G010.951+00.002,Q,0.63,19,,
WISE 661,272.40547,-19.43940,G010.956+00.030,G,0.63,19,,G010.960+00.020
WISE 662,272.41392,-19.44152,G010.958+00.021,G,0.57,17,,G010.960+00.020
WISE 663,273.14317,-18.75913,G011.887-00.253,Q,8.30,249,,
WISE 664,272.43143,-19.44265,G010.964+00.006,K,1.27,38,G010.960+00.020,G010.960+00.020
WISE 665,272.41853,-19.43365,G010.966+00.022,G,1.00,30,,G010.960+00.020
WISE 666,272.31667,-19.37595,G010.971+00.134,Q,1.33,40,,
WISE 667,272.79557,-19.60097,G010.992-00.370,Q,1.20,36,,
WISE 668,272.80956,-19.57284,G011.023-00.369,Q,1.13,34,,
WISE 669,272.42258,-19.36264,G011.030+00.052,G,0.57,17,,G011.035+00.066
WISE 670,272.44773,-19.37346,G011.032+00.027,C,1.03,31,,
WISE 671,272.41257,-19.35285,G011.035+00.065,K,1.40,42,G011.035+00.066,G011.035+00.066
WISE 672,272.42297,-19.35370,G011.039+00.057,Q,0.43,13,,
WISE 673,272.70549,-19.46069,G011.074-00.228,C,1.40,42,,
WISE 674,272.84799,-19.52771,G011.080-00.378,K,3.83,115,G011.076-00.378,
WISE 675,272.88572,-19.51073,G011.112-00.402,K,2.00,60,G011.110-00.400,
WISE 676,272.48250,-19.24993,G011.156+00.058,Q,0.97,29,,
WISE 677,272.52461,-19.26273,G011.164+00.017,Q,0.70,21,,
WISE 678,272.60468,-19.29756,G011.170-00.066,K,1.57,47,G011.171-00.067,
WISE 679,273.53864,-19.76595,G011.182-01.063,K,16.43,493,G011.197-01.128,
WISE 680,272.47559,-19.16865,G011.224+00.103,Q,1.43,43,,
WISE 681,272.64579,-19.20020,G011.274-00.053,Q,0.73,22,,
WISE 682,272.42410,-19.05610,G011.299+00.200,C,3.90,117,,
WISE 683,274.21881,-19.88850,G011.379-01.684,Q,2.60,78,,G011.707-01.722; S37
WISE 684,273.30674,-19.40203,G011.398-00.697,Q,1.40,42,,
WISE 685,274.23711,-19.85235,G011.420-01.682,G,2.00,60,,G011.707-01.722; S37
WISE 686,274.27419,-19.86774,G011.423-01.721,G,3.50,105,,G011.707-01.722; S37
WISE 687,274.20999,-19.77955,G011.472-01.625,G,3.50,105,,G011.707-01.722; S37
WISE 688,272.63155,-18.96559,G011.473+00.071,Q,2.00,60,,
WISE 689,274.24785,-19.78513,G011.484-01.660,Q,2.60,78,,G011.707-01.722; S37
WISE 690,272.82567,-19.00952,G011.524-00.111,K,10.37,311,G011.564-00.085,
WISE 691,272.37765,-18.72217,G011.570+00.399,Q,2.37,71,,
WISE 692,272.42950,-18.74702,G011.573+00.345,K,4.33,130,G011.573+00.340,
WISE 693,272.90186,-18.96353,G011.598-00.151,Q,2.27,68,,
WISE 694,272.59619,-18.75075,G011.646+00.205,K,2.70,81,G011.646+00.205,
WISE 695,274.36832,-19.64411,G011.662-01.692,K,30.23,907,G011.707-01.722; S37,G011.707-01.722; S37
WISE 696,273.61561,-19.25794,G011.664-00.885,Q,1.47,44,,
WISE 697,273.01747,-18.92429,G011.686-00.228,Q,1.07,32,,
WISE 698,273.16304,-18.96434,G011.717-00.369,Q,0.67,20,,
WISE 699,272.83656,-18.77899,G011.731-00.009,C,1.93,58,,
WISE 700,273.05014,-18.87622,G011.742-00.233,Q,1.40,42,,
WISE 701,272.96271,-18.82744,G011.746-00.137,C,1.27,38,,
WISE 702,272.93782,-18.79969,G011.758-00.102,Q,3.03,91,,
