idPNMain,PNGId,PNstat,id,alpha,delta,diamArcSeconds,diameter,axisRatio,posAngle,Catalogue,Common name,Caldwell-Messier
283,PN G018.0+20.1,T,Na 1,258.21625,-3.2667,10,0.167,1,,1992secg.book.....A,,
284,PN G018.6-02.2,T,M 3-54,278.26559,-13.73888,4.4,0.073,1.05,,1992secg.book.....A,,
285,PN G018.9+03.6,T,M 4-8,273.03995,-10.71619,5,0.083,,,1992secg.book.....A,,
286,PN G018.9+04.1,T,M 3-52,272.61005,-10.48466,11.6,0.193,,,1992secg.book.....A,,
287,PN G019.2-04.4,T,PM 1-251,280.60321,-14.25328,18.5,0.308,,,2001A&A...378..843K,,
288,PN G019.2-02.2,T,M 4-10,278.55775,-13.20685,12.3,0.205,,,1992secg.book.....A,,
289,PN G019.4-05.3,T,M 1-61,281.47969,-14.46053,1.8,0.03,1,,1992secg.book.....A,,
290,PN G019.4-19.6,T,K 2-7,295.12304,-20.452,159,2.65,1.1,,1992secg.book.....A,,
291,PN G019.4-13.6,T,DeHt 3,289.26713,-18.02661,33,0.55,1.03,13,1992secg.book.....A,,
292,PN G019.7+03.2,T,M 3-25,273.82071,-10.1693,3.9,0.065,,,1992secg.book.....A,,
293,PN G019.7-04.5,T,M 1-60,280.90878,-13.74684,2.5,0.042,1,,1992secg.book.....A,,
294,PN G019.8-23.7,T,Abell 66,299.38125,-21.61286,312,5.2,1.27,,1992secg.book.....A,,
295,PN G019.8+05.6,T,CTS 1,271.74911,-8.92578,3,0.05,,102,1992secg.book.....A,,
296,PN G019.9+00.9,T,M 3-53,276.03287,-11.11169,5,0.083,1,,1992secg.book.....A,,
297,PN G020.2-00.6,L,Abell 45,277.56427,-11.61595,302,5.033,1.07,,1992secg.book.....A,,
298,PN G020.4+00.6,T,PM 1-231,276.492,-10.75791,4.5,0.075,,,2001A&A...378..843K,,
299,PN G020.7-05.9,T,Sa 1-8,282.68463,-13.51727,8,0.133,1.33,,1992secg.book.....A,,
300,PN G020.9-01.1,T,M 1-51,278.37083,-11.124,19.9,0.332,,29,1992secg.book.....A,,
301,PN G021.1-05.9,T,M 1-63,282.87891,-13.17689,4.2,0.07,,,1992secg.book.....A,,
302,PN G021.2-03.9,T,We 1-7,281.0257,-12.2154,20.5,0.342,1.04,,1992secg.book.....A,,
303,PN G021.7-00.6,T,M 3-55,278.31155,-10.2554,12.2,0.203,1.31,57,1992secg.book.....A,,
304,PN G021.8-00.4,T,M 3-28,278.17203,-10.09723,24.1,0.402,1.99,2,1992secg.book.....A,,
305,PN G021.9+02.7,T,MaC 1-12,275.33798,-8.52842,5,0.083,1.25,,1992secg.book.....A,,
306,PN G022.0-04.3,T,AS 321,281.76648,-11.68659,4,0.067,1,,2001A&A...378..843K,,
307,PN G022.0-03.1,T,M 1-58,280.73743,-11.11475,6.4,0.107,,78,1992secg.book.....A,,
308,PN G022.1-02.4,L,M 1-57,280.08438,-10.6631,12,0.2,2.4,137,1992secg.book.....A,,
309,PN G022.5+01.0,T,MaC 1-13,277.14685,-8.72301,18,0.3,1.29,8,1992secg.book.....A,,
310,PN G022.5+04.8,T,MA 2,273.80579,-6.95339,10,0.167,,,1992secg.book.....A,,
311,PN G023.0+04.3,T,MA 3,274.45575,-6.80599,5,0.083,,,1992secg.book.....A,,
312,PN G023.3-07.6,T,MaC 1-16,285.3407,-11.97222,10,0.167,,,1992secg.book.....A,,
313,PN G023.8-01.7,T,K 3-11,280.28046,-8.93305,11.1,0.185,,,1992secg.book.....A,,
314,PN G023.9+01.2,T,MA 13,277.62662,-7.46064,7.7,0.128,,,1992secg.book.....A,,
315,PN G023.9-02.3,T,M 1-59,280.83408,-9.08018,6.7,0.112,1.12,116,1992secg.book.....A,,
316,PN G024.1+03.8,T,M 2-40,275.34937,-6.03216,5.5,0.092,1.1,80,1992secg.book.....A,,
317,PN G024.2+05.9,T,M 4-9,273.57651,-4.98925,47.9,0.798,1.12,167,1992secg.book.....A,,
318,PN G024.2-05.2,T,M 4-11,283.574,-10.0869,29,0.483,1.12,,1992secg.book.....A,,
319,PN G024.3-03.3,T,Pe 1-17,281.95334,-9.15193,14.7,0.245,1.93,45,1992secg.book.....A,,
320,PN G024.8-02.7,T,M 2-46,281.64426,-8.46718,4.4,0.073,,,1992secg.book.....A,,
321,PN G025.0-11.6,T,Abell 60,289.824,-12.24333,94,1.567,1.31,103,1992secg.book.....A,,
322,PN G025.3+40.8,T,IC 4593,242.93561,12.07141,15.3,0.255,1.04,,1992secg.book.....A,,
323,PN G025.3-04.6,T,K 4-8,283.58334,-8.79255,9.5,0.158,,,1992secg.book.....A,,
324,PN G025.4-04.7,T,IC 1295,283.65423,-8.82732,110,1.833,1.24,69,1992secg.book.....A,,
325,PN G025.8-17.9,T,NGC 6818,295.99043,-14.15324,24.7,0.412,1,13,1992secg.book.....A,,
326,PN G025.9-02.1,T,Pe 1-15,281.6025,-7.24286,5,0.083,,,1992secg.book.....A,,
327,PN G025.9-00.9,T,Pe 1-14,280.53351,-6.68203,5,0.083,1,45,1992secg.book.....A,,
328,PN G025.9-10.9,T,Na 2,289.58133,-11.10429,6.3,0.105,1.11,,1992secg.book.....A,,
329,PN G026.0-01.8,T,Pe 2-15,281.36475,-6.94929,3,0.05,,,1992secg.book.....A,,
330,PN G026.3-02.2,T,Pe 1-16,281.88437,-6.90098,7.6,0.127,,,1992secg.book.....A,,
331,PN G026.5-03.0,T,Pe 1-19,282.436,-7.0264,4.4,0.073,,,1992secg.book.....A,,
332,PN G026.6-01.5,T,K 4-5,281.40231,-6.30954,64,1.067,,,1992secg.book.....A,,
334,PN G027.3-02.1,T,Pe 1-18,282.19357,-5.9353,6.8,0.113,,,1992secg.book.....A,,
335,PN G027.3-03.4,T,Abell 49,283.36792,-6.47875,56,0.933,1.47,31,1992secg.book.....A,,
336,PN G027.4-03.5,T,Vy 1-4,283.5079,-6.43884,15,0.25,,,1992secg.book.....A,,
337,PN G027.6-09.6,T,IC 4846,289.11758,-9.04349,3,0.05,1,,1992secg.book.....A,,
338,PN G027.6+16.9,T,DeHt 2,265.42101,3.11525,94,1.567,,44,1992secg.book.....A,,
339,PN G027.6+04.2,T,M 2-43,276.66687,-2.71601,2,0.033,1.67,,1992secg.book.....A,,
340,PN G027.7+00.7,T,M 2-45,279.84097,-4.33081,9.4,0.157,1.24,,1992secg.book.....A,,
341,PN G028.0+10.2,T,WeSb 3,271.5032,0.37738,50.7,0.845,1.18,145,1992secg.book.....A,,
342,PN G028.2-04.0,T,Pe 1-20,284.3223,-5.99772,6.4,0.107,,12,1992secg.book.....A,,
343,PN G028.5+05.1,T,K 3-2,276.25241,-1.51462,3,0.05,1,0,1992secg.book.....A,,
344,PN G028.5+01.6,T,M 2-44,279.40378,-3.09888,11.3,0.188,1.09,,1992secg.book.....A,,
345,PN G028.7+02.7,T,K 3-7,278.55671,-2.46028,8,0.133,,,1992secg.book.....A,,
346,PN G028.7-03.9,T,Pe 1-21,284.45709,-5.46115,11.1,0.185,1.07,,1992secg.book.....A,,
347,PN G029.0+00.4,T,Abell 48,280.69547,-3.22147,43.5,0.725,1.13,37,1992secg.book.....A,,
348,PN G029.2+00.0,T,TDC 1,281.22244,-3.34247,5.6,0.093,,,1992secg.book.....A,,
349,PN G029.2-05.9,T,NGC 6751,286.48151,-5.99248,24.1,0.402,1.04,81,1992secg.book.....A,,
350,PN G029.8-07.8,T,LSA 1,288.48206,-6.3145,14,0.233,1,,1992secg.book.....A,,
352,PN G030.8+03.4,T,Abell 47,278.84402,-0.23047,17.5,0.292,1.42,,1992secg.book.....A,,
353,PN G031.0+04.1,T,K 3-6,278.32288,0.19644,0.7,0.012,,,1992secg.book.....A,,
354,PN G031.0-10.8,T,M 3-34,291.7579,-6.58462,7.4,0.123,1.16,,1992secg.book.....A,,
355,PN G031.2+05.9,T,K 3-3,276.78874,1.24073,9.5,0.158,1.36,,1992secg.book.....A,,
356,PN G031.3-00.5,T,HaTr 10,282.6027,-1.67166,32,0.533,1.64,,1992secg.book.....A,,
357,PN G031.7+01.7,T,PC 20,280.76438,-0.27708,12,0.2,2.4,,1992secg.book.....A,,
358,PN G031.9-00.3,T,WeSb 4,282.66794,-1.0531,42,0.7,1.27,,1992secg.book.....A,,
360,PN G032.0-01.7,T,CBSS 2,284.06534,-1.56675,4.9,0.082,1.36,,2001A&A...378..843K,,
361,PN G032.1+07.0,T,PC 19,276.18552,2.49114,3,0.05,1,,1992secg.book.....A,,
363,PN G032.7+05.6,T,K 3-4,277.75095,2.42426,19.7,0.328,,,1992secg.book.....A,,
364,PN G032.7-02.0,T,M 1-66,284.60938,-1.06269,3,0.05,1,,1992secg.book.....A,,
365,PN G032.9-02.8,T,K 3-19,285.4024,-1.31885,10,0.167,,,1992secg.book.....A,,
366,PN G032.9-00.7,T,CBSS 3,283.52847,-0.33413,6.5,0.108,1.25,,2001A&A...378..843K,,
367,PN G032.9+07.8,T,K 3-1,275.84052,3.60772,8,0.133,,,1992secg.book.....A,,
368,PN G033.0-05.3,T,Abell 55,287.60736,-2.33985,56.8,0.947,1.09,,1992secg.book.....A,,
369,PN G033.1-06.3,T,NGC 6772,288.65155,-2.70696,80.7,1.345,1.14,,1992secg.book.....A,,
370,PN G033.2-01.9,T,Sa 3-151,284.71559,-0.5493,13,0.217,1.44,,1992secg.book.....A,,
371,PN G033.7-02.0,T,CBSS 1,285.06723,-0.24239,4.9,0.082,1.2,,2001A&A...378..843K,,
372,PN G033.8-02.6,T,NGC 6741,285.65454,-0.44916,9.1,0.152,1.4,,1992secg.book.....A,,
374,PN G034.1-10.5,T,HaWe 13,292.78,-3.70875,86,1.433,1.19,,1992secg.book.....A,,
375,PN G034.3+06.2,T,K 3-5,277.94098,4.08587,10,0.167,1.25,,1992secg.book.....A,,
376,PN G034.5-11.7,T,PM 1-308,294.07306,-3.89035,1.8,0.03,1.38,,2001A&A...378..843K,,
377,PN G034.5-06.7,T,NGC 6778,289.60396,-1.59644,21.4,0.357,1.38,,1992secg.book.....A,,
378,PN G034.6+11.8,T,NGC 6572,273.02636,6.85359,15,0.25,1.15,,1992secg.book.....A,,
381,PN G035.7-05.0,T,K 3-26,288.66324,0.22675,18,0.3,1.2,,1992secg.book.....A,,
382,PN G035.9-01.1,T,Sh 2-71,285.49983,2.15447,132.4,2.207,1.77,,1992secg.book.....A,,
383,PN G036.0+17.6,T,Abell 43,268.38446,10.62326,80,1.333,1,,1992secg.book.....A,,
384,PN G036.1-57.1,T,NGC 7293,337.41058,-20.83711,970,16.167,1.32,,1992secg.book.....A,Helix Nebula,
385,PN G036.9-02.6,T,HaTr 13,287.00894,2.35674,21,0.35,,,1992secg.book.....A,,
386,PN G036.9-01.1,T,HaTr 11,285.74729,3.03925,21,0.35,1,,1992secg.book.....A,,
387,PN G037.5-05.1,T,Abell 58,289.58533,1.78323,44,0.733,1.22,,1992secg.book.....A,,
388,PN G037.7-34.5,T,NGC 7009,316.04532,-11.3634,28,0.467,1.27,,1992secg.book.....A,Saturn Nebula,
389,PN G037.8-06.3,T,NGC 6790,290.73737,1.5129,4.4,0.073,1.29,,1992secg.book.....A,,
390,PN G037.9-03.4,T,Abell 56,288.27554,2.87997,206,3.433,1.13,,1992secg.book.....A,,
391,PN G038.1-25.4,T,Abell 70,307.88833,-7.08836,45.2,0.753,1.2,,1992secg.book.....A,,
392,PN G038.2+12.0,T,Cn 3-1,274.39213,10.15097,5.7,0.095,1.24,,1992secg.book.....A,,
394,PN G038.4+01.8,T,PM 1-264,283.72559,5.80314,3,0.05,,,2003A&A...408.1029K,,
395,PN G038.7+01.9,T,YM 16,283.73877,6.04196,375,6.25,1.32,,1992secg.book.....A,,
396,PN G038.7-03.3,T,M 1-69,288.47458,3.62824,9.4,0.157,,,1992secg.book.....A,,
398,PN G039.1-02.2,T,PM 1-285,287.72254,4.45789,11.2,0.187,,,2001A&A...378..843K,,
399,PN G039.5-02.7,T,M 2-47,288.39398,4.63457,6.9,0.115,1.41,,1992secg.book.....A,,
400,PN G039.8+02.1,T,K 3-17,284.07567,7.12394,18.6,0.31,1.56,,1992secg.book.....A,,
401,PN G040.3-00.4,T,Abell 53,286.69128,6.39791,31.9,0.532,1.03,,1992secg.book.....A,,
402,PN G040.4-03.1,T,K 3-30,289.11539,5.22207,3,0.05,1,,1992secg.book.....A,,
403,PN G041.2-00.6,T,HaTr 14,287.30683,7.09556,19,0.317,1.12,,1992secg.book.....A,,
406,PN G041.8-02.9,T,NGC 6781,289.61703,6.53869,141,2.35,1.29,,1992secg.book.....A,,
408,PN G042.5-14.5,T,NGC 6852,300.16338,1.72803,28,0.467,1.08,,1992secg.book.....A,,
409,PN G042.9-06.9,T,NGC 6807,293.63972,5.68401,2,0.033,1.05,,1992secg.book.....A,,
410,PN G043.0-03.0,T,M 4-14,290.25299,7.61455,28,0.467,2,,1992secg.book.....A,,
411,PN G043.1+37.7,T,NGC 6210,251.123,23.79988,52,0.867,,,1992secg.book.....A,,
412,PN G043.1+03.8,T,M 1-65,284.14017,10.86946,4.2,0.07,1.05,,1992secg.book.....A,,
414,PN G043.3+02.2,T,PM 1-276,285.574,10.2925,15,0.25,1.15,,1992secg.book.....A,,
415,PN G043.3+11.6,T,M 3-27,276.95114,14.48502,2.8,0.047,1.22,,1992secg.book.....A,,
416,PN G043.5-13.4,T,Abell 67,299.613,3.04977,74,1.233,1.21,,1992secg.book.....A,,
417,PN G044.0+05.2,T,K 3-16,283.25679,12.26664,8,0.133,,,1992secg.book.....A,,
420,PN G044.3-05.6,T,K 3-36,293.16483,7.46432,12,0.2,1.5,,1992secg.book.....A,,
421,PN G044.3+10.4,T,We 3-1,278.51104,14.82206,175,2.917,1.09,,1992secg.book.....A,,
422,PN G045.4-02.7,T,Vy 2-2,291.09259,9.89896,3.1,0.052,1.19,,1992secg.book.....A,,
423,PN G045.6+24.3,T,K 1-14,265.65216,21.44982,54,0.9,1.05,,1992secg.book.....A,,
425,PN G045.7-04.5,T,NGC 6804,292.89642,9.22533,58.3,0.972,1.2,,1992secg.book.....A,,
426,PN G045.9-01.9,T,K 3-33,290.61111,10.68927,4.5,0.075,,,1992secg.book.....A,,
427,PN G046.3-03.1,T,PB 9,291.93674,10.40578,13,0.217,1.18,,1992secg.book.....A,,
428,PN G046.4-04.1,T,NGC 6803,292.81867,10.05597,8.2,0.137,,,1992secg.book.....A,,
429,PN G046.7-01.6,T,PM 1-301,290.70976,11.46539,9,0.15,,,2001A&A...378..843K,,
430,PN G046.8+03.8,T,Sh 2-78,285.79205,14.11636,655,10.917,1.22,,1992secg.book.....A,,
431,PN G046.8+02.9,T,CTSS 4,286.5955,13.74614,10,0.167,,,1992secg.book.....A,,
432,PN G047.0+42.4,T,Abell 39,246.89056,27.90929,162,2.7,1,,1992secg.book.....A,,
433,PN G047.1+04.1,T,K 3-21,285.66803,14.48066,10,0.167,1.43,,1992secg.book.....A,,
434,PN G047.1-04.2,T,Abell 62,293.32454,10.61658,166,2.767,1.06,,1992secg.book.....A,,
436,PN G048.0-02.3,T,PB 10,292.05997,12.32671,11,0.183,1.22,,1992secg.book.....A,,
437,PN G048.1+01.1,T,K 3-29,288.8773,14.06384,2.5,0.042,,,1992secg.book.....A,,
438,PN G048.5+04.2,T,K 4-16,286.2142,15.79352,3,0.05,1,,1992secg.book.....A,,
439,PN G048.7+02.3,T,K 3-24,288.02417,15.15124,12,0.2,1.5,,1992secg.book.....A,,
440,PN G048.7-01.5,L,DeHt 4,291.61693,13.32424,94,1.567,,,1992secg.book.....A,,
441,PN G048.7+01.9,T,M 4-13,288.4101,14.98867,7,0.117,1.67,,1992secg.book.....A,,
442,PN G049.3+88.1,T,H 4-1,194.86575,27.63628,2.7,0.045,1,,1992secg.book.....A,,
444,PN G049.4+02.4,T,Hen 2-428,288.27275,15.7776,40,0.667,2.67,,1992secg.book.....A,,
446,PN G050.4+05.2,T,Abell 52,286.13475,17.95214,37,0.617,1,,1992secg.book.....A,,
450,PN G051.0-04.5,T,PC 22,295.5145,13.84372,20,0.333,1.67,,1992secg.book.....A,,
451,PN G051.0+03.0,T,Hen 2-430,288.51721,17.52569,5,0.083,2.5,,1992secg.book.....A,,
452,PN G051.3+01.8,L,PM 1-295,289.82816,17.19669,20,0.333,,,1992secg.book.....A,,
453,PN G051.4+09.6,T,Hu 2-1,282.44818,20.84429,8,0.133,2.86,,1992secg.book.....A,,
454,PN G051.5+00.2,T,KLW 1,291.41876,16.55138,12,0.2,,,2001A&A...378..843K,,
455,PN G051.5+06.1,T,K 1-17,285.90567,19.35628,56,0.933,1.24,,1992secg.book.....A,,
456,PN G051.9-03.8,T,M 1-73,295.28885,14.94983,8.8,0.147,1.47,,1992secg.book.....A,,
458,PN G052.2-04.0,T,M 1-74,295.57813,15.15229,5,0.083,,,1992secg.book.....A,,
458,PN G052.2-04.0,T,M 1-74,295.57813,15.15229,3,0.05,1,,1992secg.book.....A,,
459,PN G052.5-02.9,T,Me 2-2,294.79089,15.9467,9,0.15,,,1992secg.book.....A,,
461,PN G052.9-02.7,T,K 3-41,294.81616,16.34681,7.5,0.125,1.15,,1992secg.book.....A,,
462,PN G052.9+02.7,T,K 3-31,289.76104,19.03917,2,0.033,1,,1992secg.book.....A,,
463,PN G053.0+01.7,T,KLSS 1-1,290.72888,18.70224,19,0.317,,,2001A&A...378..843K,,
464,PN G053.2-01.5,T,K 3-38,293.82648,17.21686,4,0.067,,,1992secg.book.....A,,
465,PN G053.3+24.0,T,Vy 1-2,268.59579,27.99944,6,0.1,1.5,,1992secg.book.....A,,
466,PN G053.3+03.0,T,Abell 59,289.66679,19.57583,94,1.567,1.18,,1992secg.book.....A,,
467,PN G053.8-03.0,T,Abell 63,295.54283,17.08733,48,0.8,1.14,,1992secg.book.....A,,
468,PN G054.1-12.1,T,NGC 6891,303.78683,12.70434,13.5,0.225,1.06,,1992secg.book.....A,,
469,PN G054.4-02.5,T,M 1-72,295.39156,17.75485,4,0.067,,,1992secg.book.....A,,
471,PN G055.1-01.8,T,K 3-43,295.10768,18.82007,8.8,0.147,1,,1992secg.book.....A,,
472,PN G055.2+02.8,T,Hen 2-432,290.85342,21.13347,5,0.083,,,1992secg.book.....A,,
473,PN G055.3+02.7,T,Hen 1-1,290.94529,21.11061,8,0.133,1.33,,1992secg.book.....A,,
474,PN G055.3+06.6,T,Abell 54,287.16492,22.98288,67,1.117,1.43,,1992secg.book.....A,,
475,PN G055.4+16.0,T,Abell 46,277.82621,26.93692,97,1.617,1.15,,1992secg.book.....A,,
476,PN G055.5-00.5,T,M 1-71,294.11218,19.70666,6,0.1,1.62,,1992secg.book.....A,,
477,PN G055.6+02.1,T,Hen 1-2,291.65732,21.15751,5,0.083,1,,1992secg.book.....A,,
478,PN G056.0+02.0,T,K 3-35,291.93347,21.50106,6,0.1,2,,1992secg.book.....A,,
479,PN G056.4-00.9,T,K 3-42,294.89916,20.31719,3.4,0.057,1,,1992secg.book.....A,,
480,PN G056.8-06.9,T,K 3-51,300.65143,17.61416,10,0.167,1,,1992secg.book.....A,,
481,PN G057.2-08.9,T,NGC 6879,302.61118,16.92258,5,0.083,1,,1992secg.book.....A,,
482,PN G057.9-01.5,T,Hen 2-447,296.34235,21.33445,3,0.05,2.5,,1992secg.book.....A,,
483,PN G058.3-10.9,T,IC 4997,305.03646,16.73156,2.5,0.042,1.47,,1992secg.book.....A,,
484,PN G058.6+06.1,T,Abell 57,289.2739,25.62595,40,0.667,1.18,,1992secg.book.....A,,
485,PN G058.6-05.5,L,WeSb 5,300.42504,19.91114,176,2.933,1.19,,1992secg.book.....A,,
486,PN G058.9+09.0,T,Si 1-2,286.53,27.21625,60,1,1,,2001A&A...378..843K,,
487,PN G058.9+01.3,T,K 3-40,294.09094,23.66331,4,0.067,1,,1992secg.book.....A,,
488,PN G059.0-01.7,T,Hen 1-3,297.11,22.14369,8,0.133,1,,1992secg.book.....A,,
489,PN G059.0+04.6,T,K 3-34,291.01138,25.31321,12,0.2,1.25,,1992secg.book.....A,,
491,PN G059.4-00.7,T,PM 1-313,296.3925,22.97572,4,0.067,,,2001A&A...378..843K,,
492,PN G059.4+02.3,T,K 3-37,293.44479,24.54086,2.5,0.042,1,,1992secg.book.....A,,
493,PN G059.7-18.7,T,Abell 72,312.50858,13.55823,154,2.567,1.31,,1992secg.book.....A,,
494,PN G059.9+02.0,T,K 3-39,293.9768,24.91389,7,0.117,,,1992secg.book.....A,,
495,PN G060.0-04.3,T,Abell 68,300.04417,21.71556,38,0.633,,13,1992secg.book.....A,,
496,PN G060.1-07.7,T,NGC 6886,303.17838,19.98963,9.3,0.155,2.07,54,1992secg.book.....A,,
497,PN G060.3-07.3,T,Hen 1-5,302.98358,20.33456,32,0.533,1,,1992secg.book.....A,,
498,PN G060.4+01.5,T,HuDo 1,294.71722,25.0924,2.1,0.035,1.05,,1992secg.book.....A,,
499,PN G060.5-00.3,T,K 3-45,296.56512,24.18435,7,0.117,1,18,1992secg.book.....A,,
500,PN G060.5+01.8,T,Hen 2-440,294.53482,25.26131,3,0.05,,,1992secg.book.....A,,
501,PN G060.8-03.6,T,NGC 6853,299.90158,22.72111,475,7.917,1.4,129,1992secg.book.....A,Dumbbell Nebula,M 27
502,PN G061.0+08.0,T,K 3-27,288.62488,28.6793,16.4,0.273,1,,1992secg.book.....A,,
504,PN G061.4-09.5,T,NGC 6905,305.59558,20.10467,43.3,0.722,1.22,161,1992secg.book.....A,,
506,PN G061.9+41.3,T,DdDm 1,250.07565,38.70553,1.4,0.023,1,,1992secg.book.....A,,
507,PN G062.4+09.5,T,NGC 6765,287.77729,30.54547,40,0.667,1.43,,1992secg.book.....A,,
508,PN G062.4-00.2,T,M 2-48,297.61893,25.90839,19.4,0.323,1.72,67,1992secg.book.....A,,
509,PN G063.1+13.9,T,NGC 6720,283.39615,33.02917,89,1.483,1.35,57,1992secg.book.....A,Ring Nebula,M 57
511,PN G064.6+48.2,T,NGC 6058,241.11061,40.68307,36,0.6,1.29,,1992secg.book.....A,,
512,PN G064.7+05.0,T,BD+30 3639,293.68848,30.51637,6.2,0.103,1.11,0,1992secg.book.....A,,
513,PN G064.9-02.1,T,K 3-53,300.84354,27.01524,6,0.1,,,1992secg.book.....A,,
514,PN G064.9+15.5,T,M 1-64,282.5087,35.24336,17.2,0.287,,,1992secg.book.....A,,
515,PN G065.1-03.5,T,We 1-9,302.2695,26.44889,24,0.4,,70,1992secg.book.....A,,
516,PN G065.2-05.6,T,Hen 1-6,304.33926,25.36299,40.5,0.675,1.88,122,1992secg.book.....A,,
517,PN G065.4+03.1,T,TaWe 2,295.94998,30.23539,17,0.283,1.13,,2001A&A...378..843K,,
518,PN G065.9+00.5,T,NGC 6842,298.75967,29.28831,55,0.917,1.04,,1992secg.book.....A,,
519,PN G066.7-28.2,T,NGC 7094,324.22073,12.7887,102.5,1.708,1.04,,1992secg.book.....A,,
520,PN G066.9-05.2,T,Hen 1-7,304.90887,27.00312,5,0.083,,,1992secg.book.....A,,
521,PN G066.9+02.2,T,K 4-37,297.75281,31.04132,12,0.2,,,1992secg.book.....A,,
522,PN G067.9-00.2,T,K 3-52,300.7977,30.54279,2.5,0.042,1.14,,1992secg.book.....A,,
523,PN G068.3-02.7,T,Hen 2-459,303.49124,29.56554,3,0.05,1.5,57,1992secg.book.....A,,
524,PN G068.6+01.1,T,Hen 1-4,299.826,31.9107,22,0.367,1,,1992secg.book.....A,,
525,PN G068.7+01.9,T,K 4-41,299.14178,32.37027,3,0.05,1,,1992secg.book.....A,,
526,PN G068.7+03.0,T,PC 23,297.96967,32.98831,5,0.083,2.5,,1992secg.book.....A,,
528,PN G068.8-00.0,T,M 1-75,301.18369,31.45678,63,1.05,2.74,152,1992secg.book.....A,,
529,PN G069.2+03.8,T,K 3-46,297.50083,33.76422,36.2,0.603,1.54,110,1992secg.book.....A,,
531,PN G069.2+02.8,T,K 3-49,298.5026,33.37014,3,0.05,,,1992secg.book.....A,,
532,PN G069.4-02.6,T,NGC 6894,304.09985,30.56477,56.4,0.94,1.06,145,1992secg.book.....A,,
533,PN G069.6-03.9,T,K 3-58,305.49301,29.98949,20,0.333,2,83,1992secg.book.....A,,
534,PN G069.7+00.0,T,K 3-55,301.73417,32.27586,9,0.15,1,,1992secg.book.....A,,
535,PN G070.8+03.7,T,TaWe 4,298.5716,35.11762,13,0.217,,,2001A&A...378..843K,,
537,PN G071.6-02.3,T,M 3-35,305.2657,32.49004,4.6,0.077,1.15,48,1992secg.book.....A,,
538,PN G072.1+00.1,T,K 3-57,303.19867,34.34237,6.3,0.105,1,33,1992secg.book.....A,,
540,PN G072.7-17.1,T,Abell 74,319.2178,24.14772,828,13.8,1.07,52,1992secg.book.....A,,
541,PN G073.0-02.4,T,K 3-76,306.27026,33.58075,4.3,0.072,,134,1992secg.book.....A,,
542,PN G074.5+02.1,T,NGC 6881,302.7186,37.41186,16.8,0.28,,139,1992secg.book.....A,,
543,PN G075.6+04.3,T,ARO 342,301.06708,39.59247,28,0.467,1,109,1992secg.book.....A,,
544,PN G075.7+35.8,T,Sa 4-1,258.45981,49.26979,15,0.25,1,,1992secg.book.....A,,
545,PN G076.3+14.1,T,Pa 5,289.87701,44.762,157,2.617,1.02,,2006A&A...447..921K,,
546,PN G076.3+01.1,T,Abell 69,304.99275,38.40078,23,0.383,1.1,54,1992secg.book.....A,,
549,PN G077.5+03.7,T,KjPn 1,303.10003,40.7582,5.6,0.093,1,,1992secg.book.....A,,
550,PN G077.7+03.1,L,KjPn 2,303.84253,40.5791,3.5,0.058,1,,1992secg.book.....A,,
551,PN G077.6+14.7,T,Abell 61,289.7926,46.24779,203,3.383,1.04,,1992secg.book.....A,,
552,PN G078.3-02.7,T,K 4-53,310.568,37.6748,20,0.333,,,1992secg.book.....A,,
553,PN G078.5+18.7,T,NGC 6742,284.8327,48.46542,33,0.55,1.03,,1992secg.book.....A,,
554,PN G078.6+05.2,T,Dd 1,302.17924,42.50261,20,0.333,1,81,1992secg.book.....A,,
555,PN G078.9+00.7,T,Sd 1,307.32889,40.25572,13,0.217,1.08,,1992secg.book.....A,,
556,PN G079.6+05.8,T,M 4-17,302.25803,43.72876,31,0.517,,118,1992secg.book.....A,,
557,PN G079.9+06.4,T,K 3-56,301.73077,44.23851,4,0.067,,,1992secg.book.....A,,
558,PN G080.3-10.4,L,MWP 1,319.28455,34.20756,840,14,1.66,,2001A&A...378..843K,Methuselah Nebula,
559,PN G081.2-14.9,T,Abell 78,323.87189,31.69615,128,2.133,1.19,146,1992secg.book.....A,,
560,PN G082.1-07.8,T,Kn 24,318.40701,37.2604,190,3.167,1,,2010PASA...27..156J,,
561,PN G082.1+07.0,T,NGC 6884,302.59863,46.46098,7.5,0.125,1.07,174,1992secg.book.....A,,
562,PN G082.5+11.3,T,NGC 6833,297.44406,48.96114,0.6,0.01,1.2,,1992secg.book.....A,,
563,PN G083.5+12.7,T,NGC 6826,296.20068,50.52509,27,0.45,1.13,,1992secg.book.....A,Blinking Planetary,Caldwell 15
564,PN G083.7+05.7,T,KLSS 2-5,305.56818,47.06554,16.4,0.273,,,2001A&A...378..843K,,
565,PN G083.9-08.4,T,K 3-81,320.56409,38.12088,10,0.167,,,1992secg.book.....A,,
567,PN G084.2+01.0,T,K 4-55,311.29175,44.65405,71,1.183,2.37,85,1992secg.book.....A,,
568,PN G084.9-03.4,T,NGC 7027,316.75733,42.23603,15.6,0.26,1.3,,1992secg.book.....A,Jewel Bug Nebula,
569,PN G084.9+04.4,T,Abell 71,308.09787,47.34767,168,2.8,1.14,15,1992secg.book.....A,,
570,PN G085.3+52.3,T,Jacoby 1,230.444,52.36781,660,11,1,,2001A&A...378..843K,,
