id,alpha,delta,diameter,MWSC Id
BDSB 136,288.54,11.21,5.4,3072
Berkeley 43,288.8775,11.265,21.6,3075
BDSB 137,289.0875,11.315,4.8,3076
NGC 6779,289.1475,30.183,19.2,3077
Ruprecht 147,289.092,-16.25,159.6,3078
NGC 6775,289.2,-0.922,13.8,3079
ESO 231-30,289.26,-51.48,19.8,3080
FSR 0149,289.2825,23.98,12,3081
Berkeley 44,289.308,19.543,23.4,3082
Terzan 7,289.4325,-34.658,9.6,3083
Palomar 10,289.509,18.567,16.8,3084
ESO 141-47,289.563,-57.9,17.4,3085
Berkeley 45,289.7805,15.722,14.4,3086
ESO 337-23,289.8255,-37.62,12,3087
NGC 6791,290.22,37.78,24,3088
Alessi 57,290.2245,15.685,12,3089
FSR 0209,290.265,43.975,13.56,3090
FSR 0126,290.265,13.765,16.2,3091
BDSB 139,290.6085,14.12,10.2,3093
Juchert 1,290.64,12.667,15,3095
BDSB 141,290.7225,14.165,7.2,3096
NGC 6793,290.8245,22.14,26.4,3098
BDSB 143,290.8005,14.455,7.8,3099
BDSB 151,290.937,14.513,6.36,3108
FSR 0134,291.12,16.895,11.16,3112
King 25,291.1245,13.7,20.4,3113
BDSB 13,291.132,20.795,10.2,3114
ASCC 102,291.1725,29.96,19.8,3115
Kronberger 13,291.315,13.948,13.8,3116
Dolidze 35,291.3525,11.635,12.6,3117
FSR 0110,291.447,2.005,15,3119
FSR 0118,291.4275,8.08,13.2,3120
BDSB 157,291.51,16.33,7.2,3121
FSR 0129,291.7425,13.975,12,3123
NGC 6800,291.765,25.125,21.6,3124
ESO 525-08,291.795,-23.59,13.2,3125
Berkeley 47,292.1175,17.36,17.64,3126
Arp 2,292.1835,-30.356,13.2,3127
King 26,292.2405,14.873,12,3128
Teutsch 40,292.3425,23.3,10.2,3129
FSR 0133,292.437,15.553,31.2,3130
FSR 0070,292.4955,-15.17,16.8,3131
Teutsch 42,292.554,18.533,10.2,3132
NGC 6802,292.6515,20.272,18.6,3134
FSR 0131,292.6785,15.429,13.2,3135
FSR 0083,292.713,-10.578,10.2,3136
BDSB 156,292.935,18.68,9.6,3137
Kronberger 79,293.475,18.528,10.8,3138
FSR 0142,293.895,20.125,18.6,3139
Stock 1,293.955,25.175,42,3140
ASCC 103,294.075,35.66,33.6,3141
FSR 0193,294.1215,37.694,10.8,3142
NGC 6811,294.342,46.395,24,3143
Teutsch 27,294.342,18.695,10.8,3144
FSR 0148,294.3675,21.315,16.8,3145
ASCC 104,294.7425,18.665,48,3147
Kronberger 3,294.75,6.768,9.6,3148
Saurer 5,294.8955,25.652,8.4,3149
NGC 6809,294.999,-30.965,40.8,3150
Kronberger 31,295.0455,26.25,12,3151
FSR 0132,295.0425,14.175,13.8,3152
NGC 6819,295.32,40.195,24,3155
Terzan 8,295.4355,-33.999,13.2,3156
ASCC 105,295.3905,27.383,56.4,3157
Skiff J1942+38.6,295.6005,38.64,25.2,3159
Czernik 40,295.6575,21.143,18.6,3161
Teutsch 43,295.692,29.85,8.4,3162
NGC 6823,295.785,23.3,24,3163
ASCC 106,295.83,1.62,62.4,3164
FSR 0160,296.1825,26.905,12,3166
Turner 9,296.205,29.26,66.6,3168
Roslund 1,296.28,17.51,16.2,3169
Kronberger 4,296.2875,28.167,10.2,3170
Palomar 11,296.31,-8,18,3171
Turner 8,296.337,27.828,12,3172
Roslund 2,296.3175,23.9,21.6,3173
Kronberger 5,296.475,27.85,10.2,3174
Dolidze 53,296.577,24.632,15,3177
Sh2 88B,296.7,25.172,12.6,3178
FSR 0085,296.805,-11.855,13.8,3179
Teutsch 7,296.925,24.255,12.96,3180
FSR 0154,296.9955,23.337,15,3181
FSR 0158,297.015,26.04,12,3182
NGC 6832,296.9895,59.398,13.2,3183
Turner 1,297.1125,27.295,11.16,3184
ASCC 107,297.105,21.958,20.4,3185
NGC 6827,297.213,21.215,8.4,3186
BDSB 15,297.3015,26.835,8.16,3187
Dias 7,297.3675,21.167,12,3188
NGC 6828,297.5625,7.905,25.8,3190
NGC 6830,297.75,23.1,16.8,3191
Czernik 41,297.75,25.27,9,3192
Saurer 6,297.759,32.233,9,3193
FSR 0182,297.9375,33.535,14.4,3194
Dias 8,298.0425,11.628,13.2,3195
FSR 0143,298.05,18.488,19.8,3196
NGC 6834,298.05,29.41,13.2,3197
Harvard 20,298.3005,18.323,16.2,3198
NGC 6837,298.275,11.695,12,3199
NGC 6838,298.443,18.779,26.4,3200
ASCC 108,298.455,39.4,16.8,3201
ASCC 109,298.5225,34.545,40.8,3202
NGC 6839,298.665,17.87,18.6,3203
BDSB 16,298.7505,27.216,7.2,3204
NGC 6840,298.83,12.13,14.4,3205
NGC 6843,299.0475,12.182,12,3206
NGC 6846,299.109,32.355,9,3207
SAI 132,299.2665,31.611,18,3209
FSR 0165,299.5125,26.755,17.4,3210
Kronberger 52,299.5335,30.883,9.24,3211
Loiano 1,299.5725,32.55,9.6,3212
Roslund 3,299.6625,20.514,16.8,3213
NGC 6856,299.8215,56.117,12,3215
Berkeley 49,299.8725,34.645,13.8,3216
Patchick 89,299.895,49.285,11.4,3217
FSR 0172,300.0075,29.221,9.6,3218
FSR 0163,300.087,25.42,13.2,3219
Kronberger 68,300.15,30.577,10.8,3220
BDSB 18,300.282,33.189,7.2,3221
Toepler 1,300.3225,33.615,9,3222
Berkeley 83,300.36,28.63,10.2,3223
FSR 0162,300.39,25.215,9.96,3224
Kronberger 69,300.4875,31.445,19.2,3227
FSR 0188,300.495,33.917,12,3228
Teutsch 8,300.6075,35.306,9,3229
Dolidze 36,300.615,42.165,13.2,3231
FSR 0198,300.618,35.685,16.8,3232
NGC 6858,300.75,11.26,13.8,3233
ASCC 110,300.735,33.57,27.6,3234
Dolidze 37,300.7125,37.65,22.8,3235
FSR 0241,300.7275,46.195,12,3236
Kronberger 54,300.783,31.967,10.2,3237
NGC 6866,300.987,44.16,18,3239
Berkeley 84,301.17,33.906,12,3241
Alessi 10,301.182,-10.485,27,3242
FSR 0167,301.215,27.093,13.2,3244
Roslund 4,301.2255,29.217,22.2,3246
ESO 461-38,301.2225,-30.355,16.2,3247
FSR 0136,301.3575,11.942,11.4,3249
FSR 0190,301.3725,33.567,10.2,3250
Dolidze 38,301.47,41.195,24.6,3251
Dol-Dzim 10,301.4655,40.54,8.4,3252
NGC 6871,301.5,35.77,31.2,3253
NGC 6864,301.515,-21.921,13.2,3254
Kronberger 28,301.6275,35.57,7.8,3255
Basel 6,301.6725,38.365,15.6,3257
FSR 0192,301.74,33.823,13.8,3258
Biurakan 1,301.8975,35.713,24.6,3262
NGC 6873,301.92,21.09,12,3263
FSR 0170,301.9275,27.556,12.6,3264
FSR 0112,302.1075,-3.543,15.6,3265
Biurakan 2,302.3175,35.48,22.2,3267
Dolidze 1,302.427,36.498,12,3268
FSR 0189,302.46,32.91,13.8,3269
Dolidze 2,302.505,41.355,13.2,3270
IC 1311,302.6985,41.178,21.6,3271
Roslund 5,302.595,33.78,49.8,3272
Berkeley 50,302.52,34.97,25.2,3273
ASCC 111,302.775,37.465,57.6,3274
NGC 6883,302.835,35.83,19.2,3275
Ruprecht 172,302.955,35.665,18,3276
NGC 6882,302.949,26.81,27,3278
FSR 0174,302.9955,28.31,13.8,3279
Berkeley 51,302.9745,34.41,21.6,3280
NGC 6885,303.0075,26.515,17.4,3282
Kronberger 72,303.0825,37.88,10.8,3283
FSR 0178,303.2925,29.113,10.2,3285
FSR 0166,303.4005,25.455,14.4,3286
Kronberger 73,303.4425,36.749,7.2,3287
Berkeley 52,303.6225,28.94,12,3288
FSR 0219,303.765,41.185,15,3290
Patchick 75,303.7575,33.921,13.2,3291
Dolidze 3,303.855,36.815,19.2,3292
Dolidze 39,304.05,37.88,19.8,3294
ASCC 112,304.095,52.098,27.6,3295
NGC 6895,304.035,50.245,18,3296
IC 4996,304.14,37.64,26.4,3297
FSR 0195,304.212,33.617,12,3298
Melotte 227,304.2,-79.04,39.6,3299
vdBergh 130,304.425,39.35,13.8,3300
Feibelman 1,304.446,38.033,10.8,3301
Dolidze 40,304.485,37.875,15,3303
Kronberger 74,304.515,36.76,7.2,3304
Collinder 419,304.53,40.725,24,3305
FSR 0232,304.5795,42.625,13.8,3306
Teutsch 124,304.587,31.21,15,3307
FSR 0254,304.7475,46.31,22.8,3310
Berkeley 85,304.6875,37.73,29.4,3311
FSR 0223,304.9575,40.895,15.6,3312
Dolidze 42,304.905,38.141,12.6,3313
FSR 0222,305.0325,40.833,13.8,3314
Dolidze 5,305.0355,39.32,15.6,3315
Berkeley 86,305.052,38.69,13.8,3316
Alessi 11,305.3175,18.39,18.6,3321
Berkeley 88,305.3325,48.14,12.6,3323
Berkeley 87,305.4075,37.405,21.6,3325
NGC 6904,305.46,25.735,12,3326
NGC 6910,305.8125,40.795,21,3327
Collinder 421,305.787,41.695,25.2,3328
NGC 6913,306,38.51,14.4,3329
Kronberger 57,305.988,36.6,7.44,3330
Dolidze 8,306.1275,42.27,12.6,3332
Berkeley 89,306.1125,46.045,19.8,3333
FSR 0224,306.345,40.226,15,3335
G 76.2-0.3,306.3675,37.39,7.2,3336
Dolidze 9,306.42,41.953,15.6,3337
Dolidze 11,306.618,41.43,12,3339
FSR 0210,306.6375,37.266,10.8,3340
ESO 026-02,306.6585,-80,19.2,3341
FSR 0213,306.7455,38.972,14.4,3342
DB2001 7,306.795,39.45,10.8,3343
Teutsch 30,306.9225,36.075,9.6,3345
IRAS 20264+4042,307.0575,40.885,10.2,3346
Teutsch 28,307.0695,35.112,12,3347
Roslund 6,307.14,39.205,32.4,3348
FSR 0227,307.245,40.497,12,3349
Dolidze 44,307.4475,41.635,24,3352
IRAS 20286+4105,307.617,41.264,10.2,3353
Wit 4,307.5525,44.335,18,3354
FSR 0278,307.755,51.015,9.6,3355
FSR 0128,307.755,4.72,12.96,3356
NGC 6939,307.8825,60.66,38.4,3357
IRAS 20306+4005,308.115,40.285,15.6,3361
FSR 0236,308.1525,41.44,21.6,3362
Cyg OB2,308.3175,41.32,51,3364
FSR 0260,308.43,45.616,12,3366
Kronberger 59,308.4585,40.115,9,3367
G 80.35+0.72,308.475,41.382,10.8,3368
NGC 6934,308.547,7.404,16.8,3369
NGC 6940,308.61,28.28,48,3370
NGC 6938,308.685,22.21,15.6,3372
FSR 0238,308.685,41.415,13.8,3373
Patchick 103,308.733,53.296,9,3376
Berkeley 90,308.8125,46.841,13.8,3377
DB2001 15,308.8455,42.368,14.4,3378
FSR 0255,308.9565,44.29,13.8,3379
FSR 0140,309.4425,9.968,15,3380
FSR 0245,309.525,42.225,10.8,3382
FSR 0249,309.6195,42.493,18.6,3383
DB2001 16,309.63,42.105,10.8,3384
DB2001 20,309.654,42.657,9.6,3385
FSR 0251,310.1025,42.95,14.4,3391
FSR 0175,310.11,24.22,16.8,3392
NGC 6950,310.266,16.63,17.76,3394
DB2001 17,310.317,41.86,8.4,3395
DB2001 18,310.3395,41.98,11.4,3396
Ruprecht 173,310.455,35.585,20.4,3397
Dolidze 47,310.437,36.517,18,3398
FSR 0183,310.56,26.587,10.8,3399
DB2001 22,310.6485,42.946,10.2,3400
FSR 0184,310.68,26.543,14.4,3401
FSR 0225,310.7175,37.855,17.4,3402
Turner 11,310.8,35.585,13.8,3403
Alessi 12,310.845,23.785,57,3404
Ruprecht 174,310.8555,37.012,14.4,3405
FSR 0151,311.1375,11.925,18.6,3407
FSR 0258,311.1975,43.888,12,3408
Ruprecht 175,311.265,35.503,9,3409
FSR 0237,311.3625,39.58,17.4,3410
FSR 0274,312.2775,47.88,21.6,3412
SAI 137,312.495,41.255,13.8,3413
Dol-Dzim 11,312.7785,35.945,10.2,3415
Roslund 7,313.095,37.9,33.6,3416
FSR 0161,313.2915,16.892,12,3418
NGC 6981,313.365,-12.537,15.6,3419
CBJC 7,313.3965,44.789,10.8,3420
Barkhatova 1,313.4325,46.025,20.4,3422
FSR 0261,313.4475,43.115,21.6,3423
NGC 6989,313.4925,45.24,22.8,3424
CBJC 8,313.5585,44.91,18,3425
NGC 6991A,313.614,47.466,53.4,3426
FSR 0410,313.8075,76.395,14.4,3428
CBJC 4,314.073,44.39,13.8,3430
FSR 0284,314.1255,49.367,13.8,3431
NGC 6997,314.13,44.61,24,3432
FSR 0275,314.1375,46.883,14.4,3434
Berkeley 53,313.9875,51.06,30,3435
Herbig 1,314.5785,43.894,9.6,3439
FSR 0290,314.7375,50.765,15.24,3442
ESO 464-09,314.904,-29.395,10.8,3443
NGC 7006,315.372,16.187,15,3446
FSR 0273,315.435,44.8,15.6,3448
Teutsch 22,315.42,44.12,10.8,3449
BDSB 19,315.4425,33.55,7.8,3450
FSR 0282,315.555,48.105,16.8,3453
Collinder 428,315.768,44.56,13.2,3455
Berkeley 54,315.75,40.44,12.6,3456
FSR 0253,315.8775,39.98,19.8,3457
SAI 141,315.939,46.97,12,3458
Teutsch 156,315.942,47.2,16.8,3459
LDN 988e,316.0275,50.25,13.8,3460
FSR 0270,316.0455,44.345,11.4,3461
FSR 0310,316.2975,55.323,15.6,3463
BDSB 21,316.3395,49.657,12,3464
NGC 7024,316.5525,41.495,18.6,3465
NGC 7031,316.7745,50.875,20.4,3466
FSR 0288,317.04,49.01,12,3468
Dolidze 55,317.46,40.61,13.8,3469
NGC 7036,317.508,15.517,18,3470
Basel 12,317.61,46.235,12,3471
FSR 0368,317.7,68.545,16.2,3472
Dolidze 45,317.7,37.537,18.6,3473
NGC 7039,317.763,45.733,34.8,3474
SAI 143,317.7195,50.292,9.6,3475
Berkeley 91,317.715,48.535,14.4,3476
NGC 7037,317.73,33.732,21.6,3477
Riddle 6,317.9505,59.965,7.8,3478
Kronberger 80,317.9595,52.378,12,3479
ASCC 113,318.0075,38.61,39.6,3480
IC 1369,318.048,47.755,19.8,3481
Basel 13,318.15,46.53,17.4,3482
FSR 0265,318.2025,42,18.6,3484
NGC 7044,318.2925,42.495,21.6,3485
Cyg OB4,318.57,37.88,40.8,3486
NGC 7050,318.8025,36.165,11.16,3487
Basel 15,318.978,48.853,13.8,3488
FSR 0291,319.125,48.355,11.4,3489
Berkeley 55,319.2495,51.765,12,3490
Berkeley 56,319.41,41.817,12,3491
FSR 0271,319.665,41.92,18.6,3492
NGC 7055,319.89,57.607,12,3494
FSR 0346,319.98,62.347,10.8,3495
BDSB 23,320.1,55.47,12,3497
Basel 14,320.2575,44.825,13.2,3498
ESO 236-07,320.49,-51.865,28.2,3499
Teutsch 144,320.4225,50.597,13.8,3500
NGC 7058,320.4225,50.82,18,3501
FSR 0347,320.5755,62.58,12,3502
FSR 0295,320.6625,49.857,15,3503
FSR 0379,320.61,69.33,14.4,3504
NGC 7062,320.862,46.39,15.6,3505
FSR 0296,320.9895,49.93,7.2,3506
NGC 7063,321.135,36.495,24.6,3507
NGC 7067,321.0525,48.02,13.8,3508
FSR 0304,321.1575,51.322,15,3509
Berkeley 92,321.195,57.532,12.6,3510
Kronberger 81,321.5445,53.534,11.4,3511
FSR 0314,321.9675,53.742,16.8,3513
FSR 0293,321.975,47.15,10.2,3514
FSR 0306,322.0875,51.62,12.6,3515
BDSB 24,322.2195,54.608,7.2,3516
NGC 7082,322.2,47.11,39,3517
NGC 7078,322.4925,12.167,42,3518
Platais 1,322.515,49,16.8,3519
NGC 7086,322.6125,51.608,16.8,3520
NGC 7092,322.95,48.45,108,3521
NGC 7084,323.055,17.575,24,3524
FSR 0317,323.154,53.755,11.4,3525
NGC 7089,323.3625,-0.823,31.2,3526
FSR 0307,323.5245,50.763,9,3527
NGC 7093,323.61,45.915,15.6,3528
FSR 0312,323.721,50.924,6.6,3529
FSR 0320,323.85,53.7,10.2,3530
FSR 0389,323.8875,69.82,13.2,3531
Kronberger 84,323.91,53.488,10.8,3532
FSR 0324,324.045,53.805,12,3533
BDSB 22,324.1125,52.465,6.6,3534
FSR 0386,324.1725,69.267,9.6,3535
FSR 0277,324.3375,40.595,16.8,3537
FSR 0326,324.537,53.817,10.8,3538
IC 1396,324.75,57.49,88.8,3539
FSR 0264,324.813,36.355,16.8,3540
ASCC 114,325.005,53.965,19.2,3542
NGC 7099,325.0995,-23.18,34.2,3543
IRAS 21388+5622,325.1805,56.598,11.4,3544
FSR 0316,325.23,52.31,16.2,3545
BDSB 31,325.485,66.085,6,3546
NGC 7129,325.725,66.11,8.16,3549
FSR 0323,325.815,52.525,7.2,3551
Barkhatova 2,325.917,51.07,11.4,3552
NGC 7127,325.9215,54.615,10.2,3553
NGC 7128,325.9605,53.725,10.8,3554
FSR 0303,326.2245,47.482,13.2,3555
FSR 0250,326.2125,30.76,19.8,3556
NGC 7142,326.3025,65.792,31.2,3557
Teutsch 74,326.415,58.095,16.8,3558
FSR 0334,326.5425,55.435,14.4,3559
FSR 0319,326.64,51.418,15.6,3560
Palomar 12,326.6625,-21.253,10.8,3561
FSR 0333,326.79,54.928,18,3562
FSR 0322,327.585,51.205,12,3564
FSR 0305,327.633,47.02,12,3565
FSR 0325,327.66,51.38,16.8,3566
FSR 0336,327.726,55.215,18.6,3567
FSR 0351,327.675,60.64,16.8,3568
FSR 0338,327.933,55.313,9,3570
IC 5146,328.3725,47.265,19.8,3571
NGC 7160,328.4175,62.61,26.4,3572
FSR 0266,328.515,33.584,14.4,3573
Berkeley 93,328.95,63.945,19.2,3574
ASCC 115,329.1675,51.525,25.8,3575
ASCC 116,329.625,54.49,16.8,3576
NGC 7175,329.7675,54.79,18,3577
FSR 0318,329.661,48.967,10.2,3578
FSR 0279,330.36,35.24,15.6,3579
FSR 0344,330.4305,54.825,10.8,3580
FSR 0437,331.02,76.377,20.4,3582
Dolidze 56,331.0275,59.9,7.8,3583
ASCC 117,331.35,62.27,29.4,3584
NGC 7209,331.2255,46.552,27.6,3585
FSR 0341,331.413,53.333,12,3586
Collinder 471,331.6875,71.975,16.8,3587
FSR 0342,331.971,53.117,15.6,3588
ASCC 118,332.115,61.095,24.6,3589
FSR 0358,332.5575,58.795,33.6,3590
NGC 7226,332.6025,55.398,14.64,3591
IC 1434,332.6025,52.86,23.4,3592
FSR 0364,332.6775,60.08,10.2,3593
FSR 0354,332.79,57.66,14.4,3594
NGC 7235,333.09,57.265,11.04,3595
vdBergh 150,333.072,73.37,26.4,3596
Teutsch 125,333.291,58.977,12,3597
vdBergh 152,333.0975,70.245,18,3598
Teutsch 126,333.4395,55.753,12,3599
PTB 3,333.3495,70.045,18.6,3600
BDSB 30,333.6705,61.44,9,3601
NGC 7243,333.795,49.875,72,3602
NGC 7245,333.81,54.333,19.2,3603
King 9,333.885,54.402,10.2,3604
Kumar 21,334.0875,60.103,9,3605
IC 1442,333.9975,53.995,18.6,3606
FSR 0369,334.1655,60.803,7.2,3607
FSR 0356,334.5975,56.77,12,3609
FSR 0366,334.683,59,16.8,3610
Pismis-Moreno 1,334.605,63.222,27,3611
SBB 2,334.7295,56.088,11.4,3612
ASCC 119,334.665,46.885,25.2,3614
FSR 0378,334.8675,61.625,13.8,3615
NGC 7261,335.118,58.113,26.4,3617
Berkeley 94,335.7375,55.87,7.2,3618
FSR 0388,335.88,63.445,25.8,3621
Teutsch 53,336.09,60.413,9,3622
PTB 2,336.3,71.54,30,3623
NGC 7281,336.2655,57.82,21.6,3624
NGC 7296,337.0125,52.33,12,3625
Berkeley 95,337.0725,59.14,14.4,3626
Teutsch 76,337.185,61.634,8.04,3628
Berkeley 96,337.47,55.405,9.6,3630
ASCC 120,337.5675,57.195,25.2,3631
ASCC 121,337.707,54.845,28.2,3632
FSR 0357,337.707,53.954,9,3633
FSR 0405,338.1975,66.67,15,3634
FSR 0365,338.2665,55.535,13.2,3636
ASCC 122,338.379,39.579,67.8,3637
FSR 0328,338.3625,43.263,10.2,3638
FSR 0330,338.5485,43.34,22.44,3639
FSR 0331,338.685,43.44,22.2,3640
FSR 0377,338.655,58.295,6,3641
Teutsch 39,339.1545,37.726,22.8,3643
FSR 0398,339.06,64.133,27,3644
FSR 0362,339.7875,53.63,10.8,3647
Berkeley 97,339.849,59.017,7.8,3648
Czernik 42,339.903,59.918,9,3650
FSR 0381,340.533,58.34,18,3652
FSR 0385,340.6275,58.92,9,3653
ASCC 123,340.5975,54.25,120,3654
Berkeley 98,340.6545,52.368,20.4,3655
FSR 0446,340.785,75.225,15.6,3656
FSR 0449,341.562,75.81,12.6,3657
NGC 7380,341.835,58.095,31.2,3659
LDN 1211,341.9145,62.022,9,3660
Teutsch 54,341.8425,59.783,9,3661
ASCC 124,341.895,46.31,37.2,3663
FSR 0428,342.345,69.079,15.6,3665
FSR 0429,342.8655,69.058,15,3667
FSR 0384,342.927,56.103,12,3668
King 18,343.023,58.298,12.6,3669
FSR 0404,343.35,62.12,15,3670
FSR 0406,343.428,62.6,12,3671
NGC 7419,343.572,60.8,15.6,3672
King 10,343.755,59.17,24.6,3673
NGC 7423,343.791,57.095,13.2,3674
FSR 0394,343.785,58.725,11.4,3675
NGC 7429,343.9725,59.96,15,3676
ASCC 125,344.1225,62.722,66,3677
NGC 7438,344.34,54.375,30,3682
FSR 0423,344.3745,65.48,18,3683
BDSB 37,344.775,59.468,6.6,3685
FSR 0401,345.2475,59.705,12,3686
FSR 0413,345.21,62.888,7.8,3687
FSR 0414,345.435,62.983,9,3688
FSR 0416,345.525,63.065,13.2,3689
Cep OB5,345.567,57.022,36,3690
Cep OB3,345.9825,63.39,70.8,3691
FSR 0418,346.113,63.166,18.6,3692
FSR 0371,346.314,48.248,19.8,3696
ASCC 126,346.455,51.07,33.6,3699
Pfleiderer 3,347.0325,60.878,10.8,3702
King 19,347.0475,60.528,17.4,3703
ASCC 127,347.2065,64.845,81,3704
NGC 7492,347.1105,-15.612,10.8,3705
NGC 7510,347.757,60.579,15.96,3706
NGC 7538,348.405,61.5,12.6,3707
FSR 0417,348.4875,59.855,12,3709
FSR 0425,348.699,61.285,10.8,3710
FSR 0422,348.804,60.81,9,3711
Markarian 50,348.813,60.434,9,3712
FSR 0430,348.8565,64.155,16.2,3713
IRAS 23151+5912,349.3545,59.474,13.8,3716
PTB 4,349.815,70.09,22.8,3718
Cas OB2,349.965,60.74,26.4,3719
ASCC 128,350.28,54.67,27.6,3720
BDSB 44,350.178,61.2,15.6,3721
Berkeley 99,350.3445,71.788,15,3722
FSR 0370,350.397,40.895,16.8,3723
Dolidze 46,350.514,55.745,13.2,3724
NGC 7654,351.177,61.637,39,3725
Czernik 43,351.4695,61.375,17.4,3726
Berkeley 100,351.477,63.778,7.8,3727
FSR 0466,351.8535,73.202,16.8,3729
ASCC 129,352.0275,55.613,31.2,3730
FSR 0427,352.3605,56.945,13.8,3731
FSR 0442,352.5,63.435,21.6,3732
NGC 7686,352.422,49.17,13.2,3734
Skiff J2330+60.2,352.575,60.247,16.8,3735
FSR 0435,352.8075,59.775,16.8,3736
Berkeley 101,353.1885,64.205,21.6,3737
Stock 11,352.845,55.813,12.96,3738
King 20,353.325,58.463,13.8,3739
Czernik 44,353.3955,61.938,12,3740
FSR 0492,353.655,81.23,24.6,3742
Stock 12,353.895,52.685,60,3743
FSR 0472,354.0075,73.86,38.4,3744
NGC 7708,354.075,72.851,23.4,3745
FSR 0464,354.5175,70.685,16.8,3746
Aveni-Hunter 1,354.2925,48.55,48,3747
SAI 149,354.5145,60.545,7.2,3748
Berkeley 102,354.7155,56.626,10.8,3750
BDSB 46,354.942,61.927,8.4,3751
FSR 0441,355.503,58.545,12,3752
FSR 0443,355.8975,59.08,14.4,3753
Stock 17,355.947,62.165,10.8,3754
Berkeley 103,356.3175,59.3,13.8,3755
FSR 0448,356.79,60.91,19.2,3756
Negueruela 1,356.8275,63.22,17.4,3757
King 11,356.94,68.648,36,3759
Teutsch 23,356.9625,62.997,7.2,3760
King 21,357.465,62.7,12,3762
PTB 9,357.5025,68.033,35.4,3763
Pfleiderer 4,357.7275,62.32,15,3764
FSR 0465,357.7545,66.188,13.2,3765
FSR 0451,357.8475,60.834,10.8,3766
NGC 7772,357.942,16.245,54,3767
ASCC 130,358.1775,62.448,16.8,3768
PTB 6,358.1145,68.193,21,3769
BDSB 47,358.263,60.47,6,3770
King 12,358.257,61.959,12,3771
Kronberger 55,358.2675,62.778,4.8,3772
Harvard 21,358.5555,61.74,7.2,3774
FSR 0440,358.6515,50.142,11.16,3775
Czernik 45,358.9575,64.62,9,3776
NGC 7788,359.1765,61.397,14.4,3777
NGC 7789,359.355,56.73,49.8,3779
Frolov 1,359.355,61.623,12,3780
NGC 7790,359.595,61.198,17.4,3781
NGC 7795,359.409,60.083,13.8,3782
FSR 0460,359.772,60.694,10.2,3783
NGC 7762,357.465,68.025,25.56,3784
