id,A,C,D,S,alpha,delta,BMAG,VMAG,B-V,SB,diameter,minAxis,axisRatio,posAngle,TYPE,z,D(z),Dist,PGC,ID1,ID2,ID3
NGC 2546,,,*,4,123.1,-37.6167,,6.3,,,70,,,,III2m,,,0.919,,OCL 726,ESO 369-SC7,
NGC 2547,,,*,4,122.5375,-49.225,,4.7,,,25,,,,II2p,,,0.457,,OCL 753,ESO 209-SC18,AM 0808-490
NGC 2548,,,*,4,123.429583333333,-5.7506,,5.8,,,30,,,,I2m,,,0.769,,M 48,OCL 584,
NGC 2549,,,*,1,124.742916666667,57.8031,12.2,11.2,1,12.9,3.8,1.2,3.17,177,S0,0.003466,14.64,15.7,23313,UGC 4313,MCG 10-12-124,CGCG 287-69
NGC 2550,A,,,1,127.162916666667,73.7481,13.4,12.7,0.7,13.4,1.6,1.4,1.14,0,Sc,0.012145,51.3,,23781,UGC 4397,MCG 12-8-43,CGCG 331-43
NGC 2550,,,*,1,126.140416666667,74.0119,13.6,12.8,0.8,11.7,1,0.4,2.5,103,Sb/P,0.007579,32.01,36.7,23604,UGC 4359,MCG 12-8-37,CGCG 331-39
NGC 2551,,,*,1,126.209166666667,73.4125,13.1,12.1,1,12.7,1.6,1,1.6,55,Sa,0.007819,33.03,34.1,23608,UGC 4362,MCG 12-8-38,CGCG 331-40
NGC 2552,,,*,1,124.831666666667,50.0069,12.6,12.1,0.5,14.2,3.6,2.1,1.71,57,SBm,0.001748,7.38,11.87,23340,UGC 4325,MCG 8-15-62,CGCG 236-42
NGC 2553,,,*,1,124.39625,20.9033,14.7,13.9,0.8,14.1,1.7,0.8,2.13,72,S,0.015748,66.52,,23240,MCG 4-20-14,CGCG 119-31,
NGC 2554,,,*,1,124.4725,23.4722,12.9,12,0.9,14,3.2,2.4,1.33,147,S0-a,0.01387,58.59,,23256,UGC 4312,MCG 4-20-15,CGCG 119-33
NGC 2555,,,*,1,124.484583333333,0.745,13,12.2,0.8,13.2,1.9,1.4,1.36,115,SBab,0.01472,62.18,,23259,UGC 4319,MCG 0-21-12,CGCG 3-28
NGC 2556,,,*,1,124.753333333333,20.9375,15.5,14.5,1,12.5,0.4,0.2,2,138,S0,0.015461,65.31,,23325,CGCG 119-45,NPM1G +21.0177,
NGC 2557,,,*,1,124.795416666667,21.4361,14.2,13.2,1,13.3,1.2,1,1.2,55,SB0,0.016228,68.55,,23329,UGC 4330,MCG 4-20-21,CGCG 119-48
NGC 2558,,,*,1,124.802916666667,20.5114,13.8,13,0.8,13.7,1.8,1.3,1.38,160,Sab,0.016672,70.42,,23337,UGC 4331,MCG 4-20-22,CGCG 119-50
NGC 2559,,,*,1,124.275416666667,-27.4569,11.7,10.9,0.8,12.3,3,1.4,2.14,6,SBbc,0.0052,21.96,18.25,23222,ESO 494-41,MCG -4-20-3,UGCA 136
NGC 2560,,,*,1,124.96625,20.9847,14.3,13.3,1,12.4,1.4,0.3,4.67,93,S0-a,0.016325,68.96,,23367,UGC 4337,MCG 4-20-27,CGCG 119-58
NGC 2561,,,*,1,124.902916666667,4.6567,13.9,13.2,0.7,12.6,1.1,0.6,1.83,138,SBc,0.013763,58.13,,23351,UGC 4336,MCG 1-22-1,CGCG 31-81
NGC 2562,,,*,1,125.097916666667,21.1317,13.9,12.9,1,12.3,1,0.7,1.43,3,S0-a,0.016675,70.43,,23395,UGC 4345,MCG 4-20-31,CGCG 119-63
NGC 2563,,,*,1,125.14875,21.0681,13.2,12.2,1,13.4,2,1.7,1.18,80,S0,0.014944,63.12,69.45,23404,UGC 4347,MCG 4-20-33,CGCG 119-65
NGC 2564,,,*,1,124.625,-21.8161,13.4,12.4,1,11.8,1.2,0.8,1.5,81,E-S0,0.01688,71.3,,23290,ESO 562-1,NPM1G -21.0210,CGMW 2-3167
NGC 2565,,,*,1,124.950833333333,22.0314,13.4,12.6,0.8,13,1.9,0.9,2.11,167,SBbc,0.011948,50.47,53.52,23362,UGC 4334,MCG 4-20-26,MK 386
NGC 2566,,,*,1,124.689583333333,-25.5006,11.8,11,0.8,13.1,2.9,1.7,1.71,62,SBab,0.00546,23.06,21.1,23303,ESO 495-3,MCG -4-20-8,UGCA 138
NGC 2567,,,*,4,124.633333333333,-30.64,,7.4,,,11,,,,III2m,,,1.677,,OCL 708,ESO 431-SC3,
NGC 2568,,,*,4,124.575416666667,-37.1053,,10.7,,,3,,,,I3p,,,,,OCL 727,ESO 370-SC5,
NGC 2569,,,*,1,125.337916666667,20.8681,15.3,14.3,1,13.1,0.6,0.5,1.2,117,E-S0,0.017025,71.91,,23442,MCG 4-20-35,CGCG 119-67,NPM1G +21.0178
NGC 2570,,,*,1,125.344166666667,20.9106,15.1,14.5,0.6,14,1.1,0.6,1.83,75,Sab,0.021902,92.51,93.62,23443,UGC 4354,MCG 4-20-36,CGCG 119-68
NGC 2571,,,*,4,124.734583333333,-29.7492,,7,,,7,,,,IV1p,,,1.339,,OCL 701,ESO 431-SC5,
NGC 2572,,,*,1,125.352916666667,19.1478,14.7,13.8,0.9,13.2,1.3,0.5,2.6,133,Sa,0.026628,112.47,,23441,UGC 4355,MCG 3-22-4,CGCG 89-7
NGC 2573,A,,,1,348.060833333333,-89.1242,14.7,13.9,0.8,14,2.1,0.6,3.5,18,SBb,0.008249,34.84,,70680,ESO 1-9,AM 2247-892,IRAS 22443-8923
NGC 2573,B,,,1,346.883333333333,-89.1153,15.1,14.5,0.6,14,1.5,0.5,3,120,IBm,0.008533,36.04,30.9,70533,ESO 1-8,AM 2240-892,
NGC 2573,,,*,1,25.4716666666667,-89.3342,14.1,13.5,0.6,13.8,1.9,0.7,2.71,85,SBc,0.008102,34.22,,6249,ESO 1-1,IRAS 02425-8934,Polarissima australis
NGC 2574,,,*,1,125.200416666667,-8.9183,13.1,12.3,0.8,13.2,2.3,1.2,1.92,153,Sab,0.009557,40.37,,23418,MCG -1-22-3,IRAS 08183-0845,
NGC 2575,,,*,1,125.6875,24.2969,13.4,12.7,0.7,13.4,1.7,1.3,1.31,145,Sc,0.012909,54.53,59,23501,UGC 4368,MCG 4-20-40,CGCG 119-75
NGC 2576,,,*,1,125.740833333333,25.7394,15.1,14.3,0.8,13.4,1.7,0.3,5.67,41,Sb,0.027839,117.59,124,23512,UGC 4371,MCG 4-20-41,CGCG 119-76
NGC 2577,,,*,1,125.680833333333,22.5536,13.4,12.4,1,13.1,1.8,1.1,1.64,105,E-S0,0.006861,28.98,30.8,23498,UGC 4367,MCG 4-20-42,CGCG 119-74
NGC 2578,,,*,1,125.350833333333,-13.3181,13.5,12.6,0.9,13.5,2.2,1.3,1.69,80,SB0-a,0.015347,64.82,,23440,MCG -2-22-2,IRAS 08191-1310,
NGC 2579,,,*,4,125.219583333333,-36.2161,,7.5,,,19,,,,IV1p,,,12.8,,OCL 724,ESO 370-*N8,*Grp ?
NGC 2580,,,*,4,125.366666666667,-30.2917,,9.7,,,8,,,,II2m,,,4,,OCL 709,ESO 431-SC6,
NGC 2581,,,*,1,126.12875,18.5969,14.2,13.4,0.8,13.1,1.1,0.8,1.38,10,SB?,0.01972,83.3,,23599,UGC 4388,MCG 3-22-10,CGCG 89-19
NGC 2582,,,*,1,126.300416666667,20.3342,13.9,13,0.9,13.3,1.2,1.2,1,,SBab,0.014807,62.54,70.6,23630,IC 2359,UGC 4391,MCG 4-20-50
NGC 2583,,,*,1,125.782916666667,-5.0025,14.4,13.4,1,12.9,0.9,0.9,1,,E0,0.019714,83.27,,23516,MCG -1-22-8,,
NGC 2584,,,*,1,125.814583333333,-4.9708,14.6,13.8,0.8,13.3,1.2,0.6,2,2,Sbc,0.022902,96.74,86.17,23523,MCG -1-22-9,,
NGC 2585,,,*,1,125.859166666667,-4.9153,14.4,13.6,0.8,13.8,1.8,0.8,2.25,95,Sb,0.022909,96.77,,23537,MCG -1-22-10,IRAS 08209-0445,
NGC 2586,,,*,9,125.880833333333,-4.9514,,,,,,,,,*3,,,,,,,
NGC 2587,,,*,4,125.85,-29.5086,,9.2,,,10,,,,II1p,,,2.7,,OCL 706,ESO 431-SC7,
NGC 2588,,,*,4,125.789583333333,-32.975,,11.8,,,2,,,,II1p,,,4.95,,OCL 715,ESO 370-SC10,
NGC 2589,,,*,10,126.1225,-8.7678,,,,,,,,,NF,,,,,,,
NGC 2590,,,*,1,126.258333333333,-0.5911,13.9,13.1,0.8,13.4,2.2,0.7,3.14,77,Sbc,0.016665,70.39,65.75,23616,IC 507,UGC 4392,MCG 0-22-10
NGC 2591,,,*,1,129.35625,78.0256,12.9,12.2,0.7,12.7,3,0.6,5,32,Sc,0.004413,18.64,20.56,24231,UGC 4472,MCG 13-7-1,CGCG 349-29
NGC 2592,,,*,1,126.78375,25.9708,13.3,12.3,1,13.2,1.7,1.4,1.21,45,E2,0.006825,28.83,25.7,23701,UGC 4411,MCG 4-20-55,CGCG 119-102
NGC 2593,,,*,1,126.699166666667,17.3744,14.8,13.9,0.9,13,0.9,0.5,1.8,172,S0-a,0.021068,88.99,,23692,UGC 4408,MCG 3-22-12,CGCG 89-29
NGC 2594,,,*,1,126.82125,25.8786,15.1,14.1,1,13,0.8,0.5,1.6,27,S0,0.007869,33.24,,23704,MCG 4-20-56,CGCG 119-106,
NGC 2595,,,*,1,126.924583333333,21.4794,12.9,12.3,0.6,14.3,3.2,2.4,1.33,45,SBc,0.014443,61.01,70.78,23725,UGC 4422,MCG 4-20-62,CGCG 119-109
NGC 2596,,,*,1,126.860833333333,17.2844,14.2,13.5,0.7,13.1,1.5,0.6,2.5,65,Sb,0.019807,83.66,81.55,23714,UGC 4419,MCG 3-22-13,CGCG 89-30
NGC 2597,,,*,9,127.489166666667,21.5025,,,,,,,,,*2,,,,,,,
NGC 2598,,,*,1,127.510416666667,21.4883,14.6,13.6,1,12.7,1.3,0.6,2.17,3,SBa,0.015374,64.94,,23855,UGC 4443,MCG 4-20-65,CGCG 119-116
NGC 2599,,,*,1,128.046666666667,22.5608,13.1,12.2,0.9,13.3,1.9,1.7,1.12,105,Sa,0.015814,66.8,,23941,UGC 4458,MCG 4-20-67,MK 389
NGC 2600,,,*,1,128.686666666667,52.7153,15,14.2,0.8,13.3,1.2,0.4,3,78,Sb,0.044961,189.91,160.5,24082,UGC 4475,MCG 9-14-68,CGCG 263-55
NGC 2601,,,*,1,126.376666666667,-68.1178,13.4,12.5,0.9,13,1.6,1.1,1.45,120,SBa,0.011111,46.93,40,23637,ESO 60-5,IRAS 08251-6757,
NGC 2602,,,*,1,128.767916666667,52.8314,15.5,14.7,0.8,11.8,0.3,0.2,1.5,30,S,0.044609,188.43,,24099,MCG 9-14-69,CGCG 263-56,ARAK 169
NGC 2603,,,*,1,128.63,52.8403,16.5,15.5,1,12.7,0.3,0.3,1,,C,0.057115,241.25,,3133653,,,
NGC 2604,A,,,7,128.345416666667,29.5386,13.3,12.6,0.7,13.6,1.7,1.7,1,,SBc,0.00693,29.27,,23998,NGC 2604,UGC 4469,MCG 5-20-22
NGC 2604,B,,,1,128.39875,29.4994,15.5,14.8,0.7,14,0.9,0.6,1.5,45,Sc,0.007018,29.64,,24004,MCG 5-20-23,CGCG 149-49,KUG 0830+296
NGC 2604,,,*,1,128.345416666667,29.5386,13.3,12.6,0.7,13.6,1.7,1.7,1,,SBc,0.00693,29.27,,23998,NGC 2604A,UGC 4469,MCG 5-20-22
NGC 2605,,,*,1,128.722083333333,52.8044,16.4,15.5,0.9,13,0.4,0.3,1.33,20,S0?,0.04412,186.36,,2424112,,,
NGC 2606,,,*,1,128.893333333333,52.7886,15.1,14.3,0.8,12.5,0.7,0.3,2.33,45,Sbc,0.044388,187.49,,24117,MCG 9-14-72,CGCG 263-59,
NGC 2607,,,*,1,128.485833333333,26.9731,14.4,13.7,0.7,13.7,0.9,0.8,1.13,57,Sc,0.011768,49.71,,24038,UGC 4473,MCG 5-20-25,CGCG 149-51
NGC 2608,,,*,1,128.821666666667,28.4733,13,12.3,0.7,13.4,1.9,1.2,1.58,60,SBb,0.007122,30.08,25.53,24111,UGC 4484,MCG 5-20-27,CGCG 149-55
NGC 2609,,,*,4,127.375,-61.11,,,,,6,,,,OCL,,,,,ESO 124-SC17,,
NGC 2610,,,*,3,128.3475,-16.1486,13.6,12.7,,,0.7,,,,PN,,,2.384,,PK 239+13.1,CS=15.5,
NGC 2611,,,*,1,128.87125,25.0278,15.2,14.4,0.8,12.9,0.7,0.2,3.5,42,S,0.017532,74.05,,24121,CGCG 119-127,,
NGC 2612,,,*,1,128.45875,-13.1742,13.7,12.7,1,13.3,2.8,0.6,4.67,120,E-S0,0.005717,24.15,,24028,MCG -2-22-20,,
NGC 2613,,,*,1,128.345,-22.9728,11.2,10.3,0.9,12.9,6.5,1.4,4.64,113,Sb,0.005591,23.62,25.79,23997,ESO 495-18,MCG -4-21-3,UGCA 141
NGC 2614,,,*,1,130.698333333333,72.9767,13.6,12.9,0.7,14,2,1.6,1.25,150,Sc,0.011531,48.71,,24473,UGC 4523,MCG 12-9-5,CGCG 331-58
NGC 2615,,,*,1,128.637916666667,-2.5472,13.3,12.5,0.8,13,1.9,1.1,1.73,40,SBb,0.014083,59.49,,24071,UGC 4481,MCG 0-22-19,CGCG 4-59
NGC 2616,,,*,1,128.891666666667,-1.8508,13.5,12.5,1,13.2,1.1,0.9,1.22,163,S0,0.031128,131.48,,24129,UGC 4489,MCG 0-22-21,CGCG 4-69
NGC 2617,,,*,1,128.912083333333,-4.0878,14.7,13.8,0.9,13.5,1.1,0.8,1.38,117,S0-a,0.014213,60.03,,24141,MCG -1-22-26,,
NGC 2618,,,*,1,128.972916666667,0.7078,12.9,12.1,0.8,13.6,2.5,2,1.25,140,Sab,0.013446,56.79,,24156,UGC 4492,MCG 0-22-23,CGCG 4-74
NGC 2619,,,*,1,129.385833333333,28.705,13.2,12.4,0.8,13,1.8,1.1,1.64,35,SBbc,0.011588,48.95,54,24235,UGC 4503,MCG 5-21-2,CGCG 150-8
NGC 2620,,,*,1,129.367916666667,24.9469,14.4,13.5,0.9,13.4,2,0.5,4,93,S?,0.026145,110.43,,24233,UGC 4501,MCG 4-21-1,CGCG 120-6
NGC 2621,,,*,1,129.40375,25.0003,15.6,14.8,0.8,13.4,0.8,0.4,2,171,S,0.028917,122.14,,24241,MCG 4-21-3,CGCG 120-7,NPM1G +25.0172
NGC 2622,,,*,1,129.545416666667,24.8953,14.9,14.1,0.8,12.7,0.8,0.4,2,45,Sb,0.028624,120.91,,24269,MCG 4-21-8,MK 1218,CGCG 120-13
NGC 2623,,,*,1,129.600416666667,25.7547,14,13.4,0.6,13.8,2.4,0.7,3.43,60,Sb/P,0.018509,78.18,89.97,24288,UGC 4509,MCG 4-21-9,CGCG 120-15
NGC 2624,,,*,1,129.54,19.7261,14.9,14.1,0.8,12.6,0.6,0.5,1.2,15,S,0.013903,58.73,,24264,UGC 4506,MCG 3-22-19,CGCG 89-55
NGC 2625,,,*,1,129.59625,19.7161,14.9,13.9,1,13,0.7,0.6,1.17,45,E1,0.01509,63.74,,24285,MK 625,CGCG 89-57,in M 44
NGC 2626,,,*,2,128.879166666667,-40.6722,,,,,5,5,1,,EN+RN,,,1.2,,ESO 313-N*4,,
NGC 2627,,,*,4,129.3125,-29.955,,8.4,,,9,,,,III2m,,,2.034,,OCL 714,ESO 431-SC20,
NGC 2628,,,*,1,130.094166666667,23.5397,14,13.3,0.7,13.4,1.1,1.1,1,,Sc,0.012082,51.03,,24381,UGC 4519,MCG 4-21-12,CGCG 120-20
NGC 2629,,,*,1,131.813333333333,72.9856,13.3,12.2,1.1,13.2,1.5,1.3,1.15,105,E-S0,0.012459,52.63,,24682,UGC 4569,MCG 12-9-10,CGCG 331-62
NGC 2630,,,*,10,131.775,73,,,,,,,,,NF,,,,,,,
NGC 2631,,,*,10,131.775,73,,,,,,,,,NF,,,,,,,
NGC 2632,,,*,4,130.1,19.67,3.5,3.1,,,70,,,,II2m,,,0.187,,M 44,OCL 507,"Praesepe, Beehive cluster"
NGC 2633,,,*,1,132.019166666667,74.0992,12.9,12.2,0.7,13.6,2.3,1.5,1.53,175,SBb/P,0.007205,30.43,30.1,24723,UGC 4574,MCG 12-9-13,VV 519
NGC 2634,A,,,1,132.15875,73.9386,14.3,13.5,0.8,13,1.8,0.4,4.5,73,SBbc,0.006958,29.39,,24760,UGC 4585,MCG 12-9-16,CGCG 331-68
NGC 2634,,,*,1,132.10625,73.9672,12.9,12,0.9,13.1,1.7,1.6,1.06,51,E1,0.007532,31.81,43.07,24749,UGC 4581,MCG 12-9-15,CGCG 331-66
NGC 2635,,,*,4,129.607916666667,-34.7717,,11.2,,,3,,,,I3p,,,5.754,,OCL 728,ESO 371-SC1,
NGC 2636,,,*,1,132.101666666667,73.6717,14.7,13.8,0.9,12.8,0.4,0.4,1,,E0,0.006911,29.19,,24747,UGC 4583,CGCG 331-67,CGCG 332-14
NGC 2637,,,*,1,130.305833333333,19.6903,15.5,14.7,0.8,13,0.6,0.4,1.5,30,S?,0.032374,136.75,,24409,CGCG 89-65,,
NGC 2638,,,*,1,130.6075,37.2208,13.7,12.8,0.9,12.7,1.7,0.6,2.83,72,S0-a,0.012739,53.81,,24453,UGC 4534,MCG 6-19-16,CGCG 179-18
NGC 2639,,,*,1,130.9075,50.2061,12.6,11.7,0.9,12.3,1.8,1.1,1.64,140,Sa,0.011128,47,,24506,UGC 4544,MCG 8-16-24,CGCG 237-14
NGC 2640,,,*,1,129.352916666667,-55.1236,12.1,11.1,1,12.6,2.2,1.9,1.16,104,E/SB0,0.003506,14.81,,24229,ESO 165-2,IRAS 08360-5456,
NGC 2641,,,*,1,131.989166666667,72.8964,14.6,13.6,1,13.9,1.3,1.1,1.18,5,S0,0.010417,44,,24722,UGC 4577,MCG 12-9-12,CGCG 331-65
NGC 2642,,,*,1,130.185,-4.1222,13.4,12.6,0.8,13.9,2,1.8,1.11,90,SBbc,0.014494,61.22,,24395,MCG -1-22-33,IRAS 08382-0356,
NGC 2643,,,*,10,130.5375,19.5222,,,,,,,,,NF,,,,,IC 2390 ?,,
NGC 2644,,,*,1,130.383333333333,4.9808,13.1,12.4,0.7,12.8,2.1,0.8,2.63,14,Sc,0.006468,27.32,,24425,UGC 4533,MCG 1-22-16,CGCG 32-52
NGC 2645,,,*,4,129.762916666667,-46.2272,,7,,,3,,,,II2p,,,1.668,,OCL 754,ESO 259-SC14,
NGC 2646,,,*,1,132.590833333333,73.4628,13.1,12.1,1,12.5,1.3,1.3,1,,SB0,0.012275,51.85,,24838,UGC 4604,MCG 12-9-19,CGCG 332-19
NGC 2647,,,*,1,130.679166666667,19.6511,15.3,14.3,1,13.2,0.8,0.5,1.6,18,C,0.055001,232.32,,24463,CGCG 89-68,NPM1G +19.0188,in M 44
NGC 2648,,,*,1,130.665833333333,14.285,12.7,11.8,0.9,13,3.2,1.1,2.91,148,Sa,0.006871,29.02,,24464,UGC 4541,MCG 2-22-5,CGCG 60-35
NGC 2649,,,*,1,131.03375,34.7175,13.1,12.3,0.8,13,1.5,1.4,1.07,90,SBbc,0.014126,59.67,,24531,UGC 4555,MCG 6-19-18,CGCG 179-22
NGC 2650,,,*,1,132.492916666667,70.2994,14.1,13.3,0.8,13.9,1.6,1.2,1.33,55,SBb,0.012762,53.91,,24817,UGC 4603,MCG 12-9-20,CGCG 332-18
NGC 2651,,,*,1,130.979583333333,11.7711,15.4,14.5,0.9,13,0.6,0.5,1.2,114,S?,0.029007,122.52,,24521,CGCG 61-1,KARA 282,
NGC 2652,,,*,7,145.638333333333,-3.6992,11.9,10.9,1,13,3.4,2.1,1.62,40,E4,0.006401,27.04,25.31,27762,NGC 2974,MCG 0-25-8,CGCG 7-22
NGC 2653,,,*,9,133.73125,78.3942,,,,,,,,,*2,,,,,,,
NGC 2654,,,*,1,132.3,60.2208,12.7,11.8,0.9,12.9,4.2,0.8,5.25,63,SBab,0.004493,18.98,26.35,24784,UGC 4605,MCG 10-13-17,CGCG 288-6
NGC 2655,,,*,1,133.907083333333,78.2236,11,10.1,0.9,13.2,4.9,4.1,1.2,85,SB0-a,0.00467,19.73,24.4,25069,UGC 4637,MCG 13-7-10,CGCG 349-33
NGC 2656,,,*,1,131.97125,53.8761,14.9,13.8,1.1,14.3,1,1,1,,E-S0,0.045491,192.15,,24707,MCG 9-15-25,CGCG 264-15,VV 703
NGC 2657,,,*,1,131.315833333333,9.6458,13.6,13,0.6,12.7,1,0.9,1.11,153,Sd,0.013813,58.35,62.9,24595,UGC 4573,MCG 2-23-2,CGCG 61-6
NGC 2658,,,*,4,130.86375,-32.6561,,9.2,,,10,,,,II2m,,,2,,OCL 723,ESO 432-SC4,
NGC 2659,,,*,4,130.65,-45,,8.6,,,15,,,,III3m,,,1.713,,OCL 752,ESO 260-SC3,
NGC 2660,,,*,4,130.658333333333,-47.2006,,8.8,,,3,,,,I3m,,,2.8,,OCL 759,ESO 260-SC4,
NGC 2661,,,*,1,131.497916666667,12.6197,13.5,12.8,0.7,13.3,1.4,1.3,1.08,60,Sc,0.013703,57.88,,24632,UGC 4584,MCG 2-23-4,CGCG 61-8
NGC 2662,,,*,1,131.383333333333,-15.1211,13.8,12.8,1,13.2,1.2,1.1,1.09,0,E1,0.01319,55.71,,24612,MCG -2-23-2,NPM1G -14.0271,
NGC 2663,,,*,1,131.284583333333,-33.795,11.6,10.6,1,12.9,3.5,2.4,1.46,110,E3,0.007012,29.62,27.5,24590,ESO 371-14,MCG -6-20-1,
NGC 2664,,,*,4,131.793333333333,12.6036,,,,,5,,,,OCL,,,0.719,,,,
NGC 2665,,,*,1,131.503333333333,-19.3033,12.9,12.2,0.7,13.3,2,1.5,1.33,144,SBa,0.005784,24.43,,24634,ESO 563-19,MCG -3-23-4,UGCA 144
NGC 2666,,,*,4,132.447083333333,44.7044,,,,,,,,,OCL,,,,,around SAO 42564,,
NGC 2667,A,,,7,132.113333333333,19.0197,14.9,14,0.9,12.3,0.8,0.3,2.67,78,S?,0.013273,56.06,,24741,NGC 2667,IC 2410,MCG 3-23-7
NGC 2667,B,,,8,132.125833333333,19.0436,15.5,14.7,0.8,12.6,0.8,0.2,4,45,S?,0.014515,61.31,,24755,IC 2411,MCG 3-23-9,CGCG 90-18
NGC 2667,,,*,1,132.113333333333,19.0197,14.9,14,0.9,12.3,0.8,0.3,2.67,78,S?,0.013273,56.06,,24741,NGC 2667A,IC 2410,MCG 3-23-7
NGC 2668,,,*,1,132.34375,36.7108,14.6,13.8,0.8,14,1.5,0.9,1.67,155,SBab,0.025114,106.08,,24791,UGC 4616,MCG 6-20-7,CGCG 180-13
NGC 2669,,,*,4,131.579166666667,-52.935,,6.1,,,14,,,,II3p,,,1.046,,OCL 768,ESO 165-SC5,
NGC 2670,,,*,4,131.375,-48.7917,,7.8,,,7,,,,II2p,,,1.188,,OCL 764,ESO 210-SC5,
NGC 2671,,,*,4,131.55,-41.8772,,11.6,,,5,,,,I3p,,,1.66,,OCL 745,ESO 313-SC14,
NGC 2672,,,*,1,132.340833333333,19.0744,12.7,11.7,1,14,3,2.8,1.07,117,E1,0.014487,61.19,48.95,24790,UGC 4619,MCG 3-23-10,CGCG 90-19
NGC 2673,,,*,1,132.350416666667,19.0747,14.5,13.5,1,13.9,1.2,1.2,1,,E0,0.012535,52.95,48.95,24792,UGC 4620,MCG 3-23-11,CGCG 90-19
NGC 2674,,,*,1,132.305,-14.2936,15.8,14.9,0.9,12.9,0.6,0.3,2,65,Sa,0.017693,74.73,,24785,NPM1G -14.0280,,
NGC 2675,,,*,1,133.020833333333,53.6172,14.3,13.3,1,13.8,1.5,1.1,1.36,80,E3,0.030791,130.06,,24909,UGC 4629,MCG 9-15-37,CGCG 264-21
NGC 2676,,,*,1,132.898333333333,47.5583,14.4,13.4,1,13.7,1.2,1.2,1,,S0,0.029125,123.02,,24881,UGC 4627,MCG 8-16-32,CGCG 237-22
NGC 2677,,,*,1,132.505416666667,19.0103,15.5,14.6,0.9,12.6,0.6,0.3,2,171,S?,0.014095,59.54,,24821,MCG 3-23-12,CGCG 90-21,NPM1G +19.0194
NGC 2678,,,*,4,132.51125,11.3386,,,,,10,2.5,4,,OCL,,,0.9,,,,
NGC 2679,,,*,1,132.887083333333,30.865,13.6,12.6,1,13.3,1.6,1.3,1.23,3,SB0,0.006838,28.88,,24884,UGC 4632,MCG 5-21-14,CGCG 150-41
NGC 2680,,,*,9,132.89,30.8658,15.5,14.5,1,10.9,,,,,*2,,,,,,,
NGC 2681,,,*,1,133.385416666667,51.3131,11.1,10.3,0.8,12.9,3.6,3.3,1.09,36,SB0-a,0.002308,9.75,15.25,24961,UGC 4645,MCG 9-15-41,CGCG 264-26
NGC 2682,,,*,4,132.825,11.8167,,6.9,,,25,,,,II2m,,,0.908,,M 67,OCL 549,
NGC 2683,,,*,1,133.172083333333,33.42,10.6,9.8,0.8,12.9,9.3,2.1,4.43,44,Sb,0.001371,5.79,10.18,24930,UGC 4641,MCG 6-20-11,CGCG 180-17
NGC 2684,,,*,1,133.724166666667,49.1603,13.6,12.9,0.7,12.4,0.9,0.7,1.29,27,Sc,0.00954,40.3,,25024,UGC 4662,MCG 8-16-35,CGCG 237-24
NGC 2685,,,*,1,133.895416666667,58.7347,12.1,11.3,0.8,13.7,4.6,2.5,1.84,38,SB0-a,0.002945,12.44,15.7,25065,UGC 4666,MCG 10-13-39,CGCG 288-12
NGC 2686,A,,*,1,133.745,49.1425,15.8,14.8,1,12.6,0.5,0.3,1.67,54,C,0.05226,220.74,,25026,MCG 8-16-36,VV 765,
NGC 2686,B,,,1,133.752083333333,49.1422,17.2,16.2,1,13,0.3,0.2,1.5,39,C,0.023009,97.19,,25025,MCG 8-16-37,VV 765,
NGC 2687,A,,,1,133.77125,49.1561,17.9,17.1,0.8,12.7,0.2,0.1,2,39,S,,,,25031,MCG 8-16-38,VV 765,
NGC 2687,B,,*,1,133.774166666667,49.1561,16.5,15.7,0.8,12.5,0.3,0.2,1.5,27,S,0.049462,208.92,,25030,MCG 8-16-39,VV 765,
NGC 2687,,1,,7,133.77125,49.1561,17.9,17.1,0.8,12.7,0.2,0.1,2,39,S,,,,25031,MCG 8-16-38,VV 765,
NGC 2687,,2,,7,133.774166666667,49.1561,16.5,15.7,0.8,12.5,0.3,0.2,1.5,27,S,0.049462,208.92,,25030,MCG 8-16-39,VV 765,
NGC 2688,,,*,1,133.7975,49.1225,16.8,15.8,1,12.6,0.3,0.2,1.5,96,S0,0.052067,219.93,,25048,MCG 8-16-40,NPM1G +49.0113,
NGC 2689,,,*,1,133.855416666667,49.1153,17.3,16.3,1,13.1,0.3,0.2,1.5,102,S0,0.053731,=300000*X2807/71,,2333935,,,
NGC 2690,,,*,1,133.158333333333,-2.6036,13.9,13.1,0.8,12.9,1.9,0.5,3.8,19,Sab,0.00536,22.64,,24926,UGC 4647,MCG 0-23-8,CGCG 5-20
NGC 2691,,,*,1,133.692916666667,39.5392,13.9,13.1,0.8,13,0.9,0.5,1.8,165,Sa,0.013279,56.09,,25020,UGC 4664,MCG 7-18-64,MK 391
NGC 2692,,,*,1,134.240833333333,52.0658,14.1,13.3,0.8,12.7,1.3,0.5,2.6,165,SBab,0.013449,56.81,,25142,UGC 4675,MCG 9-15-57,CGCG 264-36
NGC 2693,,,*,1,134.2475,51.3478,12.8,11.9,0.9,13.6,2.6,1.8,1.44,160,E1,0.016485,69.63,58.15,25144,UGC 4674,MCG 9-15-55,CGCG 264-35
NGC 2694,,,*,1,134.246666666667,51.3325,15.4,14.4,1,14.7,1.2,1.2,1,,E1,0.016977,71.71,,25143,MCG 9-15-56,CGCG 264-34,NPM1G +51.0121
