N,id,alpha,delta,magU,magB,magV,magR,magI,Spectral_type,diameter,minAxis,posAngle,axisRatio,Notes,Common name,Other name
276,Ford NGC 221 29,10.73333,40.8535,,,22.21,,,,0.0344,0.0344,0,1,,,
277,Ford NGC 221 1,10.64955020437,40.88347426312,,,20.91,,,,0.0344,0.0344,0,1,,,
278,Ford NGC 221 7,10.70083,40.90378,,,21.36,,,,0.0344,0.0344,0,1,,,
279,Ford M 31 552,11.074716,41.503399,,,23.33,,,,0.0344,0.0344,0,1,,,
280,Ford M 31 556,11.1025,41.50753,,,24.31,,23.761,,0.0421314,0.0280876,120,1.5,,,
281,HKPN M31 74,10.58833,40.56389,,,21.74,,,,0.045494,0.0260021,90,1.74962791466843,,,
282,[WB92a] 397,11.09875,41.43106,,,22.64,,22.916,,0.0253333,0.0086667,172,2.92306183437756,,,
283,FJCHP 57,10.05917,40.39,,,21.79,,,,0.0344,0.0344,0,1,,,
284,FJCHP 58,10.06375,40.40375,,,22.42,,,,0.0344,0.0344,0,1,,,
285,HKPN M31 2,9.68417,40.29964,,,22.63,,,,0.046354,0.0308955,135,1.50034794711204,,,
286,HKPN M31 12,9.81167,40.40797,,,22.59,,,,0.0423077,0.0338453,0,1.25003176216491,,,
287,HKPN M31 22,9.90292,40.29758,,,21.03,,,,0.0344,0.0344,0,1,,,
288,HKPN M31 51,10.18333,40.41908,,,21.76,,,,0.0344,0.0344,0,1,,,
289,HKPN M31 91,10.77208,40.89275,,,22,,,,0.0344,0.0344,0,1,,,
290,HKPN M31 94,10.81333,40.85367,,,22.62,,,,0.0344,0.0344,0,1,,,
291,BA 1-157,11.27542,41.60453,,,21.19,,,,0.0203333,0.0138333,6,1.46988065031482,,,
292,MLA 1101,11.26333,41.59778,,,20.56,,,,0.0038333,0.0015,1,2.55553333333333,,,
293,NGC 7662,351.474299497011,42.5349543967722,,,,11.427,,,0.380885,0.38070166,60,1.00048158445119,,,
294,MLA 965,11.08042,41.76919,,,21.73,,,,0.0235,0.0095,44,2.47368421052632,,,
295,MLA 978,11.09708,41.89328,,,21.38,,22.961,,0.0166667,0.0025,8,6.66668,,,
296,MLA 1070,11.22333,41.89036,,,20.74,,22.684,,0.0185,0.01,157,1.85,,,
297,[SCM2012b] PN315,11.15292,41.83142,,,21.22,,22.861,,0.0344,0.0344,0,1,,,
298,MLA 1057,11.20625,41.788,,,21.06,,,,0.0344,0.0344,0,1,,,
299,MLA 1006,11.12708,42.00978,,,21.05,,,,0.0344,0.0344,0,1,,,
300,[WB92a] 481,11.14833,41.93514,,,23.22,,,,0.0126667,0.0041667,104,3.03998368013056,,,
301,[SCM2012b] PN368,11.55667,41.82503,,,20.37,,22.169,,0.0344,0.0344,0,1,,,
302,MLA 1126,11.31,41.65092,,,21.82,,22.125,,0.0091667,0.0031667,158,2.89471689771687,,,
303,[SCM2012b] PN345,11.35333,41.79214,,,21.61,,22.651,,0.0255,0.0065,33,3.92307692307692,,,
304,[SCM2012b] PN349,11.4075,41.85483,,,22.62,,23.124,,0.0384592,0.0307665,120,1.25003494060098,,,
305,BA 1-234,11.635,42.06167,,,22.17,,,,0.019,0.0096667,24,1.96551046375702,,,
306,BA 1-655,11.53515976195,42.19196651014,,,21.03,,18.86,,0.0276667,0.0228333,157,1.21168206084972,,,
307,[SCM2012b] PN371,11.57708,42.05219,,,22.71,,23.827,,0.0384592,0.0307665,0,1.25003494060098,,,
308,MLA 1280,11.73125,42.40056,,,20.4,,,,0.0344,0.0344,0,1,,,
309,NGC 2818A,139.006208969,-36.62708788246,,,,,,,0.58591503,0.56252837,-81,1.04157418762719,,,
310,PN A66 33,144.78809110247,-2.80846861074,,,,,,DAO,4.467,4.467,90,1,,,
311,PN A66 34,146.39723783146,-13.17106531937,,16.06,16.32,,,,4.833,4.833,90,1,,,
312,NGC 3132,151.75735684271,-40.43642515362,,10.14,10.01,,,A2V,0.75,0.75,90,1,,,
313,PN K 1-28,158.62758478375,-29.18755991282,,15.7,16,,,,0.899999976,0.899999976,0,1,,,
314,PN K 1-22,171.682363019875,-34.3697718807111,,16.147,16.07,,,,3.017,3.017,90,1,,,
315,NGC 4361,186.12812938647,-18.78487981564,,12.8,13.2,,,[WC],1.35,1.35,90,1,,,
316,PN LoTr 5,193.89061296184,25.8918220239,,9.72,8.88,,,G5III-IV,0.177,0.177,90,1,,,
317,PN A66 35,193.38660712712,-22.87293600714,,10.52,9.69,,,G8III-IV+DAO,12.867,12.867,90,1,,,
318,PN H 4-1,194.86575446,27.63629478,,,,,,OB,0.05,0.05,90,1,,,
319,PN A66 36,205.17227309607,-19.88203467884,,11.27,11.57,,,sdO7,6.117,6.117,90,1,,,
320,IC 972,211.10800195248,-17.2279388701,,,,,16.42,,0.783,0.783,90,1,,,
321,PN SkAc 1,214.09145500512,13.87340245383,,,,,,O8/O9,1.1,1.1,0,1,,,
322,IRAS 16290-4214,248.131107,-42.349541,,,,,,,0.27,0.22,0,1.22727272727273,,,
323,PN MeWe 2-5,248.7071,-42.0619,,,,,,,0.55,0.38,0,1.44736842105263,,,
324,NGC 6153,247.87737851856,-40.25351283575,,10.7,15.55,,,,0.53,0.498,160,1.06425702811245,,,
325,PN H 1-3,253.38054,-42.65633,,,14,,,,0.263,0.263,90,1,,,
326,PN H 1-5,254.34897664492,-41.63283784363,,,15,,,,1.1,1.1,-1,1,,,
327,IRAS 16529-4341,254.141554,-43.770763,,,,,,,1.017,1.017,-1,1,,,
328,IC 4663,266.36928961717,-44.90499642996,,,,,,[WN3],0.26115835,0.25882834,-89,1.00900214404651,,,
329,PN Lo 11,240.842546,-36.014925,,,,,,,0.983,0.983,90,1,,,
330,IC 4637,256.29362,-40.88547,,,9.2,,,,0.31,0.31,90,1,,,
331,PN H 2-14,263.083721,-39.857111,,,,,,,0.333333343,0.333333343,0,1,,,
332,IC 1297,289.347697995,-39.61284824052,,,10.89,,,[WC3/4],0.117,0.117,90,1,,,
333,NGC 6026,240.33801450415,-34.54327397305,,13.2,12.5,,,O7,0.563,0.563,90,1,,,
334,NGC 6072,243.2431814107,-36.22983197394,,,12.1,,,,1.167,1.167,90,1,,,
335,WRAY 16-229,249.86711609068,-36.57128131081,,,15.2,,,,0.193,0.143,135,1.34965034965035,,,
336,PN H 1-2,252.22544382592,-35.78582011943,,11.5,13.6,,,[WC11],0.013333334,0.013333334,0,1,,,
337,WRAY 15-1567,253.8418901561,-35.58995809075,,,16.4,,,,0.18,0.18,0,1,,,
338,NGC 6302,258.4354,-37.1031,,,,,,O-rich,0.47182336,0.44727832,68,1.0548764357727,,,
339,NGC 6337,260.56530058907,-38.48381544257,,,12,,,wels,0.783,0.783,90,1,,,
340,WRAY 16-287,263.58333,-38.15194,,,17,,,,1.38,0.75,0,1.84,,,
341,PN Fg 3,270.0492345622,-38.83128331339,,12.8,11.18,,,,0.04880333,0.04362217,77,1.11877355023833,,,
342,PN M 3-21,270.63471,-36.65314,,,12.2,,,,0.083333336,0.083333336,0,1,,,
343,PN Lo 13,242.44139102503,-30.91883919609,,15.1,,,,,2.366666555,2.366666555,0,1,,,
344,PN K 1-3,245.82920445326,-31.74961906255,,18.6,20,,,,1.533,1.533,90,1,,,
345,PN M 2-5,255.57953553897,-33.16801199488,,16.28,15.08,,14.44,,0.090000004,0.090000004,0,1,,,
346,PN M 2-4,255.27592923965,-34.82739188803,,,14.4,,,,0.083333336,0.083333336,0,1,,,
347,PN M 1-19,255.94520499728,-33.49567597981,,15.02,13.87,14.87,14.16,[WC],0.05368367,0.05306267,-22,1.01170314271785,,,
348,PN H 2-1,256.151053282592,-33.9885504278233,,,13.25,,,O,0.04436667,0.04414683,56,1.00497974599762,,,
349,PN H 1-8,258.67888,-33.41317,,,13.6,,,,0.059052,0.0571355,-24,1.03354306867009,,,
350,PHR J1706-3544,256.5079,-35.7436,,,,,,,0.9,0.88,0,1.02272727272727,,,
351,PN H 1-13,262.11491586384,-35.12544506418,,,14,,,,0.437,0.376,0,1.16223404255319,,,
352,PN H 1-12,261.60124298303,-35.02816066206,,,14,,,,0.233,0.215,20,1.08372093023256,,,
353,IRAS 17262-3511,262.406404,-35.228911,,,,16.08,,,0.3,0.15,0,2,,,
354,PN H 1-32,266.526365,-34.062871,,,,,,,0.083333336,0.083333336,0,1,,,
355,PN H 1-31,266.38319737455,-34.56522436111,,,14.5,,,,0.083333336,0.083333336,0,1,,,
356,PN H 1-33,266.955901066662,-34.1347574114658,,,15.3,,,,0.047,0.047,90,1,,,
357,PN M 3-14,266.08592,-34.11128,,,14.9,,,,0.059052,0.05743783,76,1.02810290709102,,,
358,PN SAB 41,267.0679,-35.6419,,,15.48,,,,0.93,0.65,0,1.43076923076923,,,
359,PN Hf 2-1,267.800621,-34.923419,,,,,,,0.157,0.157,90,1,,,
360,PN H 1-35,267.30808269133,-34.38133682646,,,12.9,,,wels?,0.02684183,0.0267995,86,1.00157950708036,,,
361,PN H 1-43,269.56016611718,-33.79378378942,,,15.1,,,[WC11],0.05,0.05,90,1,,,
362,PN H 1-39,268.33758601332,-33.93290147698,,,15.2,,,[WC11]?,0.03666667,0.036628,14,1.00105574969968,,,
363,PN M 1-30,268.24563,-34.63961,,16.6,16.4,,,,0.07,0.06858566,-86,1.02062151184373,,,
364,PN H 1-41,269.32961874107,-34.16355128177,,,,,,[WC],0.16,0.16,90,1,,,
365,PN Cn 2-1,268.637542,-34.372542,,,12.7,14.47,13.7,,0.057,0.057,90,1,,,
366,PN K 6-32,268.41633,-34.72767,,,,,,,0.45,0.25,0,1.8,,,
367,PN M 2-24,270.51206077269,-34.46313199322,,15.62,14.6,15.29,,,0.113,0.113,90,1,,,
368,NGC 6563,273.01042,-33.86861,,11.7,10,,,,0.717,0.717,90,1,,,
369,PN Hb 8,286.3997438199,-33.19389221463,,14.47,13.22,15.39,,,0.083,0.083,90,1,,,
370,Hen 2-436,293.02795318187,-34.21597797911,,13.3,,,,[WC4],0.166666672,0.166666672,0,1,,,
371,PN M 2-6,256.076368,-30.891356,,,,15.65,,,0.13333334,0.13333334,0,1,,,
372,PN M 2-7,256.30796,-30.53881,,,15.5,,,O,0.133,0.133,90,1,,,
373,PN M 2-8,256.37792,-32.53558,,,14.5,,,[WC2/3],0.063,0.063,90,1,,,
374,PN M 2-10,258.52927750179,-31.32860656337,,,15,,,,0.06666667,0.06666667,0,1,,,
375,PN K 6-21,257.67992,-30.54122,,,,,,,0.17,0.17,0,1,,,
376,PN Th 3-10,261.17042,-30.86656,,,,,,,0.033,0.033,90,1,,,
377,IRAS 17194-3137,260.670025,-31.665371,,,,,,,0.15,0.13,0,1.15384615384615,,,
378,PN PBOZ 3,261.2429,-30.7178,,,,,,,0.1,0.07,0,1.42857142857143,,,
379,PN Bl D,266.5115,-31.06075,,,18,,,,0.647,0.647,0,1,,,
380,PN RPZM 36,266.2908,-32.7714,,,,,,,0.92,0.57,0,1.6140350877193,,,
381,PN M 4-7,267.936096,-31.60005,,,,,,,0.097,0.097,90,1,,,
382,PN H 2-33,269.5522872876,-31.13510406186,,,17,,,,0.133,0.133,90,1,,,
383,PN M 3-17,269.10687,-31.07144,,,16.5,,,[WC11]?,0.05,0.05,90,1,,,
384,PN H 1-46,269.76042975295,-32.36208186071,,,14.3,,,,0.02016667,0.020085,8,1.00406621857107,,,
385,PN M 2-22,269.63575,-33.47689,,,15.5,,,,0.087,0.087,90,1,,,
386,PN H 1-42,269.354883371619,-33.5953144973977,,,12.8,,,,0.097,0.097,90,1,,,
387,PN M 2-16,268.14321,-32.76428,,,14.8,,,,0.09,0.09,90,1,,,
388,PN M 2-18,268.40771,-32.97994,,,14.9,,,,0.027,0.027,90,1,,,
389,PN K 6-31,268.15233,-31.27553,,,,,,,0.17,0.15,0,1.13333333333333,,,
390,WRAY 17-104,269.60796,-33.08331,,,17.5,,,,0.35,0.25,0,1.4,,,
391,PN Pe 1-11,270.4286929189,-33.25786510345,,,15,,,,0.15,0.15,90,1,,,
392,PN M 1-34,270.342263848962,-33.2959107427917,,,,,16.314,,0.186666667,0.186666667,0,1,,,
393,PN KFL 3,270.720546,-31.399581,,,,,,,0.224999994,0.224999994,0,1,,,
394,PN M 2-27,270.96904932673,-31.29643383234,,,14.4,,,[WC4]:,0.033,0.033,90,1,,,
395,PN M 2-28,271.26137,-30.97167,,,15.5,,,,0.073,0.073,90,1,,,
396,PN H 1-50,270.97295123124,-32.69500418573,,10,12.8,,,,0.023333333,0.023333333,0,1,,,
397,PN KFL 9,271.830754,-31.715819,,,,,,,0.196666673,0.196666673,0,1,,,
398,PN M 2-35,274.405,-31.94633,,14.3,15,,,,0.083333336,0.083333336,0,1,,,
399,PN Cn 1-5,277.29854208203,-31.49975978011,,15.5,15.2,13.34,,[WC5/6],0.213,0.196,5,1.08673469387755,,,
400,PN G002.8-10.7,278.89,-31.5958,,,,,,,0.25,0.22,0,1.13636363636364,,,
401,PN M 3-29,279.85757610389,-30.67700632382,,13,14.1,,,,0.137,0.137,90,1,,,
402,PN Hb 7,283.90751556799,-32.26348711427,,12.58,11.65,13.61,,O3,0.067,0.067,90,1,,,
403,PN Me 2-1,230.58033824731,-23.62539233364,,12.2,12.2,,,,0.1,0.1,90,1,,,
404,Terz N 7,257.9975,-28.8597,,,,,,,0.27,0.27,0,1,,,
405,PN K 6-22,258.16371,-30.36122,,,,,,,0.27,0.17,0,1.58823529411765,,,
406,PN M 3-8,261.21729,-28.0985,,,15.4,,,,0.09,0.09,90,1,,,
407,PN M 3-41,261.49925,-29.364,,,15.4,,,,0.07,0.07,90,1,,,
408,PN M 3-7,261.1435541069,-29.40549895557,,,14.6,,,[WC],0.103,0.103,90,1,,,
409,PN H 2-7,260.8539,-28.985014,,,,,,,0.07,0.07,90,1,,,
410,PN Th 3-12,261.275527491242,-29.7547219047528,,,,,15.647,,0.029999999,0.029999999,0,1,,,
411,PN M 3-38,260.26862460439,-29.04991672881,,,16,,,,0.00806667,0.0079497,-48,1.0147137627835,,,
412,PN H 1-9,260.382964094401,-30.3468355718636,,16.034,14.636,14.808,,,0.013333334,0.013333334,0,1,,,
413,PN PBOZ 1,260.408321,-28.920811,,,,,,,0.13333334,0.13333334,0,1,,,
414,PN M 2-11,260.13862,-29.01086,,,14,,,,0.047,0.047,90,1,,,
415,PN Th 3-19,262.174181962221,-28.4554778822122,,,,,,,0.033333335,0.033333335,0,1,,,
416,PN H 2-10,261.88692,-28.51858,,,16.1,,,,0.033,0.033,90,1,,,
417,PN M 3-10,261.83413,-28.46422,,,14.4,,,,0.053,0.053,90,1,,,
418,PN M 3-42,261.74938,-29.25892,,,16.99,14.45,,,0.15,0.15,90,1,,,
419,PN M 4-4,262.20957396344,-30.12916605284,,,,,,,0.109999999,0.109999999,0,1,,,
420,PN H 1-19,262.51071,-27.98819,,,16.3,,,,0.023333333,0.023333333,0,1,,,
421,PN H 1-18,262.42817,-29.54731,,,,,,,0.416666657,0.416666657,0,1,,,
422,PN H 1-17,262.41914012244,-28.67287047406,,,15.7,,,,0.017,0.017,90,1,,,
423,PN H 1-20,262.68253852919,-28.06856700048,,17.1,16,,,,0.067,0.067,90,1,,,
424,PN HDW 8,262.94708,-28.70097,,,,,,,0.55,0.55,0,1,,,
425,PN TrBr 4,263.931054,-30.357339,,,,,,,0.3,0.3,0,1,,,
426,PN Th 3-26,262.78875,-28.24733,,14.5,14.5,,,,0.11,0.11,90,1,,,
427,PN H 1-23,263.1955,-30.00414,,,16,,,,0.047,0.047,90,1,,,
428,JaSt2 1,263.6221,-29.0342,,,,,,,1,0.78,0,1.28205128205128,,,
429,ESO 455-139,264.76215494232,-28.94323174817,,,17.2,,,,0.400000006,0.400000006,0,1,,,
430,PN Hb 5,266.98417,-29.99433,,10.5,10.78,,,,0.1331455,0.13093616,28,1.01687341373078,,,
431,IRAS 17440-2825,266.8109683941,-28.4468196177,,18.42,17.24,16.97,16.12,,0.93,0.93,0,1,,,
432,PN M 1-26,266.49028050597,-30.2002128481,,12.89,12.08,12,,[WR],0.06495716,0.06327433,-35,1.02659577746615,,,
433,PN G359.3+01.4 a,264.61121,-28.78514,,,,,,,0.17,0.16,0,1.0625,,,
434,PN G358.6+00.7,264.84458,-29.69614,,,,,,,0.533,0.533,-1,1,,,
435,PN G358.6-01.1,266.7175,-30.62856,,,,,,,0.25,0.25,-1,1,,,
436,JaSt 12,264.747,-28.77831,,,,,,,0.27,0.27,0,1,,,
437,PN M 3-44,267.82884604408,-30.39810467055,,,16.5,,,[WC11],0.07333333,0.07333333,0,1,,,
438,PN M 1-29,267.574857560684,-30.581941078115,,,14,,,,0.137,0.137,90,1,,,
439,PN M 3-43,267.60142,-29.42181,,,,,,,0.063,0.063,90,1,,,
440,PN M 3-20,269.83063,-28.23006,,,14.8,,,Of,0.067,0.067,90,1,,,
441,PN Bl M,268.446325,-28.454753,,,16.6,,,,0.077,0.077,90,1,,,
442,PN M 3-19,269.58067,-30.01092,,,15.5,,,,0.117,0.117,90,1,,,
443,PN M 2-21,269.53992,-29.73892,,,,,,,0.05,0.05,90,1,,,
444,PN Bl 3-13,269.01161467918,-29.18793116664,,,16,,,,0.086666666,0.086666666,0,1,,,
445,PN M 2-20,268.6055,-29.60228,,,16.1,,,[WC5/6],0.109999999,0.109999999,0,1,,,
446,PN M 2-19,268.44020221565,-29.72971538163,,,16.976,,15.973,O(H)6-8III-V,0.083,0.083,90,1,,,
447,PN H 1-40,268.90022737445,-30.55898869366,,,15.5,,,,0.063,0.063,90,1,,,
448,PN M 3-16,268.19186317635,-30.8263947405,,,17.007,,16.122,O(H)4-6III-V,0.11,0.11,90,1,,,
449,PN M 3-45,268.02483,-30.08722,,,15.6,,,,0.100000001,0.100000001,0,1,,,
450,PN KFL 1,269.814937,-30.046431,,,,,,,0.13666667,0.13666667,0,1,,,
451,PN G000.0-01.0,267.54168333432,-29.31735617504,,,,,,,0.267,0.267,-1,1,,,
452,PN G000.7-00.8,267.695237,-28.744178,,,,,,,0.283,0.283,-1,1,,,
453,PN G000.1-01.7,268.20438,-29.69858,,,,,,,0.26,0.21,0,1.23809523809524,,,
454,PN G000.3-01.6,268.2175,-29.50003,,,,,,,0.13,0.13,0,1,,,
455,JaSt 88,268.2529,-29.0981,,,,,,,0.23,0.22,0,1.04545454545455,,,
456,JaSt 92,268.3346,-28.4531,,,,,,,0.35,0.35,0,1,,,
457,PN K 6-35,268.93042,-29.06867,,,,,,,0.24,0.21,0,1.14285714285714,,,
458,JaSt 87,268.2496,-28.735,,,,,,,0.3,0.3,0,1,,,
459,JaSt 96,268.487829,-29.337692,,,,,,,0.42,0.42,0,1,,,
460,PN G000.6-01.0,267.797933,-28.9406,,,,,,,0.533,0.533,-1,1,,,
461,PN G359.5-01.8,267.9333,-30.2136,,,,,,,0.68,0.65,0,1.04615384615385,,,
462,PN G001.1-01.2,268.3217,-28.6011,,,,,,,0.19,0.17,0,1.11764705882353,,,
463,JaSt2 11,268.3625,-29.1381,,,,,,,0.25,0.25,0,1,,,
464,PN G000.9-01.4,268.3983,-28.8739,,,,,,,0.3,0.3,0,1,,,
465,JaSt2 15,268.5979,-28.5808,,,,,,,0.25,0.25,0,1,,,
466,PN G001.5-01.6,268.9021,-28.4253,,,,,,,0.4,0.28,0,1.42857142857143,,,
467,PN G000.0-01.2,267.596558,-28.552022,,,,,,,0.217,0.217,-1,1,,,
468,PN H 1-47,270.15675083953,-29.36406628479,,,15.6,,,[WC11]?,0.083333336,0.083333336,0,1,,,
469,PN M 2-23,270.42767210451,-28.42892147039,,,13,,,,0.147,0.147,90,1,,,
470,PN ShWi 1,270.60771,-29.41817,,,,,,,0.216666669,0.216666669,0,1,,,
471,PN M 3-22,270.58031629,-30.24061836,,,,,,,0.107,0.107,90,1,,,
472,PN KFL 2,270.24969230622,-28.2721460941,,,,,,,0.090000004,0.090000004,0,1,,,
473,PN H 1-55,271.81066302577,-29.69018113915,,,16.3,,,,0.04033333,0.040012,76,1.00803084074778,,,
474,PN H 1-56,271.97451751287,-29.74287189188,,,15,,,O?,0.050000001,0.050000001,0,1,,,
475,PN M 1-38,271.52392,-28.675,,,13.9,,,,0.083333336,0.083333336,0,1,,,
476,PN H 1-54,271.78033052539,-29.21832577369,,,13.9,,,,0.033,0.033,90,1,,,
477,PN M 1-42,272.77079,-28.98308,,13.1,14,,,,0.17984,0.178115,51,1.00968475423182,,,
478,PN KFL 12,272.628362,-28.323031,,,,,,,0.046666667,0.046666667,0,1,,,
479,PN M 3-23,271.77567,-30.57161,,,14.5,,,,0.2,0.2,90,1,,,
480,PN G002.2-04.3,272.02675,-29.22103,,,,,,,0.1,0.1,0,1,,,
481,PN K 6-41,272.80154,-29.36792,,,,,,,0.39,0.35,0,1.11428571428571,,,
482,PN H 2-43,273.19994300367,-28.33326158387,,12,14.2,,,,0.15,0.15,90,1,,,
483,EM* AS 283,272.896252905229,-28.3768683054756,,11,13.7,,,B0I-III,0.2,0.2,90,1,,,
484,PN KFL 14,273.254608,-29.420997,,,,,,,0.284999996,0.284999996,0,1,,,
485,NGC 6565,272.96869093037,-28.17845034479,,12.5,12.2,12.12,,PN,0.3,0.216667,10,1.38461325444115,updated diam and minaxis from HASH 8/31/2026,,
486,PN Pe 1-12,274.426579,-28.287167,,,,,,,0.2,0.2,90,1,,,
487,PN M 2-36,274.42262,-29.13886,,,,,17.012,,0.113,0.113,90,1,,,
488,PN SwSt 1,274.05118087682,-30.86886293861,,12.1,11.1,,,[WC9/10],0.05,0.02913,2,1.7164435290079,,,
489,PN M 2-33,273.77734763655,-30.25924033655,,,,14.61,14.03,O5f(H),0.067,0.067,90,1,,,
490,PN H 1-63,274.0806004569,-30.12668553515,,,,14.232,,O?,0.116666667,0.116666667,0,1,,,
491,PN KFL 19,275.787042,-29.723658,,,16.3,,,,0.129999995,0.129999995,0,1,,,
492,CGMW 4-2031,279.4788,-28.4611,,,,,,,0.82,0.58,0,1.41379310344828,,,
493,PN M 3-36,258.16318808636,-25.72708399979,,,14.7,,,,0.053,0.053,90,1,,,
494,PN M 4-3,257.67408091351,-27.14557739964,,,15.2,,,,0.13333334,0.13333334,0,1,,,
495,PN G357.2+07.2,257.8117,-27.1919,,,,,,,0.3,0.28,0,1.07142857142857,,,
496,PN K 6-20,257.18733,-27.51783,,,,,,,0.22,0.2,0,1.1,,,
497,PN M 2-12,261.0061463436,-25.98980091218,,13.5,12.5,,,[WC11],0.083333336,0.083333336,0,1,,,
498,PN Th 3-14,261.43367822672,-26.96331497647,,,,,,,0.023333333,0.023333333,0,1,,,
499,PN M 3-9,261.43071669298,-26.19872429115,,,15.8,13.03,,,0.28,0.28,90,1,,,
500,PN M 3-40,260.61787713114,-27.145102582,,,,,,,0.0512435,0.050811,84,1.00851193639173,,,
501,PN M 3-39,260.297055,-27.19362689,,,,,,,0.4316667,0.3016667,25,1.43093917890175,updated diam and minaxis from HASH 8/31/2026,,
502,PN M 3-37,259.805775,-25.288208,,,,,,,0.037,0.037,90,1,,,
503,PN SaWe 2,261.750821,-27.676419,,,,,,,1.166666627,1.166666627,0,1,,,
504,PN H 2-11,262.35817144938,-25.81866811938,,,,,,,0.045000002,0.045000002,0,1,,,
505,PN M 4-5,263.728,-26.59925,,,17.5,,,,0.086666666,0.086666666,0,1,,,
506,PN H 1-16,262.347620127706,-26.4349372196228,,16.9,15.63,14.25,15.37,,0.083333336,0.083333336,0,1,,,
507,PN G000.3+04.2,262.55096,-26.35064,,,,,,,0.1,0.1,0,1,,,
508,PN K 5-1,262.46817802265,-26.18711442914,,,,,,,0.15,0.15,0,1,,,
509,PN Th 3-25,262.69504,-27.09944,,,16.9,,,,0.03,0.03,90,1,,,
510,PN K 1-4,265.11467,-27.01725,,,15,,,,0.767,0.767,90,1,,,
511,PN G002.1+02.6,265.12854,-25.74442,,,,,,,0.18,0.16,0,1.125,,,
512,WRAY 17-94,265.0535,-26.73942,,,16,,,,0.053,0.053,90,1,,,
513,PN H 2-20,266.41588,-25.66675,,,17,,,,0.06052833,0.057446,7,1.05365612923441,,,
514,JaSt 21,264.9667,-27.7389,,,,,,,0.27,0.27,0,1,,,
515,JaSt 45,265.84767,-27.18803,,,,,,,0.42,0.42,0,1,,,
516,PN G001.1+00.8,266.296187,-27.543889,,,,,,,0.5,0.5,-1,1,,,
517,PN G001.6+00.9,266.40567,-27.02178,,,,,,,0.3,0.3,-1,1,,,
518,PN G001.2+00.7,266.44534306413,-27.51165022585,,,,,,,0.3,0.3,-1,1,,,
519,JaSt 50,266.1396,-26.415,,,,,,,0.27,0.2,0,1.35,,,
520,JaSt2 4,265.61689973608,-27.22549439871,,,16.459,,14.822,,0.38,0.38,0,1,,,
521,Terz N 2337,267.188633,-26.724667,,,,,,,0.45,0.45,-1,1,,,
522,PN G001.5-00.7,268.036321,-28.037933,,,,,,,0.6,0.6,-1,1,,,
523,PN G001.6+00.1,267.192392,-27.427425,,,,,,,0.2,0.2,-1,1,,,
524,JaSt 81,268.01785029702,-27.61056545355,,,,,,,0.533,0.533,-1,1,,,
525,PN Pe 2-12,270.29277722079,-27.63881678275,,,14.6,,,,0.083,0.083,90,1,,,
526,PN G004.8-01.1,270.3204,-25.3772,,,,,,,0.17,0.12,0,1.41666666666667,,,
527,PN G004.3-01.4,270.3288,-25.8892,,,,,,,0.1,0.08,0,1.25,,,
528,PN KFL 4,270.71529,-27.68322,,,,,,,0.050000001,0.050000001,0,1,,,
529,PN H 1-53,271.489319417712,-26.4950426708394,,,,,,,0.416666657,0.416666657,0,1,,,
530,PN M 2-26,270.79967,-26.97533,,,16,,,,0.117,0.117,90,1,,,
531,PN M 1-35,270.91375,-26.72608,,,14.5,,,,0.087,0.087,90,1,,,
532,IC 4673,270.82691080221,-27.10630987912,,,13.5,,,O(H)8,0.247,0.247,90,1,,,
533,PN KFL 7,271.708154,-27.104469,,,,,,,0.083333336,0.083333336,0,1,,,
534,PN KFL 11,272.551017,-27.276389,,,,,,,0.053333335,0.053333335,0,1,,,
535,PN M 2-29,271.6704396715,-26.91565993565,,15.24,14.29,15.15,15.905,,0.057475,0.05498583,70,1.04526929938131,,,
536,PN KFL 10,272.005467,-26.900422,,,,,,,0.100000001,0.100000001,0,1,,,
537,PN K 6-39,270.77120563006,-27.77896118049,,,,,,,0.15,0.14,0,1.07142857142857,,,
538,PN KFL 13,273.18783033325,-25.74009623124,,,,,,,0.236666664,0.236666664,0,1,,,
539,PN H 1-60,273.10508,-27.48689,,,,,,[WC],0.063,0.063,90,1,,,
540,PN M 2-30,273.14333,-27.96958,,13.5,14,,,,0.067,0.067,90,1,,,
541,PN H 1-59,272.871929,-27.771025,,14.5,,,,,0.1,0.1,90,1,,,
542,PN M 2-31,273.31688392999,-25.50147803351,,13.3,13.6,,,[WC4/6],0.085000001,0.085000001,0,1,,,
543,PN KFL 15,273.580517,-25.347561,,,,,,,0.141666666,0.141666666,0,1,,,
544,PN H 2-41,273.099021,-27.870517,,,,,,,0.127,0.127,90,1,,,
545,PN M 2-38,274.85496,-26.58894,,,15.5,,,,0.133,0.133,90,1,,,
546,PN M 3-26,274.04767,-27.24953,,,15,,,,0.117,0.117,90,1,,,
547,PN M 1-44,274.07225812673,-27.07514915844,,12.5,12.5,,,Be,0.067,0.067,90,1,,,
548,PN KFL 16,274.2248640772,-26.39002837912,,13.9,14.1,,,,0.206666663,0.206666663,0,1,,,
549,PN H 1-66,276.239746,-25.698822,,11,,,,,0.11,0.11,90,1,,,
550,NGC 6620,275.725758,-26.821442,,12.8,13.3,14.34,14.55,,0.083,0.083,90,1,,,
551,NGC 6644,278.144595,-25.128933,,,,,,,0.04547583,0.04537917,83,1.00213005218033,,,
552,PN Vy 2-1,276.99844183439,-26.11335146369,,12.8,13.2,,,[WC],0.063,0.063,90,1,,,
