alpha,delta,id,diameter,minAxis,posAngle,Dist kpc,Size pc,axisRatio
284.81958,1.143645,PGCC G34.84-1.22,8.93733,4.04125,1.19772,,,0.452
285.20227111,0.71680389,PGCC G34.64-1.76,6.99153,5.89074,0.540744,,,0.843
51.60440806,21.77673694,PGCC G164.28-28.39,9.03027,6.47832,-1.29083,,,0.717
301.41381806,18.92465194,PGCC G58.34-6.89,16.691401,4.98762,0.758638,0.93,2.46833,0.299
87.69652611,34.00501306,PGCC G176.22+3.56,16.2367,4.74277,0.54037,0.62,1.58264,0.292
270.898285,-32.806,PGCC G358.60-5.28,9.95693,6.22675,-1.27035,,,0.625
20.02973389,65.69290194,PGCC G125.88+2.99,,,,-1.65,,0
278.35150111,11.66282194,PGCC G41.37+9.25,10.029,4.25999,0.444414,,,0.425
115.37152889,-42.02240806,PGCC G255.63-9.32,6.74734,4.57768,-0.108714,,,0.678
355.41226194,62.535835,PGCC G114.98+0.75,,,,,,0
211.62907389,-53.84899111,PGCC G313.97+7.41,,,,0.52,,0
304.14202889,22.08112889,PGCC G62.40-7.35,,,,,,0
24.91160194,56.32040806,PGCC G129.62-5.92,10.5151,7.71463,-0.799853,0.272898,0.714977,0.734
188.441895,-63.70111806,PGCC G300.98-0.90,11.292,6.20282,1.34941,,,0.549
210.73120111,-58.76841389,PGCC G312.10+2.83,11.9785,4.64809,0.602221,,,0.388
24.32228111,77.15866111,PGCC G125.55+14.52,7.65005,6.36521,0.559886,,,0.832
42.27106889,66.03850611,PGCC G134.50+5.84,14.0791,6.03292,-0.486067,0.4,1.07235,0.429
277.67666611,-16.095245,PGCC G16.27-2.82,8.5058,5.98265,-0.974271,,,0.703
324.54809611,67.85463694,PGCC G106.24+11.49,,,,,,0
290.65060389,13.10256111,PGCC G48.12-0.81,6.7931,2.81232,0.426054,,,0.414
282.86090111,-25.25146889,PGCC G10.16-11.22,11.8914,4.71109,0.45092,-1.21,,0.396
78.71766694,27.04576694,PGCC G177.85-6.71,16.738001,8.39216,-0.173804,0.23,0.792947,0.501
301.81048611,-20.20108389,PGCC G22.19-25.39,,,,,,0
90.15004,-47.76183306,PGCC G254.98-27.98,13.7083,6.43247,-0.915775,,,0.469
72.36643194,0.65420389,PGCC G197.27-26.51,6.15862,3.39152,-0.304261,,,0.551
100.37834889,0.83346889,PGCC G211.06-1.83,15.1426,7.0711,1.07411,1,3.01003,0.467
179.16821306,-63.96459611,PGCC G296.97-1.73,13.817,5.57053,0.519727,,,0.403
143.65414389,-46.33686111,PGCC G271.33+4.11,7.45704,6.52886,0.445557,-1.06,,0.876
228.36120611,-55.731075,PGCC G322.03+1.78,14.0119,6.95656,0.486976,1.41,4.04941,0.496
328.66232306,62.56764611,PGCC G104.08+6.36,9.28316,7.04652,0.803562,0.54,1.27045,0.759
12.14803889,67.78978,PGCC G122.66+4.92,13.8609,6.15155,-0.044264,-1.15,,0.444
101.55134611,-37.94043694,PGCC G247.29-17.24,9.7681,4.70778,-0.705336,,,0.482
49.07578306,72.19049111,PGCC G133.59+12.39,,,,,,0
327.66491694,60.74749,PGCC G102.56+5.24,16.1761,6.55523,0.573516,-1.04,,0.405
251.63078306,-30.487915,PGCC G351.29+9.57,13.17,3.547,0.580246,,,0.269
204.12800611,-65.41106389,PGCC G307.60-2.95,15.1092,6.81798,-0.461084,,,0.451
319.98980694,43.30402,PGCC G87.34-4.49,11.5129,4.63077,1.14897,-0.92,,0.402
272.63299611,-21.07947306,PGCC G9.62-0.95,12.6124,6.59466,-1.29973,4.4,11.6728,0.523
280.84719806,-3.26152611,PGCC G29.11+0.30,13.1432,7.07796,-0.488823,5.61,15.7396,0.539
162.77009611,-53.74882111,PGCC G285.62+5.03,13.7777,5.09922,1.23345,,,0.370
268.19158889,-16.86173806,PGCC G11.22+4.78,11.8439,6.81646,-0.450673,-2.58,,0.576
106.39959694,-49.20535694,PGCC G259.64-18.02,6.92893,6.03753,1.24597,,,0.871
95.55443611,16.28065111,PGCC G195.16+1.10,,,,,,0
303.82876611,43.55691111,PGCC G80.16+4.78,12.0623,7.03832,1.05031,,,0.583
303.55349694,52.88398389,PGCC G87.96+10.01,,,,,,0
66.35399611,49.34391806,PGCC G154.51+0.06,,,,,,0
187.20057694,-61.164265,PGCC G300.20+1.59,9.64125,5.6176,1.49771,,,0.583
265.87908889,-17.41016611,PGCC G9.61+6.41,8.50545,5.63288,1.35992,0.12,0.241614,0.662
43.23037694,31.88673611,PGCC G151.03-24.27,4.23783,3.29522,-0.091455,0.275423,0.299392,0.778
80.849815,87.71117389,PGCC G125.30+26.25,15.6731,6.59257,-0.548527,0.38,1.12361,0.421
46.02845389,48.63246889,PGCC G144.38-8.63,13.9954,5.18241,-0.7391,,,0.370
66.85588111,54.84734694,PGCC G150.77+4.11,5.00933,4.0953,0.113039,0.145881,0.192202,0.818
60.21392111,36.67122306,PGCC G160.06-12.20,7.74515,6.2765,-0.282116,,,0.810
9.38136389,64.21002194,PGCC G121.42+1.38,6.91081,4.55639,-0.127378,-1.64,,0.659
289.82186889,21.59251389,PGCC G55.25+3.87,8.16106,5.01222,0.170658,,,0.614
269.860565,-7.90949389,PGCC G19.86+7.79,10.5098,5.77849,0.428876,,,0.550
259.513885,-46.723305,PGCC G342.13-5.18,9.46796,5.73863,-0.281484,,,0.606
151.65329,-56.41270806,PGCC G281.56-0.54,,,,2.26,,0
259.51528889,-33.07002306,PGCC G353.31+2.68,10.8669,6.67501,-0.741013,,,0.614
240.53073111,-45.58024194,PGCC G334.25+5.38,11.7048,6.48741,-0.555302,,,0.554
107.17517111,-19.43193389,PGCC G232.18-5.08,,,,0.78,,0
354.51693694,63.16112889,PGCC G114.76+1.46,8.65749,6.10746,-1.14098,,,0.705
90.13204194,22.86403111,PGCC G186.93-0.20,9.61907,7.68466,-1.36789,4.99,,0.799
126.57121306,-35.71361194,PGCC G254.89+1.40,16.554899,8.21541,1.54328,,,0.496
17.23296889,-77.50224306,PGCC G301.70-39.58,8.72099,5.24095,1.43086,,,0.601
87.24700194,-8.55492,PGCC G213.60-17.74,,,,0.415,,0
286.850525,-4.36694611,PGCC G30.85-5.54,18.063499,7.91292,-1.55482,,,0.438
178.69090306,-64.98541306,PGCC G296.98-2.77,11.1988,6.35247,0.418063,-2.8,,0.567
309.2547,44.59851111,PGCC G83.27+2.20,11.3895,6.41823,1.03437,,,0.564
257.90286306,-37.28063611,PGCC G349.12+1.29,5.87979,5.09501,-0.588514,,,0.867
343.41867111,59.98708306,PGCC G108.70+0.41,,,,0.413047,,0
329.27737389,58.87195194,PGCC G102.02+3.27,8.05502,6.46633,-0.197284,0.65,1.36459,0.803
82.26817306,55.89822806,PGCC G155.34+11.66,11.4312,5.82537,-0.866608,,,0.510
157.97283889,-61.57858306,PGCC G287.11-3.07,11.0411,4.70357,1.46209,2.28,4.77949,0.426
87.39528694,22.50251389,PGCC G185.97-2.56,11.6072,4.33411,-0.845419,0.97,2.0013,0.373
219.723495,-60.693615,PGCC G315.71-0.52,8.01458,6.64643,1.55257,4.97,10.5516,0.829
94.26722,8.72278694,PGCC G201.24-3.57,14.6115,4.70834,0.238056,,,0.322
230.75003111,-52.54890389,PGCC G324.91+3.73,,,,,,0
134.55159,-35.74362889,PGCC G258.90+6.50,12.0526,6.85906,1.49921,0.71,1.87784,0.569
87.34758,-7.12527889,PGCC G212.30-17.02,8.16308,5.09355,-1.21617,,,0.624
312.36050389,55.71756,PGCC G93.30+7.46,7.63184,5.28466,-0.999378,0.115345,0.213083,0.692
85.80361889,25.995485,PGCC G182.23-1.99,8.64036,5.01067,-0.549173,,,0.580
67.96685,-66.98093389,PGCC G278.83-38.23,14.5587,5.58428,1.03677,,,0.384
329.35913111,79.44412194,PGCC G115.25+19.27,8.46049,5.62794,-0.050763,,,0.665
317.694305,62.63687889,PGCC G100.42+9.86,12.3264,6.35574,-1.45958,,,0.516
120.49671889,-23.02777111,PGCC G241.39+4.00,8.86782,5.47456,0.425756,,,0.617
135.06958,-42.32603111,PGCC G264.17+2.50,17.3449,4.62377,-0.904564,0.52,1.35461,0.267
125.13142389,-44.64599194,PGCC G261.59-4.61,8.68078,8.28114,-1.50343,0.75,1.84975,0.954
184.84240694,-61.93984611,PGCC G299.17+0.70,11.2563,6.48064,0.585182,,,0.576
316.97280889,50.12563694,PGCC G90.86+1.72,,,,,,0
326.94381694,51.55919306,PGCC G96.40-1.59,15.5035,11.2395,0.547585,,,0.725
240.75631694,-36.80077694,PGCC G340.30+11.81,11.6392,9.37634,-1.31732,,,0.806
334.15344194,55.49122611,PGCC G102.18-1.02,14.7315,8.19741,-1.56206,,,0.556
278.96627806,-7.38671611,PGCC G24.59+0.07,,,,4.12,,0
43.72179,81.36412806,PGCC G127.62+19.64,8.44111,4.50377,-0.180705,0.38,0.681551,0.534
129.12248194,-48.32850611,PGCC G266.20-4.52,,,,-1.15,,0
49.61545611,8.08546806,PGCC G173.52-39.93,14.8028,7.98629,0.898768,,,0.540
137.42463694,-31.9655,PGCC G257.60+10.78,9.05786,5.49103,-0.873009,,,0.606
65.15928611,49.19584694,PGCC G154.07-0.60,12.9725,5.90609,-0.98395,4.81,12.2471,0.455
187.40274,-72.47088611,PGCC G301.27-9.67,,,,0.47,,0
166.95031694,-51.25906806,PGCC G286.89+8.36,9.53108,5.19585,1.42587,,,0.545
276.83862306,-13.33340111,PGCC G18.35-0.82,,,,4.68,,0
84.43161,55.961285,PGCC G155.92+12.73,,,,,,0
92.46442389,19.28506306,PGCC G191.12-0.06,,,,,,0
316.76873806,44.48534389,PGCC G86.60-1.99,8.22446,6.92108,0.905013,-1.31,,0.842
322.63208,69.28113611,PGCC G106.73+13.01,8.08123,3.63098,-0.242271,,,0.449
146.21101389,-49.53395111,PGCC G274.73+2.84,11.202,6.98399,-0.685341,-1.2,,0.623
297.83761611,27.06698806,PGCC G63.59+0.15,11.3188,5.96719,-0.117003,-1.29,,0.527
277.92477389,-9.53584806,PGCC G22.21-0.00,9.88003,8.27531,0.444701,5.36,14.0982,0.838
146.87994389,-55.68206,PGCC G279.01-1.60,10.9321,6.08006,1.37903,,,0.556
122.76979806,-28.94312306,PGCC G247.48+2.55,13.8684,6.56268,-0.002604,,,0.473
53.3377,53.23518,PGCC G145.82-2.29,12.2108,6.15702,-0.691758,,,0.504
217.69133,-60.90834806,PGCC G314.71-0.33,10.8959,8.91837,0.143376,,,0.819
273.70544389,-15.44503889,PGCC G15.06+0.86,8.17391,4.02757,0.62644,,,0.493
298.85141,35.15433111,PGCC G70.98+3.56,8.71758,7.19088,0.858006,0.63,1.45096,0.825
247.29704306,-19.70481889,PGCC G357.26+19.48,17.191299,7.04828,-0.342645,0.12,0.384242,0.410
158.91468806,-57.84905611,PGCC G285.64+0.39,,,,,,0
83.12149,38.97366306,PGCC G170.05+3.05,9.22152,7.69336,-0.798724,,,0.834
277.56408694,-21.39898306,PGCC G11.50-5.16,10.754,5.92545,0.380687,,,0.551
279.36215194,-1.27415806,PGCC G30.20+2.53,15.8788,5.06533,-0.279957,0.26,0.678286,0.319
86.67165389,33.27675611,PGCC G176.41+2.45,10.7465,4.7665,0.033213,,,0.444
168.54560889,-60.89520611,PGCC G291.38-0.22,,,,1.37,,0
232.63559,-47.72126389,PGCC G328.63+7.05,7.37956,5.91267,1.11086,,,0.801
278.86767611,-5.70021111,PGCC G26.04+0.94,6.32984,5.03433,0.337579,3.3,5.41886,0.795
260.98971611,-24.51958306,PGCC G1.11+6.45,7.48764,5.55629,0.275876,0.12,0.22515,0.742
313.48284889,51.30881111,PGCC G90.29+4.16,10.2477,5.69588,1.19342,,,0.556
150.36874389,-52.71396611,PGCC G278.76+1.99,7.26615,6.14544,-1.02825,,,0.846
85.54075611,3.33423389,PGCC G201.82-13.77,6.17632,3.83447,-0.786553,0.415,,0.621
250.89556889,-49.46644611,PGCC G336.42-2.31,,,,,,0
348.78903194,58.38315194,PGCC G110.58-2.16,10.0767,5.80734,-0.754803,0.120226,0.26753,0.576
25.37802889,76.18795,PGCC G125.98+13.61,8.03754,5.16596,-1.10571,,,0.643
217.43325806,-56.20243111,PGCC G316.34+4.09,12.3024,4.52899,0.683571,,,0.368
318.47122194,-16.03302,PGCC G33.62-38.61,6.89875,4.44977,1.28819,,,0.645
274.00082389,-16.72093389,PGCC G14.07+0.00,7.34149,6.0803,-1.41549,4.31,8.37642,0.828
94.20604694,-5.416,PGCC G213.85-10.16,13.6746,7.11676,-0.168469,0.51,1.46351,0.520
113.16899889,-14.05571806,PGCC G230.12+2.51,16.669701,7.82498,-1.4941,0.232274,0.771674,0.469
71.13111889,47.97433111,PGCC G157.65+1.45,,,,,,0
297.606995,24.40385611,PGCC G61.19-1.03,7.74334,4.53996,1.15016,,,0.586
137.99340806,-47.76360694,PGCC G269.58+0.38,11.27,7.5266,-1.36537,1.39,3.72394,0.668
198.06529194,-58.30007889,PGCC G305.67+4.46,14.6494,6.6161,0.933391,-1.66,,0.452
186.61245694,-56.20002694,PGCC G299.44+6.50,5.74164,4.331,-1.55455,,,0.754
67.29472389,42.01712806,PGCC G160.25-4.55,9.44354,4.90859,-0.506371,0.14,0.277268,0.520
72.44693,55.71707889,PGCC G152.24+7.06,11.592,6.06836,-0.522319,,,0.523
86.406845,28.50602694,PGCC G180.37-0.22,12.0925,6.3893,0.152827,4.98,12.7333,0.528
116.05047611,-21.46403694,PGCC G237.93+1.27,17.4639,4.03949,-0.497778,,,0.231
252.06617694,-48.13270194,PGCC G337.94-2.03,,,,,,0
94.32840694,8.63742111,PGCC G201.34-3.56,14.8589,5.73534,0.022385,,,0.386
244.580795,-50.40746306,PGCC G332.95+0.00,,,,5.48,,0
301.70010389,-82.06780194,PGCC G311.56-29.42,16.068001,4.79407,0.135055,,,0.298
50.84106111,11.01623611,PGCC G172.05-36.97,9.22913,6.85918,-0.547146,,,0.743
214.54278611,-60.02327306,PGCC G313.57+1.04,,,,2.8,,0
165.29104611,-37.97358694,PGCC G280.09+19.96,9.44378,5.95354,0.981979,,,0.630
66.49222611,20.91469194,PGCC G175.76-19.28,12.7362,6.09146,1.24726,,,0.478
269.92053194,-32.14425694,PGCC G358.77-4.24,15.9493,6.82912,1.34973,,,0.428
266.58776889,-38.0345,PGCC G352.29-4.85,15.1914,5.75491,0.350186,,,0.379
313.07907111,65.784035,PGCC G101.56+13.42,10.9876,5.86776,-1.22641,,,0.534
128.17398111,-31.49567806,PGCC G252.25+4.95,,,,,,0
84.74939694,0.57399,PGCC G203.93-15.79,12.958,5.83521,-0.466839,,,0.450
98.26744806,6.77940694,PGCC G204.81-0.97,,,,,,0
223.81974806,-58.04001194,PGCC G318.74+0.98,15.9911,6.21347,-1.11442,,,0.389
105.72818806,-4.89141194,PGCC G218.59+0.32,8.32391,6.64749,-0.47032,,,0.799
203.87744111,-59.71965389,PGCC G308.47+2.68,14.0604,4.39887,0.784091,1.09,2.49358,0.313
266.58416694,-35.53909306,PGCC G354.43-3.56,10.4286,5.65934,0.695851,,,0.543
323.01757806,49.60010889,PGCC G93.23-1.42,,,,1.05,,0
7.179935,66.84436,PGCC G120.70+4.07,7.18505,4.14481,-0.924354,-0.93,,0.577
150.66223111,-57.71642694,PGCC G281.90-1.91,7.79885,4.96846,0.68823,4.68,8.4742,0.637
359.17202806,25.06033889,PGCC G107.53-36.17,,,,0.277971,,0
77.3871,-12.13308694,PGCC G212.63-28.04,,,,,,0
274.26953111,-3.38259889,PGCC G25.97+6.07,,,,0.26,,0
17.23741306,59.98381806,PGCC G125.12-2.81,11.9179,7.06718,0.88199,-1.13,,0.593
309.00674389,38.50619111,PGCC G78.29-1.32,8.81649,4.87806,-0.4531,,,0.553
303.31994611,-33.70299889,PGCC G8.07-30.79,10.7815,7.6042,0.669473,,,0.705
172.77533,-74.90244306,PGCC G297.67-12.86,13.5799,6.6015,-0.068876,0.49,1.34956,0.486
318.19531194,62.09907194,PGCC G100.17+9.33,,,,,,0
355.57217389,8.55930806,PGCC G95.37-50.57,10.9704,5.97584,1.51703,,,0.545
290.32583611,13.99365806,PGCC G48.76-0.11,,,,0.100925,,0
311.16455111,29.84845694,PGCC G72.48-7.99,11.0184,8.10024,0.871903,0.58,1.59391,0.735
319.84841889,45.12646889,PGCC G88.57-3.13,6.89979,5.34609,1.39915,,,0.775
296.16058306,23.78948611,PGCC G60.00-0.20,4.83078,4.01629,1.18334,,,0.831
265.08032194,-21.82988,PGCC G5.43+4.74,12.9322,5.87119,-0.531307,,,0.454
351.048615,75.49581889,PGCC G117.44+13.56,8.41161,4.24187,0.077909,,,0.504
11.97847611,60.446545,PGCC G122.50-2.42,16.4151,5.02938,-0.522489,0.59,1.5594,0.306
254.17372111,-36.52102694,PGCC G347.91+4.13,12.9564,6.33262,1.45162,,,0.489
267.84912111,-42.11739,PGCC G349.24-7.75,9.43523,6.89833,-0.745513,,,0.731
98.42555194,10.96394,PGCC G201.17+1.10,9.14944,5.44093,0.03359,,,0.595
67.77822889,44.52591694,PGCC G158.66-2.57,,,,,,0
20.31191611,72.36534111,PGCC G125.22+9.63,13.4393,6.20137,-0.857785,,,0.461
156.550995,-78.220505,PGCC G295.65-17.46,14.709,5.90578,0.698188,0.17,0.460899,0.402
97.80024,11.41904889,PGCC G200.48+0.76,,,,,,0
299.24118,28.65009694,PGCC G65.59-0.09,10.5609,6.74478,-0.414456,,,0.639
60.54548306,66.23290306,PGCC G140.55+10.13,16.624399,6.99393,-0.060064,,,0.421
240.11503611,-54.08058194,PGCC G328.45-0.85,12.3646,3.18265,0.63011,,,0.257
85.91065194,-6.28395889,PGCC G210.84-17.93,6.84614,5.95152,0.261179,0.415,0.770569,0.869
244.74386611,-29.66819194,PGCC G347.87+14.57,,,,,,0
320.47467,66.63192694,PGCC G104.22+11.72,,,,,,0
95.25965111,-58.26004,PGCC G267.21-26.73,14.4637,8.60229,-0.272181,,,0.595
246.57911694,-42.70042,PGCC G339.39+4.46,,,,-1.73,,0
229.32620194,-61.61869806,PGCC G319.37-3.50,7.36739,5.57436,0.49545,,,0.757
228.35461389,-59.93252194,PGCC G319.85-1.81,11.7379,4.97213,0.817547,0.74,1.64446,0.424
69.83545694,25.58489,PGCC G174.11-13.92,,,,0.23,,0
49.00404389,66.699295,PGCC G136.55+7.73,10.5767,7.40323,0.373026,,,0.700
131.06057694,-73.22419694,PGCC G287.39-18.37,8.11227,5.48647,-1.03038,,,0.676
88.90561694,22.50176389,PGCC G186.68-1.36,,,,0.231206,,0
246.48783889,-45.12018194,PGCC G337.60+2.83,6.32002,4.7184,0.163876,,,0.747
238.79904194,-51.55447,PGCC G329.48+1.59,11.485,4.38334,0.683005,,,0.382
245.77493306,-48.31071111,PGCC G334.98+0.94,8.70722,4.59145,0.641439,,,0.527
87.05104111,36.07259,PGCC G174.17+4.16,8.52378,6.2224,1.20977,0.46,0.974495,0.730
117.94520611,-21.33084889,PGCC G238.71+2.86,16.351,6.83794,0.082147,,,0.418
50.88841611,61.96058306,PGCC G139.81+4.18,,,,-0.97,,0
242.14064,-51.41032,PGCC G331.14+0.33,14.1903,6.06197,-0.118297,4.93,13.3008,0.427
275.1745,-14.04644111,PGCC G16.96+0.27,12.0142,4.66357,0.38669,,,0.388
85.61357111,21.08113694,PGCC G186.33-4.71,6.61344,4.17409,0.09006,0.214783,0.328262,0.631
93.18598194,20.17170306,PGCC G190.67+0.97,15.6161,4.40188,0.379949,,,0.282
247.63649,-18.52895694,PGCC G358.44+19.99,,,,0.37,,0
320.05621306,43.53233694,PGCC G87.54-4.36,4.85244,4.32661,0.523277,,,0.892
353.63659694,70.842285,PGCC G116.65+8.91,,,,0.37,,0
119.09970889,-22.29661389,PGCC G240.09+3.28,12.3938,7.80172,-1.16277,,,0.629
87.98374194,21.66211306,PGCC G186.97-2.52,13.4369,5.03299,-0.618385,0.17378,0.415708,0.375
289.40930194,16.93555611,PGCC G50.94+2.05,12.3806,6.84898,-0.548719,0.157036,0.42064,0.553
57.24249611,51.14090694,PGCC G148.99-2.52,9.04877,5.32369,0.014556,0.62,1.25176,0.588
345.52688611,63.32084306,PGCC G111.02+3.01,10.0954,5.13024,-0.649534,1.21,,0.508
334.66586306,61.97674194,PGCC G106.00+4.24,,,,-1.14,,0
59.14975,38.74433889,PGCC G158.01-11.20,5.92195,5.01269,-1.25394,0.14,0.221882,0.846
82.471275,13.87050806,PGCC G190.94-11.05,18.759399,6.40521,-0.298396,0.26,0.829042,0.341
245.49617,-48.85089111,PGCC G334.47+0.69,,,,,,0
74.80107889,26.47219806,PGCC G176.24-9.87,6.75606,4.53933,0.114,0.23,0.370508,0.672
243.96485889,-41.804035,PGCC G338.66+6.47,9.37732,7.3512,-1.29206,,,0.784
245.39170806,-48.51738694,PGCC G334.65+0.97,10.8866,9.30217,-0.853022,,,0.854
349.94360389,63.79226306,PGCC G113.02+2.70,6.81373,6.15864,-1.48223,0.94,1.77129,0.904
73.33283194,21.325695,PGCC G179.60-14.05,18.399,6.70584,-1.44936,,,0.364
178.94094806,-62.64090306,PGCC G296.58-0.46,6.26146,4.38115,1.1183,,,0.700
30.09632694,69.26937111,PGCC G129.00+7.21,10.7611,6.63551,0.957806,0.34,0.835741,0.617
334.81463611,81.32933806,PGCC G117.25+20.19,13.4645,6.71552,-1.25593,,,0.499
78.58348111,27.23865694,PGCC G177.62-6.70,13.5929,9.19057,0.243705,0.23,,0.676
74.19609806,61.42832611,PGCC G148.27+11.32,,,,0.38,,0
48.55958889,72.22255694,PGCC G133.44+12.33,,,,,,0
315.35659806,49.96904389,PGCC G90.05+2.38,15.1876,4.90431,-1.46759,0.75,1.88288,0.323
332.51486194,44.45043889,PGCC G94.99-9.49,14.8455,6.70406,-1.41257,0.440555,1.27848,0.452
293.68115194,19.62635806,PGCC G55.24-0.24,,,,,,0
198.84951806,-61.43288806,PGCC G305.79+1.31,,,,5.59,,0
272.804565,40.46695306,PGCC G67.55+24.47,8.43058,4.07951,0.151128,,,0.484
154.91740389,-52.69893611,PGCC G281.01+3.59,11.2928,6.8557,0.656463,,,0.607
270.10675,-26.87153389,PGCC G3.44-1.77,14.0629,5.46366,0.600597,,,0.389
285.25247194,19.42591111,PGCC G51.36+6.70,10.2846,8.67521,0.649895,0.245471,0.674468,0.844
71.53289806,34.58946611,PGCC G168.05-7.01,,,,0.14,,0
269.84887694,-16.69288306,PGCC G12.16+3.49,6.79848,4.83127,1.48688,,,0.711
123.69387111,-47.54222111,PGCC G263.46-7.05,9.81127,4.91789,1.19637,0.71,1.43462,0.501
98.73523694,7.716745,PGCC G204.19-0.13,12.7038,10.341,-0.835024,1,,0.814
56.533005,52.27972389,PGCC G147.94-1.90,7.69905,6.3598,-0.623077,0.54,1.09916,0.826
88.58391611,24.26330194,PGCC G185.01-0.73,,,,,,0
306.55490111,-14.10510806,PGCC G30.41-27.26,9.3565,6.09705,-0.277526,,,0.652
279.63577306,-12.37395694,PGCC G20.46-2.80,,,,,,0
301.71554611,34.47782111,PGCC G71.65+1.20,8.91505,5.88691,-0.422485,3.89,8.19751,0.660
68.49807694,16.24262,PGCC G180.89-20.78,7.62848,6.08333,0.404316,,,0.797
92.34485611,30.94744111,PGCC G180.83+5.46,11.7124,6.28919,-1.39552,0.48,1.19836,0.537
9.15816194,83.32475306,PGCC G122.47+20.47,9.86859,5.61977,0.288036,,,0.569
314.996735,46.57004889,PGCC G87.33+0.33,12.2334,5.07734,1.2183,,,0.415
352.37551889,59.08123806,PGCC G112.57-2.13,6.47665,5.47924,0.965966,,,0.846
269.526855,-18.63656194,PGCC G10.32+2.79,7.38711,5.20478,-0.075166,,,0.705
269.43222,-18.02849,PGCC G10.80+3.18,15.7793,5.72415,0.597199,,,0.363
324.15918,52.02335389,PGCC G95.40-0.12,9.43038,3.55257,-1.53179,6.93,,0.377
159.53610194,-50.88067611,PGCC G282.51+6.63,15.3116,4.36717,0.425422,0.37,0.880113,0.285
77.98786194,37.86488306,PGCC G168.68-0.90,,,,,,0
92.47094694,-9.04079611,PGCC G216.39-13.31,,,,0.415,,0
340.17416389,61.83994306,PGCC G108.15+2.78,,,,-1.41,,0
82.05322306,41.592915,PGCC G167.41+3.80,7.592,5.20006,1.2059,,,0.685
256.76876806,-33.42283194,PGCC G351.67+4.33,,,,-1.63,,0
310.31057694,30.71112306,PGCC G72.71-6.88,13.2378,4.68703,1.09374,0.53,1.21439,0.354
17.13909,59.23131194,PGCC G125.12-3.57,7.73756,5.54337,0.499069,,,0.716
332.029175,45.352985,PGCC G95.25-8.56,11.1564,5.77569,-0.570166,0.416869,,0.518
104.47269389,-16.96896194,PGCC G228.81-6.26,11.893,4.08096,-0.112834,0.7,,0.343
327.45101889,66.58074194,PGCC G106.24+9.79,15.5657,5.97969,-1.02017,,,0.384
304.21487389,39.50761806,PGCC G76.95+2.29,,,,,,0
90.38192694,37.76891694,PGCC G174.02+7.31,,,,,,0
105.41610694,-6.09415694,PGCC G219.52-0.51,9.61719,5.37243,-0.757879,,,0.559
305.22998,36.80505806,PGCC G75.16+0.11,12.5425,5.17571,0.536846,,,0.413
107.42932889,-19.654165,PGCC G232.49-4.97,,,,,,0
263.83053611,-5.35286,PGCC G19.14+14.26,15.999,7.22825,0.504346,,,0.452
141.49160806,-56.53215806,PGCC G277.34-4.24,15.4474,8.40891,-0.254664,,,0.544
81.94787611,41.319035,PGCC G167.60+3.58,12.117,5.20255,-0.122386,,,0.429
131.46673611,-43.43203389,PGCC G263.32-0.23,13.619,6.31243,-1.00872,,,0.464
264.18759194,-20.46717306,PGCC G6.15+6.17,10.6861,7.32885,-1.19158,0.12,0.308913,0.686
282.55389389,-23.043005,PGCC G12.07-10.03,13.7718,5.99553,0.059214,,,0.435
260.14633194,-29.36895389,PGCC G356.66+4.35,,,,0.12,,0
103.65308389,0.00540306,PGCC G213.29+0.71,,,,,,0
67.99572,29.397915,PGCC G170.05-12.67,,,,0.23,,0
319.56741306,46.73568,PGCC G89.58-1.87,,,,-1.31,,0
200.21025111,-62.86713,PGCC G306.28-0.19,,,,,,0
102.38873306,-8.03329889,PGCC G219.88-4.07,,,,,,0
305.09417694,77.55873889,PGCC G110.52+21.88,,,,0.244343,,0
292.32138111,15.72472306,PGCC G51.20-0.99,,,,-2.74,,0
316.04504389,73.24781806,PGCC G108.30+17.23,,,,,,0
56.45343806,33.33269111,PGCC G159.92-16.74,14.8081,4.87627,-0.456013,,,0.329
252.23519889,-47.969185,PGCC G338.14-2.01,,,,,,0
136.87429806,-50.74811611,PGCC G271.27-2.18,,,,,,0
290.44278,11.19417111,PGCC G46.34-1.53,,,,,,0
2.92778111,65.98081194,PGCC G118.90+3.42,9.14486,5.60066,-0.829688,-1.17,,0.612
246.01994306,-48.00972,PGCC G335.31+1.04,12.7544,4.64684,0.099301,,,0.364
244.93818694,-19.90470111,PGCC G355.56+21.04,,,,0.12,,0
339.64169306,58.50792694,PGCC G106.30-0.01,10.6694,9.23423,-0.278692,-1.02,,0.865
228.090775,-49.15915306,PGCC G325.30+7.50,14.521,5.72906,-0.765545,0.39,1.03474,0.395
238.87260389,-51.82312806,PGCC G329.35+1.35,9.19748,5.53164,0.145942,,,0.601
66.82280694,55.35417889,PGCC G150.39+4.44,10.4923,5.54142,-0.552696,0.154882,0.343537,0.528
276.609955,-12.59542389,PGCC G18.90-0.28,,,,4.6,,0
104.431625,1.82574611,PGCC G212.02+2.23,12.4564,6.40892,-0.666699,3.24,8.42096,0.515
287.80651889,6.616975,PGCC G41.08-1.36,12.2388,4.10554,0.774225,,,0.335
84.21128806,30.75371,PGCC G177.45-0.65,,,,,,0
272.96991,-22.48147194,PGCC G8.54-1.90,16.0574,5.16521,-0.3075,,,0.322
232.23631306,-27.92354,PGCC G340.52+23.22,7.21873,6.3944,0.972661,,,0.886
