alpha,delta,MWSC Id,id,diameter
271.20750,-30.05600,2800,NGC 6528,12
271.20750,-07.58600,2801,NGC 6539,22.8
271.53600,-27.75000,2804,NGC 6540,15
271.58250,-21.62000,2805,BDSB 3,10.8
271.61250,+21.91400,2806,FSR 0125,15
271.62150,-21.38000,2807,FSR 0031,16.8
271.63050,-27.44700,2808,Collinder 468,9
271.76250,-19.91000,2809,FSR 0039,16.8
271.83600,-24.99700,2810,NGC 6544,21.6
271.88100,-25.75500,2811,BDSB 105,7.2
271.87500,-23.32500,2812,NGC 6546,24.6
272.01000,-43.71500,2813,NGC 6541,27.6
272.04000,-22.28000,2814,ASCC 93,19.8
272.18250,-37.94000,2817,FSR 1774,15.6
272.19750,+31.55500,2818,Dol-Dzim 9,17.4
272.17500,-21.40500,2819,vdBergh 113,24.24
272.23050,-18.44300,2821,NGC 6554,26.4
272.25750,-20.08000,2822,BDSB 113,13.2
272.27550,-46.41700,2823,ESO-SC06,7.8
272.32350,-25.90900,2824,NGC 6553,18.6
272.34000,-24.53000,2825,ESO 521-38,10.8
272.38050,-20.79000,2827,2MS-GC02,12.6
272.40750,-23.70000,2828,Collinder 367,37.8
272.51550,+04.22200,2830,FSR 0095,13.8
272.57400,-31.76400,2831,NGC 6558,15.6
272.59950,-17.74100,2832,Dolidze 51,12.6
272.61300,-16.73000,2834,NGC 6561,18.6
272.68350,-07.20800,2835,IC 1276,34.8
272.88300,-16.00000,2837,Sgr OB6,37.2
273.06600,-22.73300,2838,Terzan 12,13.2
273.09150,+05.47500,2839,FSR 0099,10.8
273.12150,-29.56700,2840,ESO 456-72,10.8
273.18000,-21.60000,2841,NGC 6568,31.92
273.19500,-24.35000,2842,ESO 522-05,11.4
273.26700,-13.32500,2843,FSR 0051,13.2
273.41100,-31.82700,2844,NGC 6569,16.8
273.41250,-22.13000,2845,NGC 6573,11.4
273.45000,-08.70800,2846,FSR 0062,14.4
273.52050,-28.63300,2847,vdBergh-Hagen 261,9.6
273.52050,-17.47000,2848,BDSB 115,12.84
273.57750,-17.32500,2850,FSR 0046,18
273.65700,-16.75700,2851,BDSB 116,7.2
273.66300,-17.88100,2852,BDSB 114,8.4
273.72000,-20.32000,2853,Sgr OB7,57.6
273.74550,-03.15500,2854,FSR 0078,12
273.78000,-08.45000,2855,FSR 0063,11.4
273.80400,-03.92500,2856,FSR 0073,13.8
273.87000,-19.01500,2857,Markarian 38,21.6
273.90000,-14.97500,2858,ASCC 94,32.4
273.95400,-22.13300,2860,NGC 6583,12
274.01250,-25.70500,2861,ASCC 95,28.2
274.05000,-41.05000,2862,ESO 335-05,10.8
274.07700,+17.45000,2863,FSR 0121,13.8
274.12200,+07.39100,2864,FSR 0102,10.2
274.12650,-18.30000,2865,Collinder 469,16.2
274.26000,-45.25000,2869,FSR 1757,12
274.26750,-19.87000,2870,BDSB 5,12
274.23000,-19.06500,2872,Turner 2,19.8
274.29750,-13.33000,2873,Trumpler 32,44.4
274.38000,-16.65000,2874,NGC 6596,24
274.32000,-19.12000,2875,Turner 3,13.8
274.41000,-19.66000,2876,Dias 5,16.2
274.50750,-12.23800,2878,NGC 6604,31.8
274.58700,+29.11000,2881,FSR 0145,36.6
274.60500,-14.96500,2882,NGC 6605,22.2
274.60500,-18.43000,2883,NGC 6603,16.8
274.65600,-52.21600,2885,NGC 6584,18.6
274.67250,-13.78000,2886,NGC 6611,28.8
274.78200,+12.19500,2887,Alessi 19,57.6
274.79250,+08.12800,2889,FSR 0108,13.2
274.94250,-04.21500,2891,FSR 0076,12
274.99500,-17.11000,2892,NGC 6613,22.8
275.01750,-32.36000,2893,ASCC 96,21.6
275.03250,-04.08600,2894,FSR 0077,10.8
275.13000,-63.81000,2895,NGC 6588,16.8
275.14500,-16.15000,2896,NGC 6618,34.8
275.32950,-14.28300,2898,Kronberger 2,16.8
275.58750,-14.58500,2900,Kharchenko 2,22.8
275.69700,-11.95500,2903,NGC 6625,19.8
275.76750,+15.85000,2904,FSR 0120,18
275.91900,-30.36100,2906,NGC 6624,12
275.98050,-16.64000,2907,Dolidze 52,15.6
276.13650,-24.87000,2908,NGC 6626,18.6
276.18750,-13.39600,2909,BDSB 8,12
276.17250,-19.72000,2910,Trumpler 33,13.2
276.19500,-14.20000,2911,Sct OB3,25.2
276.36750,-10.01500,2912,Ruprecht 170,16.8
276.37050,-14.65000,2913,Dolidze 28,18
276.53250,-50.95500,2914,Mamajek 4,66
276.51600,-13.05000,2915,Bica 3,12
276.81300,-12.02000,2916,NGC 6631,20.4
276.83550,+06.50000,2917,NGC 6633,43.8
277.13700,-31.90500,2921,FSR 0009,12.6
277.26600,-11.96700,2923,FSR 0059,15
277.54500,-11.50000,2930,FSR 0060,17.4
277.60500,-15.04500,2931,FSR 0054,13.8
277.63500,-12.30500,2932,Dias 6,18.6
277.73400,-25.49700,2933,NGC 6638,13.8
277.74000,-13.14000,2934,NGC 6639,20.4
277.82850,-12.32600,2935,Ruprecht 141,12
277.84650,-32.34800,2936,NGC 6637,21.6
277.84950,-06.63300,2937,Dolidze 29,27.6
277.86750,-17.34000,2939,NGC 6647,13.2
277.92750,-19.11000,2940,IC 4725,45.6
277.97550,-23.47500,2941,NGC 6642,13.8
278.02050,-15.68700,2942,FSR 0052,12
278.05500,-12.21500,2943,Ruprecht 142,12
278.02500,-16.01000,2944,Ruprecht 171,12
278.14950,-12.14000,2945,Ruprecht 143,12
278.13000,-16.91000,2946,NGC 6645,18
278.22000,-06.03500,2947,Dolidze 30,12
278.33400,-04.97100,2948,IRAS 18306-0500,10.8
278.34000,-10.40000,2949,NGC 6649,21.6
278.37750,-11.41000,2950,Ruprecht 144,14.4
278.53500,+23.59900,2952,NGC 6659,19.8
278.54250,-07.30500,2953,BDSB 121,6.6
278.61750,-09.25900,2956,BDSB 117,8.04
278.74500,-06.85000,2957,Dolidze 31,13.8
278.81250,-07.16000,2958,FSR 0072,16.8
278.94000,-32.99100,2960,NGC 6652,19.2
279.10050,-23.90500,2961,NGC 6656,42.6
279.13200,-08.21000,2962,NGC 6664,16.8
279.22500,-19.22000,2963,ASCC 97,40.8
279.56250,-06.79700,2965,W 42,8.4
279.57000,-37.56000,2966,FSR 1782,16.8
279.73500,+05.45000,2967,IC 4756,96
279.91200,-04.80000,2968,NGC 6682,13.2
279.91500,-06.03000,2969,Stephenson 2,10.8
279.94950,-08.41500,2970,Trumpler 34,21.6
279.99750,-44.19000,2971,ESO 281-24,13.2
280.30500,-04.03500,2972,Dolidze 32,20.4
280.30800,-04.37300,2973,Dolidze 33,16.8
280.37400,-19.83000,2974,Palomar 8,20.4
280.47450,-04.26700,2976,Dolidze 34,9
280.55400,-06.20000,2977,NGC 6683,13.2
280.62150,-05.25000,2978,Teutsch 145,12.6
280.66500,-33.65000,2979,ASCC 98,56.4
280.74750,-04.23000,2980,Trumpler 35,16.8
280.80300,-32.29200,2981,NGC 6681,21.6
280.81050,-03.59800,2982,BDSB 124,9
281.02800,-36.94200,2983,FSR 1785,10.8
281.08500,-04.93000,2985,Andrews-Lindsay 5,13.8
281.23500,-01.15500,2986,Berkeley 79,13.2
281.31750,-09.38000,2987,NGC 6694,19.8
281.34750,-10.46000,2988,FSR 0069,15.6
281.48250,-03.60700,2989,FSR 0087,17.4
281.51700,-02.65500,2990,BDSB 125,7.8
281.58300,-03.79500,2991,BDSB 10,9.6
281.90250,+00.60700,2992,FSR 0098,13.8
281.88450,-01.94200,2993,W 43,9
281.97450,-25.87700,2995,NGC 6698,15.6
282.03750,-05.86500,2996,Basel 1,12
282.18300,-03.51900,2997,FSR 0089,15
282.27750,-18.74000,2999,ASCC 99,27.6
282.30900,+02.76700,3000,FSR 0101,24
282.44700,+04.96000,3002,Czernik 38,19.8
282.46950,-01.02200,3003,FSR 0094,10.2
282.57450,-03.57700,3004,FSR 0090,10.2
282.66000,-18.22700,3005,Ruprecht 145,28.8
282.65850,-04.18800,3006,FSR 0088,22.8
282.68700,-05.21000,3007,NGC 6704,13.2
282.74700,-06.28000,3008,NGC 6705,42
282.84600,+10.33000,3009,NGC 6709,26.4
282.86250,+00.17500,3010,Teutsch 146,9
283.08000,-20.20000,3011,Collinder 394,36
283.11750,-21.08500,3012,Ruprecht 146,16.8
283.26750,-08.70600,3014,NGC 6712,20.4
283.30800,-42.12500,3015,FSR 1773,16.2
283.33500,+01.24700,3016,BDSB 127,7.2
283.51500,+36.80500,3018,Stephenson 1,66
283.58250,-01.21700,3019,Berkeley 80,14.4
283.64250,-19.88500,3020,NGC 6716,21.6
283.71000,+05.54000,3021,Archinal 1,12
283.78500,+10.77500,3022,Poole J1855+10.8,10.8
283.76400,-30.48000,3023,NGC 6715,17.4
283.77450,-22.70100,3024,NGC 6717,13.8
283.96500,+21.61900,3025,Alessi 62,32.4
283.97250,+10.77300,3026,Poole J1856+10.8,9
284.16750,-26.95000,3028,ESO 524-01,13.8
284.17500,+10.41500,3029,NGC 6724,9.6
284.68350,-26.79400,3031,FSR 0034,15
284.68500,-08.96500,3032,NGC 6728,15.6
284.88750,-36.63200,3033,NGC 6723,31.2
285.13500,-00.47000,3034,NGC 6735,18.6
285.33750,+11.60000,3035,NGC 6738,16.8
285.30750,+29.31400,3036,NGC 6743,21.6
285.34950,-26.57000,3037,FSR 0037,24
285.40500,+33.57500,3038,ASCC 100,43.8
285.40500,-00.46000,3039,Berkeley 81,13.2
285.58350,-18.53300,3042,NGC 6737,20.4
285.96900,-00.02200,3043,FSR 0100,10.8
286.02750,-33.39500,3044,ESO 397-01,14.4
286.31400,+01.90000,3046,NGC 6749,19.8
286.72200,+09.59000,3047,Alessi 56,9
286.88700,+06.28300,3049,Juchert 3,22.2
286.88250,+04.33300,3050,Czernik 39,13.2
286.95450,+04.26700,3051,NGC 6755,23.4
287.18700,+04.71700,3052,NGC 6756,13.2
287.18400,+05.59700,3053,BDSB 11,10.2
287.26200,+01.53700,3054,FSR 0107,13.2
287.40750,-13.90000,3055,FSR 0067,16.8
287.62950,+07.88300,3060,BDSB 131,8.16
287.71650,-59.98500,3062,NGC 6752,50.4
287.78700,+14.83300,3063,Riddle 15,5.4
287.80050,+01.03000,3064,NGC 6760,22.8
287.83500,+13.09600,3065,Berkeley 82,16.8
286.73250,+13.24500,3066,FSR 0124,12.6
287.91300,+12.05000,3067,FSR 0123,14.4
288.35250,+36.33500,3070,ASCC 101,60
288.43500,-42.63000,3071,ESO 282-26,23.4
288.54000,+11.21000,3072,BDSB 136,5.4
288.87750,+11.26500,3075,Berkeley 43,21.6
289.08750,+11.31500,3076,BDSB 137,4.8
289.14750,+30.18300,3077,NGC 6779,19.2
289.09200,-16.25000,3078,Ruprecht 147,159.6
289.20000,-00.92200,3079,NGC 6775,13.8
289.26000,-51.48000,3080,ESO 231-30,19.8
289.28250,+23.98000,3081,FSR 0149,12
289.30800,+19.54300,3082,Berkeley 44,23.4
289.43250,-34.65800,3083,Terzan 7,9.6
289.50900,+18.56700,3084,Palomar 10,16.8
289.56300,-57.90000,3085,ESO 141-47,17.4
289.78050,+15.72200,3086,Berkeley 45,14.4
289.82550,-37.62000,3087,ESO 337-23,12
290.22000,+37.78000,3088,NGC 6791,24
290.22450,+15.68500,3089,Alessi 57,12
290.26500,+43.97500,3090,FSR 0209,13.56
290.26500,+13.76500,3091,FSR 0126,16.2
290.60850,+14.12000,3093,BDSB 139,10.2
290.64000,+12.66700,3095,Juchert 1,15
290.72250,+14.16500,3096,BDSB 141,7.2
290.82450,+22.14000,3098,NGC 6793,26.4
290.80050,+14.45500,3099,BDSB 143,7.8
290.93700,+14.51300,3108,BDSB 151,6.36
291.12000,+16.89500,3112,FSR 0134,11.16
291.12450,+13.70000,3113,King 25,20.4
291.13200,+20.79500,3114,BDSB 13,10.2
291.17250,+29.96000,3115,ASCC 102,19.8
291.31500,+13.94800,3116,Kronberger 13,13.8
291.35250,+11.63500,3117,Dolidze 35,12.6
291.44700,+02.00500,3119,FSR 0110,15
291.42750,+08.08000,3120,FSR 0118,13.2
291.51000,+16.33000,3121,BDSB 157,7.2
291.74250,+13.97500,3123,FSR 0129,12
291.76500,+25.12500,3124,NGC 6800,21.6
291.79500,-23.59000,3125,ESO 525-08,13.2
292.11750,+17.36000,3126,Berkeley 47,17.64
292.18350,-30.35600,3127,Arp 2,13.2
292.24050,+14.87300,3128,King 26,12
292.34250,+23.30000,3129,Teutsch 40,10.2
292.43700,+15.55300,3130,FSR 0133,31.2
292.49550,-15.17000,3131,FSR 0070,16.8
292.55400,+18.53300,3132,Teutsch 42,10.2
292.65150,+20.27200,3134,NGC 6802,18.6
292.67850,+15.42900,3135,FSR 0131,13.2
292.71300,-10.57800,3136,FSR 0083,10.2
292.93500,+18.68000,3137,BDSB 156,9.6
293.47500,+18.52800,3138,Kronberger 79,10.8
293.89500,+20.12500,3139,FSR 0142,18.6
293.95500,+25.17500,3140,Stock 1,42
294.07500,+35.66000,3141,ASCC 103,33.6
294.12150,+37.69400,3142,FSR 0193,10.8
294.34200,+46.39500,3143,NGC 6811,24
294.34200,+18.69500,3144,Teutsch 27,10.8
294.36750,+21.31500,3145,FSR 0148,16.8
294.74250,+18.66500,3147,ASCC 104,48
294.75000,+06.76800,3148,Kronberger 3,9.6
294.89550,+25.65200,3149,Saurer 5,8.4
294.99900,-30.96500,3150,NGC 6809,40.8
295.04550,+26.25000,3151,Kronberger 31,12
295.04250,+14.17500,3152,FSR 0132,13.8
295.32000,+40.19500,3155,NGC 6819,24
295.43550,-33.99900,3156,Terzan 8,13.2
295.39050,+27.38300,3157,ASCC 105,56.4
295.60050,+38.64000,3159,Skiff J1942+38.6,25.2
295.65750,+21.14300,3161,Czernik 40,18.6
295.69200,+29.85000,3162,Teutsch 43,8.4
295.78500,+23.30000,3163,NGC 6823,24
295.83000,+01.62000,3164,ASCC 106,62.4
296.18250,+26.90500,3166,FSR 0160,12
296.20500,+29.26000,3168,Turner 9,66.6
296.28000,+17.51000,3169,Roslund 1,16.2
296.28750,+28.16700,3170,Kronberger 4,10.2
296.31000,-08.00000,3171,Palomar 11,18
296.33700,+27.82800,3172,Turner 8,12
296.31750,+23.90000,3173,Roslund 2,21.6
296.47500,+27.85000,3174,Kronberger 5,10.2
296.57700,+24.63200,3177,Dolidze 53,15
296.70000,+25.17200,3178,Sh2 88B,12.6
296.80500,-11.85500,3179,FSR 0085,13.8
296.92500,+24.25500,3180,Teutsch 7,12.96
296.99550,+23.33700,3181,FSR 0154,15
297.01500,+26.04000,3182,FSR 0158,12
296.98950,+59.39800,3183,NGC 6832,13.2
297.11250,+27.29500,3184,Turner 1,11.16
297.10500,+21.95800,3185,ASCC 107,20.4
297.21300,+21.21500,3186,NGC 6827,8.4
297.30150,+26.83500,3187,BDSB 15,8.16
297.36750,+21.16700,3188,Dias 7,12
297.56250,+07.90500,3190,NGC 6828,25.8
297.75000,+23.10000,3191,NGC 6830,16.8
297.75000,+25.27000,3192,Czernik 41,9
297.75900,+32.23300,3193,Saurer 6,9
297.93750,+33.53500,3194,FSR 0182,14.4
298.04250,+11.62800,3195,Dias 8,13.2
298.05000,+18.48800,3196,FSR 0143,19.8
298.05000,+29.41000,3197,NGC 6834,13.2
298.30050,+18.32300,3198,Harvard 20,16.2
298.27500,+11.69500,3199,NGC 6837,12
298.44300,+18.77900,3200,NGC 6838,26.4
298.45500,+39.40000,3201,ASCC 108,16.8
298.52250,+34.54500,3202,ASCC 109,40.8
298.66500,+17.87000,3203,NGC 6839,18.6
298.75050,+27.21600,3204,BDSB 16,7.2
298.83000,+12.13000,3205,NGC 6840,14.4
299.04750,+12.18200,3206,NGC 6843,12
299.10900,+32.35500,3207,NGC 6846,9
299.26650,+31.61100,3209,SAI 132,18
299.51250,+26.75500,3210,FSR 0165,17.4
299.53350,+30.88300,3211,Kronberger 52,9.24
299.57250,+32.55000,3212,Loiano 1,9.6
299.66250,+20.51400,3213,Roslund 3,16.8
299.82150,+56.11700,3215,NGC 6856,12
299.87250,+34.64500,3216,Berkeley 49,13.8
299.89500,+49.28500,3217,Patchick 89,11.4
300.00750,+29.22100,3218,FSR 0172,9.6
300.08700,+25.42000,3219,FSR 0163,13.2
300.15000,+30.57700,3220,Kronberger 68,10.8
300.28200,+33.18900,3221,BDSB 18,7.2
300.32250,+33.61500,3222,Toepler 1,9
300.36000,+28.63000,3223,Berkeley 83,10.2
300.39000,+25.21500,3224,FSR 0162,9.96
300.48750,+31.44500,3227,Kronberger 69,19.2
300.49500,+33.91700,3228,FSR 0188,12
300.60750,+35.30600,3229,Teutsch 8,9
300.61500,+42.16500,3231,Dolidze 36,13.2
300.61800,+35.68500,3232,FSR 0198,16.8
300.75000,+11.26000,3233,NGC 6858,13.8
300.73500,+33.57000,3234,ASCC 110,27.6
300.71250,+37.65000,3235,Dolidze 37,22.8
300.72750,+46.19500,3236,FSR 0241,12
300.78300,+31.96700,3237,Kronberger 54,10.2
300.98700,+44.16000,3239,NGC 6866,18
301.17000,+33.90600,3241,Berkeley 84,12
301.18200,-10.48500,3242,Alessi 10,27
301.21500,+27.09300,3244,FSR 0167,13.2
301.22550,+29.21700,3246,Roslund 4,22.2
301.22250,-30.35500,3247,ESO 461-38,16.2
301.35750,+11.94200,3249,FSR 0136,11.4
301.37250,+33.56700,3250,FSR 0190,10.2
301.47000,+41.19500,3251,Dolidze 38,24.6
301.46550,+40.54000,3252,Dol-Dzim 10,8.4
301.50000,+35.77000,3253,NGC 6871,31.2
301.51500,-21.92100,3254,NGC 6864,13.2
301.62750,+35.57000,3255,Kronberger 28,7.8
301.67250,+38.36500,3257,Basel 6,15.6
301.74000,+33.82300,3258,FSR 0192,13.8
301.89750,+35.71300,3262,Biurakan 1,24.6
301.92000,+21.09000,3263,NGC 6873,12
301.92750,+27.55600,3264,FSR 0170,12.6
302.10750,-03.54300,3265,FSR 0112,15.6
302.31750,+35.48000,3267,Biurakan 2,22.2
302.42700,+36.49800,3268,Dolidze 1,12
302.46000,+32.91000,3269,FSR 0189,13.8
302.50500,+41.35500,3270,Dolidze 2,13.2
302.69850,+41.17800,3271,IC 1311,21.6
302.59500,+33.78000,3272,Roslund 5,49.8
302.52000,+34.97000,3273,Berkeley 50,25.2
302.77500,+37.46500,3274,ASCC 111,57.6
302.83500,+35.83000,3275,NGC 6883,19.2
302.95500,+35.66500,3276,Ruprecht 172,18
302.94900,+26.81000,3278,NGC 6882,27
302.99550,+28.31000,3279,FSR 0174,13.8
302.97450,+34.41000,3280,Berkeley 51,21.6
303.00750,+26.51500,3282,NGC 6885,17.4
303.08250,+37.88000,3283,Kronberger 72,10.8
303.29250,+29.11300,3285,FSR 0178,10.2
303.40050,+25.45500,3286,FSR 0166,14.4
303.44250,+36.74900,3287,Kronberger 73,7.2
303.62250,+28.94000,3288,Berkeley 52,12
303.76500,+41.18500,3290,FSR 0219,15
303.75750,+33.92100,3291,Patchick 75,13.2
303.85500,+36.81500,3292,Dolidze 3,19.2
304.05000,+37.88000,3294,Dolidze 39,19.8
304.09500,+52.09800,3295,ASCC 112,27.6
304.03500,+50.24500,3296,NGC 6895,18
304.14000,+37.64000,3297,IC 4996,26.4
304.21200,+33.61700,3298,FSR 0195,12
304.20000,-79.04000,3299,Melotte 227,39.6
304.42500,+39.35000,3300,vdBergh 130,13.8
304.44600,+38.03300,3301,Feibelman 1,10.8
304.48500,+37.87500,3303,Dolidze 40,15
304.51500,+36.76000,3304,Kronberger 74,7.2
304.53000,+40.72500,3305,Collinder 419,24
304.57950,+42.62500,3306,FSR 0232,13.8
304.58700,+31.21000,3307,Teutsch 124,15
304.74750,+46.31000,3310,FSR 0254,22.8
304.68750,+37.73000,3311,Berkeley 85,29.4
304.95750,+40.89500,3312,FSR 0223,15.6
304.90500,+38.14100,3313,Dolidze 42,12.6
305.03250,+40.83300,3314,FSR 0222,13.8
305.03550,+39.32000,3315,Dolidze 5,15.6
305.05200,+38.69000,3316,Berkeley 86,13.8
305.31750,+18.39000,3321,Alessi 11,18.6
305.33250,+48.14000,3323,Berkeley 88,12.6
305.40750,+37.40500,3325,Berkeley 87,21.6
305.46000,+25.73500,3326,NGC 6904,12
305.81250,+40.79500,3327,NGC 6910,21
305.78700,+41.69500,3328,Collinder 421,25.2
306.00000,+38.51000,3329,NGC 6913,14.4
305.98800,+36.60000,3330,Kronberger 57,7.44
306.12750,+42.27000,3332,Dolidze 8,12.6
306.11250,+46.04500,3333,Berkeley 89,19.8
306.34500,+40.22600,3335,FSR 0224,15
306.36750,+37.39000,3336,G 76.2-0.3,7.2
306.42000,+41.95300,3337,Dolidze 9,15.6
306.61800,+41.43000,3339,Dolidze 11,12
306.63750,+37.26600,3340,FSR 0210,10.8
306.65850,-80.00000,3341,ESO 026-02,19.2
306.74550,+38.97200,3342,FSR 0213,14.4
306.79500,+39.45000,3343,DB2001 7,10.8
306.92250,+36.07500,3345,Teutsch 30,9.6
307.05750,+40.88500,3346,IRAS 20264+4042,10.2
307.06950,+35.11200,3347,Teutsch 28,12
307.14000,+39.20500,3348,Roslund 6,32.4
307.24500,+40.49700,3349,FSR 0227,12
307.44750,+41.63500,3352,Dolidze 44,24
313.44750,+43.11500,3423,FSR 0261,21.6
307.61700,+41.26400,3353,IRAS 20286+4105,10.2
307.55250,+44.33500,3354,Wit 4,18
307.75500,+51.01500,3355,FSR 0278,9.6
307.75500,+04.72000,3356,FSR 0128,12.96
307.88250,+60.66000,3357,NGC 6939,38.4
308.11500,+40.28500,3361,IRAS 20306+4005,15.6
308.15250,+41.44000,3362,FSR 0236,21.6
308.31750,+41.32000,3364,Cyg OB2,51
308.43000,+45.61600,3366,FSR 0260,12
308.45850,+40.11500,3367,Kronberger 59,9
308.47500,+41.38200,3368,G 80.35+0.72,10.8
308.54700,+07.40400,3369,NGC 6934,16.8
308.61000,+28.28000,3370,NGC 6940,48
308.68500,+22.21000,3372,NGC 6938,15.6
308.68500,+41.41500,3373,FSR 0238,13.8
308.73300,+53.29600,3376,Patchick 103,9
308.81250,+46.84100,3377,Berkeley 90,13.8
308.84550,+42.36800,3378,DB2001 15,14.4
308.95650,+44.29000,3379,FSR 0255,13.8
309.44250,+09.96800,3380,FSR 0140,15
309.52500,+42.22500,3382,FSR 0245,10.8
309.61950,+42.49300,3383,FSR 0249,18.6
309.63000,+42.10500,3384,DB2001 16,10.8
309.65400,+42.65700,3385,DB2001 20,9.6
310.10250,+42.95000,3391,FSR 0251,14.4
310.11000,+24.22000,3392,FSR 0175,16.8
310.26600,+16.63000,3394,NGC 6950,17.76
310.31700,+41.86000,3395,DB2001 17,8.4
310.33950,+41.98000,3396,DB2001 18,11.4
310.45500,+35.58500,3397,Ruprecht 173,20.4
310.43700,+36.51700,3398,Dolidze 47,18
310.56000,+26.58700,3399,FSR 0183,10.8
310.64850,+42.94600,3400,DB2001 22,10.2
310.68000,+26.54300,3401,FSR 0184,14.4
310.71750,+37.85500,3402,FSR 0225,17.4
310.80000,+35.58500,3403,Turner 11,13.8
310.84500,+23.78500,3404,Alessi 12,57
310.85550,+37.01200,3405,Ruprecht 174,14.4
311.13750,+11.92500,3407,FSR 0151,18.6
311.19750,+43.88800,3408,FSR 0258,12
311.26500,+35.50300,3409,Ruprecht 175,9
311.36250,+39.58000,3410,FSR 0237,17.4
312.27750,+47.88000,3412,FSR 0274,21.6
312.49500,+41.25500,3413,SAI 137,13.8
312.77850,+35.94500,3415,Dol-Dzim 11,10.2
313.09500,+37.90000,3416,Roslund 7,33.6
313.29150,+16.89200,3418,FSR 0161,12
313.36500,-12.53700,3419,NGC 6981,15.6
313.39650,+44.78900,3420,CBJC 7,10.8
313.43250,+46.02500,3422,Barkhatova 1,20.4
313.49250,+45.24000,3424,NGC 6989,22.8
313.55850,+44.91000,3425,CBJC 8,18
313.61400,+47.46600,3426,NGC 6991A,53.4
313.80750,+76.39500,3428,FSR 0410,14.4
314.07300,+44.39000,3430,CBJC 4,13.8
314.12550,+49.36700,3431,FSR 0284,13.8
314.13000,+44.61000,3432,NGC 6997,24
314.13750,+46.88300,3434,FSR 0275,14.4
313.98750,+51.06000,3435,Berkeley 53,30
314.57850,+43.89400,3439,Herbig 1,9.6
314.73750,+50.76500,3442,FSR 0290,15.24
314.90400,-29.39500,3443,ESO 464-09,10.8
315.37200,+16.18700,3446,NGC 7006,15
315.43500,+44.80000,3448,FSR 0273,15.6
315.42000,+44.12000,3449,Teutsch 22,10.8
315.44250,+33.55000,3450,BDSB 19,7.8
315.55500,+48.10500,3453,FSR 0282,16.8
315.76800,+44.56000,3455,Collinder 428,13.2
315.75000,+40.44000,3456,Berkeley 54,12.6
315.87750,+39.98000,3457,FSR 0253,19.8
315.93900,+46.97000,3458,SAI 141,12
315.94200,+47.20000,3459,Teutsch 156,16.8
316.02750,+50.25000,3460,LDN 988e,13.8
316.04550,+44.34500,3461,FSR 0270,11.4
316.29750,+55.32300,3463,FSR 0310,15.6
316.33950,+49.65700,3464,BDSB 21,12
316.55250,+41.49500,3465,NGC 7024,18.6
316.77450,+50.87500,3466,NGC 7031,20.4
317.04000,+49.01000,3468,FSR 0288,12
317.46000,+40.61000,3469,Dolidze 55,13.8
317.50800,+15.51700,3470,NGC 7036,18
317.61000,+46.23500,3471,Basel 12,12
317.70000,+68.54500,3472,FSR 0368,16.2
317.70000,+37.53700,3473,Dolidze 45,18.6
317.76300,+45.73300,3474,NGC 7039,34.8
317.71950,+50.29200,3475,SAI 143,9.6
317.71500,+48.53500,3476,Berkeley 91,14.4
317.73000,+33.73200,3477,NGC 7037,21.6
317.95050,+59.96500,3478,Riddle 6,7.8
317.95950,+52.37800,3479,Kronberger 80,12
318.00750,+38.61000,3480,ASCC 113,39.6
318.04800,+47.75500,3481,IC 1369,19.8
318.15000,+46.53000,3482,Basel 13,17.4
318.20250,+42.00000,3484,FSR 0265,18.6
318.29250,+42.49500,3485,NGC 7044,21.6
318.57000,+37.88000,3486,Cyg OB4,40.8
318.80250,+36.16500,3487,NGC 7050,11.16
318.97800,+48.85300,3488,Basel 15,13.8
319.12500,+48.35500,3489,FSR 0291,11.4
319.24950,+51.76500,3490,Berkeley 55,12
319.41000,+41.81700,3491,Berkeley 56,12
319.66500,+41.92000,3492,FSR 0271,18.6
319.89000,+57.60700,3494,NGC 7055,12
319.98000,+62.34700,3495,FSR 0346,10.8
320.10000,+55.47000,3497,BDSB 23,12
320.25750,+44.82500,3498,Basel 14,13.2
320.49000,-51.86500,3499,ESO 236-07,28.2
320.42250,+50.59700,3500,Teutsch 144,13.8
320.42250,+50.82000,3501,NGC 7058,18
320.57550,+62.58000,3502,FSR 0347,12
320.66250,+49.85700,3503,FSR 0295,15
320.61000,+69.33000,3504,FSR 0379,14.4
320.86200,+46.39000,3505,NGC 7062,15.6
320.98950,+49.93000,3506,FSR 0296,7.2
321.13500,+36.49500,3507,NGC 7063,24.6
321.05250,+48.02000,3508,NGC 7067,13.8
321.15750,+51.32200,3509,FSR 0304,15
321.19500,+57.53200,3510,Berkeley 92,12.6
321.54450,+53.53400,3511,Kronberger 81,11.4
321.96750,+53.74200,3513,FSR 0314,16.8
321.97500,+47.15000,3514,FSR 0293,10.2
322.08750,+51.62000,3515,FSR 0306,12.6
322.21950,+54.60800,3516,BDSB 24,7.2
322.20000,+47.11000,3517,NGC 7082,39
322.49250,+12.16700,3518,NGC 7078,42
322.51500,+49.00000,3519,Platais 1,16.8
322.61250,+51.60800,3520,NGC 7086,16.8
322.95000,+48.45000,3521,NGC 7092,108
323.05500,+17.57500,3524,NGC 7084,24
323.15400,+53.75500,3525,FSR 0317,11.4
323.36250,-00.82300,3526,NGC 7089,31.2
323.52450,+50.76300,3527,FSR 0307,9
323.61000,+45.91500,3528,NGC 7093,15.6
323.72100,+50.92400,3529,FSR 0312,6.6
